,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24
0,16.78779364,299.6146098,51.47860796,132.3893466,314.3490309,302.0593228,296.0790702,305.1232534,63.5455805,292.584137,313.6926106,304.3436543,270.122363,303.8421545,305.8025481,306.5256258,307.9301282,302.7148116,304.9324146,315.478272,306.323966,-63.26990845,306.1604682,304.6002569,309.7850101
1,306.0730469,-88.45112231,306.5935888,121.0690978,93.39390089,300.0139459,296.0160473,304.3338438,305.4013285,298.5776676,313.0254885,303.4010794,-1.742912061,304.4565288,305.0924179,306.7864944,309.2368496,302.8523966,-36.6849149,-6.262298867,307.8819495,33.44619316,304.5459576,164.0397635,310.097193
2,304.7783047,301.031487,306.5295071,297.9535287,56.98735922,300.9177171,295.6214953,304.3875991,146.1218594,149.6847209,313.6142707,304.6941768,296.3147463,300.1632282,306.3945686,306.9867642,307.91505,186.777624,110.438469,314.2392168,309.0267477,-27.30141901,305.3575801,306.8823419,309.4082998
3,307.3897809,300.2658244,304.9896751,297.1799355,311.7961061,300.7551319,296.3601451,304.6957525,307.5253835,105.0424255,313.8645139,303.895962,297.5809635,303.5592416,306.4623595,307.6866682,309.161717,78.15299429,305.872148,-13.00615845,309.0353212,311.3556168,306.1588193,304.3025434,309.6375895
4,68.49215008,48.78195527,306.5033964,62.57565127,314.5625593,85.30997096,295.0733036,-6.91761151,64.56460378,296.0334339,313.7384508,306.2759094,297.0088617,300.3145614,306.3318341,307.1540191,308.2190703,304.2900955,170.0117531,315.79803,307.755179,313.3508465,304.1748554,305.4330841,164.532316
5,306.5357949,299.5152468,304.8577635,77.36947061,314.1574858,301.3753767,294.3535829,79.40055032,-33.73700788,-17.36770104,310.7194846,139.0691895,297.013811,305.5241224,306.2739342,306.9400202,308.5062163,302.6317549,167.2114826,315.8343851,307.7834637,313.9020413,306.1831635,-3.846143454,310.6016895
6,118.8285506,65.67062527,305.6239207,297.5143559,196.8310305,302.2353634,295.0673884,305.2281699,306.004963,298.568125,314.4736802,95.62699723,-72.37773222,302.0833739,306.2110247,306.9574093,309.0352486,53.62375209,305.2751484,12.96925428,309.137438,313.3123495,304.3224682,306.0714726,308.9437636
7,306.8546617,299.263696,304.5670538,298.634164,313.395767,99.1282376,295.6850723,304.5984681,308.3695383,297.1844182,312.3914445,303.6908647,139.6955859,304.2281499,306.6284528,307.8882145,305.7001935,304.3422781,305.2890067,315.028574,308.3384888,313.3622088,305.8496119,306.0703588,310.2794679
8,160.507437,-93.74885901,305.3555285,145.4821965,156.7700451,300.129704,294.1900609,303.6058674,131.8106404,296.9458157,314.836326,305.2898489,296.701452,303.9404277,306.0636939,307.1462918,306.162604,105.7960676,8.817009615,315.8428153,307.2255776,91.59226697,307.0883824,305.0884811,308.7967679
9,305.9346707,302.0156465,305.8578067,295.086183,315.5015492,301.3493939,296.2603797,303.7491612,309.3489243,-44.60967452,314.5370874,63.9661312,-39.67066035,304.4407323,307.2941818,305.692407,307.5497517,302.143291,305.0413693,162.0028123,97.3784184,312.2888971,305.3867604,16.32218006,-76.14986139
