,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24
0,-107.9007,-107.972496,-101.48609,-26.411343,-125.812744,-24.78389,-106.8383,-100.66315,-27.032473,-45.053295,-19.949368,-109.14339,-105.05273,-32.84853,-114.39413,-109.00162,-121.767204,-118.07424,-24.392805,-25.518383,-101.38386,-104.0424,-116.52915,-102.02983,-106.323586
1,-118.543015,-126.53748,-21.493227,-35.657307,-123.89877,-33.18855,-113.07034,-101.514404,-101.72987,-19.656803,-25.931366,-45.60463,-114.221054,-115.8004,-99.572,-32.266476,-106.35944,-115.95357,-25.86218,-113.40155,-110.55599,-102.76458,-110.01208,-104.54053,-104.732376
2,-124.90317,-115.08028,-17.872868,-37.432945,-100.689865,-118.54376,-18.705694,-28.405926,-31.47765,-104.52558,-29.332043,-40.90897,-116.24716,-115.69273,-116.32258,-109.78353,-113.699326,-116.713264,-113.10327,-118.2724,-120.49903,-106.01383,-36.372387,-107.78439,-26.495245
3,-124.72514,-113.5692,-103.711296,-115.54834,-104.867165,-118.12902,-113.96735,-25.29746,-22.85429,-107.57856,-27.249544,-112.97524,-27.378117,-116.38237,-113.5771,-45.20625,-32.791958,-113.99011,-112.73639,-36.422077,-112.78744,-104.17102,-27.122604,-100.46508,-153.04865
4,-118.81867,-118.76351,-113.03263,-114.71968,-122.11686,-118.62957,-131.68924,-18.842741,-25.432335,-104.71661,-115.78225,-108.31127,-26.62784,-116.28895,-114.750984,-39.522182,-108.31905,-115.103745,-115.17934,-123.34734,-116.93672,-104.254295,-19.766703,-111.559166,-25.158964
5,-116.63505,-111.095024,-113.52093,-114.18268,-105.82151,-116.244,-119.63095,-18.448542,-105.66529,-113.68962,-21.598684,-120.855034,-27.980633,-116.074936,-119.39697,-42.8299,-114.36606,-113.72633,-113.90448,-115.546036,-115.12468,-112.59746,-21.217707,-117.306946,-31.03207
6,-114.57966,-32.499077,-26.16435,-119.74581,-103.05288,-114.32028,-121.46797,-117.90919,-29.182896,-121.45384,-117.396164,-120.22116,-102.93985,-115.934586,-121.13385,-39.921463,-114.469925,-136.2419,-117.823586,-116.15888,-26.884043,-37.548344,-120.38195,-108.03123,-119.80921
7,-120.72279,-20.314833,-126.243256,-115.18144,-22.499,-121.30202,-118.03356,-118.00474,-22.07083,-119.54856,-117.946815,-119.601105,-104.83839,-118.79818,-123.575386,-136.11194,-121.990005,-115.941956,-130.12813,-113.57424,-20.803072,-35.526096,-116.14828,-105.14498,-26.919918
8,-121.21812,-23.71248,-111.84398,-124.2763,-102.703224,-15.110704,-120.07256,-114.00376,-120.60359,-117.89754,-119.93512,-116.74321,-130.10638,-112.8672,-113.50855,-119.00366,-116.77713,-124.45772,-114.58533,-19.3058,-115.949,-112.12439,-25.666115,-22.93779,-114.47859
9,-126.44956,-112.15378,-101.8743,-117.59215,-125.11081,-110.42454,-117.30306,-120.66586,-116.803894,-124.2533,-119.6691,-115.50377,-105.46042,-112.46413,-113.742226,-118.81668,-120.38197,-23.984539,-116.48622,-124.21811,-104.68933,-128.1347,-22.859829,-106.83448,-114.227196
