,"Algo generation: 1, gene: (421, 1)"
0,-118.98878
1,-117.40138
2,-123.1767
3,-115.292816
4,-125.14361
5,-110.839836
6,-28.705572
7,-120.75011
8,-113.60772
9,-110.971535
10,-17.770576
11,-106.02732
12,-18.453176
13,-101.81778
14,-106.28231
15,-103.3438
16,-101.0498
17,-98.07062
18,-25.197315
19,-111.26781
20,-98.6028
21,-19.604107
22,-99.370735
23,-101.95684
24,-18.389841
25,-13.289987
26,-17.312687
27,-17.022272
28,-101.72996
29,-18.521788
30,-99.43848
31,-21.331573
32,-112.20019
33,-105.28542
34,-96.41857
35,-101.773865
36,-12.618524
37,-19.341846
38,-108.41511
39,-7.7234397
40,-17.75582
41,-106.70265
42,-17.153675
43,-110.884514
44,-31.37967
45,-11.035176
46,-8.798454
47,-19.634878
48,-102.84662
49,-106.138725
50,-5.076481
51,-18.070309
52,-98.834915
53,-13.048912
54,-9.374223
55,-3.2383792
56,-18.27915
57,-11.766776
58,-15.8768015
59,-10.483106
60,-108.54058
61,-15.830689
62,-9.346914
63,-12.674636
64,-10.272833
65,-98.67891
66,-10.611286
67,-109.65518
68,-7.3719497
69,-11.61787
70,-5.995778
71,-3.2449782
72,-3.6076717
73,-3.6358068
74,-5.140124
75,-7.0965967
76,-5.080664
77,-99.60161
78,-112.73049
79,-113.51305
80,-8.246983
81,-111.33331
82,-12.679268
83,-3.1079009
84,-5.6591396
85,-5.915163
86,-7.4946365
87,-6.3362713
88,-101.6259
89,-9.504049
90,-10.594328
91,-115.8187
92,-101.922386
93,-98.28016
94,-100.24942
95,-20.05213
96,-101.28391
97,-8.904428
98,-5.986988
99,-95.36573
100,-92.53931
101,-98.77869
102,-6.6837068
103,-7.7448287
104,-17.10421
105,-9.073367
106,-12.087864
107,-8.962327
108,-8.2408
109,-13.382946
110,-94.43232
111,-5.9352922
112,-23.700237
113,-97.42676
114,-101.21081
115,-101.39001
116,-98.91374
117,-95.540794
118,-94.1573
119,-10.804966
120,-8.042123
121,-2.0030355
122,-97.50262
123,-104.22934
124,-9.523362
125,-93.04517
126,-93.85532
127,-96.61346
128,-98.39431
129,-99.471375
130,-92.65413
131,-16.613798
132,-3.1165764
133,-1.7470107
134,-95.812805
135,-27.050508
136,-100.137436
137,-99.270096
138,-97.36669
139,-8.022282
140,0.018982893
141,2.2360058
142,-24.150555
143,-89.98843
144,-89.84697
145,-96.16794
146,-96.88931
147,-7.948384
148,-5.301883
149,-3.8742135
150,-93.89271
151,-96.568245
152,-95.219666
153,-101.658875
154,-94.39453
155,-9.304977
156,-10.162854
157,-93.39141
158,-98.79794
159,-95.1283
160,-102.74271
161,-98.663765
162,-8.816342
163,-3.5737543
164,-6.5107837
165,-2.8444378
