,"Algo generation: 2, gene: (303, 3)"
0,-110.02916
1,-111.30453
2,-112.85103
3,-104.65986
4,-118.85458
5,-105.337006
6,-16.289589
7,-103.082664
8,-100.501656
9,-19.136326
10,-96.62724
11,-111.44806
12,-6.964817
13,-22.717966
14,-16.486479
15,-20.005785
16,-13.299128
17,-17.011986
18,-110.93002
19,-19.531025
20,-12.307474
21,-14.972286
22,-118.36174
23,-18.746305
24,-15.11345
25,-120.89517
26,-101.588486
27,-6.5651445
28,-107.11772
29,-18.612188
30,-7.9307003
31,-109.43312
32,-3.629498
33,-10.480608
34,-6.61491
35,-99.48181
36,-5.5215144
37,-110.708626
38,-97.703384
39,-113.42093
40,-111.704605
41,-102.934525
42,-113.20144
43,-112.99568
44,-17.480461
45,-15.882848
46,-98.74291
47,-97.88977
48,-99.82056
49,-97.97721
50,-20.136635
51,-17.524338
52,-101.62658
53,-101.57998
54,-115.07462
55,-101.66584
56,-97.03009
57,-13.178198
58,-98.836
59,-111.17102
60,-15.931492
61,-12.021499
62,-15.24371
63,-16.15976
64,-105.040375
65,-18.373802
66,-101.456856
67,-19.214828
68,-106.75387
69,-30.185612
70,-26.182793
71,-20.01333
72,-14.224529
73,-10.965873
74,-101.226685
75,-107.66872
76,-97.25578
77,-17.454346
78,-109.63133
79,-123.3826
80,-98.35506
81,-127.77756
82,-102.026
83,-100.29512
84,-116.47006
85,-101.9438
86,-103.19963
87,-23.0863
88,-20.686445
89,-21.350185
90,-100.52388
91,-23.435675
92,-100.55841
93,-101.86182
94,-19.279755
95,-17.284302
96,-92.70351
97,-9.158438
98,-100.351845
99,-13.868244
100,-108.759575
101,-109.15221
102,-13.221574
103,-93.297844
104,-13.693196
105,-104.919754
106,-22.512384
107,-19.470945
108,-99.31016
109,-111.72249
110,-100.75341
111,-15.070758
112,-13.319779
113,-13.732556
114,-100.89051
115,-16.561537
116,-13.32342
117,-14.289158
118,-9.412641
119,-97.344406
120,-15.749152
121,-13.240797
122,-94.44745
123,-11.208273
124,-18.479149
125,-100.21843
126,-20.091911
127,-16.029322
128,-25.102938
129,-98.04303
130,-12.293313
131,-10.737226
132,-14.700798
133,-112.54071
134,-108.74766
135,-99.92308
136,-96.691086
137,-97.3958
138,-14.385977
139,-103.47759
140,-94.93575
141,-113.06708
142,-16.187235
143,-11.907752
144,-99.65173
145,-9.4081545
146,-19.129148
147,-10.838851
148,-6.6555095
149,-102.047676
150,-100.76253
151,-96.3288
152,-102.14393
153,-16.513834
154,-100.70069
155,-100.04916
156,-13.632368
157,-103.60014
158,-7.2474856
159,-122.83713
160,-10.584093
161,-108.978676
162,-13.734374
163,-118.06947
164,-21.281425
165,-27.014275
166,-102.110054
167,-10.01372
168,-9.531798
169,-101.89117
170,-91.23784
171,-96.96206
172,-97.02611
173,-102.68168
174,-12.897737
175,-102.51785
176,-100.30545
177,-101.938194
178,-99.63113
179,-100.01343
180,-104.03307
181,-100.91126
182,-98.97937
183,-99.74592
184,-113.024536
185,-14.283377
186,-7.0286016
187,-102.784775
188,-102.01421
189,-98.947136
190,-14.4744835
191,-13.313505
192,-101.296165
193,-21.1322
194,-17.473164
195,-97.65023
196,-14.560586
197,-97.255325
198,-18.649023
199,-8.395079
200,-104.02911
201,-99.774796
202,-102.6364
203,-13.859857
204,-100.13509
205,-100.72912
206,-8.648815
207,-104.00477
208,-4.0701036
209,-97.78545
210,-100.17498
211,-101.63685
212,-7.9833813
213,-16.110332
214,-20.647491
215,-102.65762
216,-13.827672
217,-13.289581
218,-12.897972
219,-98.91886
220,-16.686758
221,-105.33722
222,-14.472025
223,-16.847616
224,-15.738576
225,-98.796196
226,-104.89334
227,-29.115864
228,-105.52806
229,-19.586082
230,-97.55781
231,-100.74781
232,-99.412
233,-104.62199
234,-103.13363
235,-111.32703
236,-18.519575
237,-100.95754
238,-103.02955
239,-110.591255
240,-124.73585
241,-103.36131
242,-113.67425
243,-101.85876
244,-15.302451
245,-8.677889
246,-96.60165
247,-22.265577
248,-102.674736
249,-99.882454
250,-94.33136
251,-18.027966
252,-21.598719
253,-12.9594965
254,-123.71382
255,-103.54117
256,-95.39505
257,-14.470745
258,-97.3075
259,-14.047657
260,-110.618164
261,-11.911528
262,-101.46073
263,-97.34326
264,-96.59552
265,-98.752975
266,-20.668139
267,-28.121319
268,-27.57944
269,-17.272436
270,-104.78264
271,-107.177216
272,-100.56807
273,-97.89906
274,-24.304743
275,-111.31179
276,-97.51904
277,-99.16164
278,-82.76214
279,-117.42886
280,-103.65854
281,-15.732305
282,-25.194992
283,-111.25694
284,-24.102875
285,-112.82408
286,-109.45123
287,-103.75831
288,-103.970215
289,-102.64907
290,-105.30093
291,-18.226345
292,-114.81232
293,-122.94843
294,-29.67857
295,-105.44933
296,-105.80279
297,-114.17589
298,-22.470642
299,-107.26722
300,-19.103235
301,-105.75155
302,-116.242584
303,-109.50745
304,-23.006292
305,-113.131714
306,-17.692308
307,-107.678024
308,-18.14833
309,-102.75969
310,-101.728485
311,-99.25857
312,-100.9811
