,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,21.42891474,-11.88804839,-102.73083,-92.8579962,317.040965,50.76973875,320.7691735,307.1911003,310.1415979,-37.21029063,321.6461403,307.4429963,314.6751384,-34.84336689,-47.53038083,314.3649964,324.372339,-35.81641017,96.80204358,319.6899189
1,108.9275309,319.4339554,314.7583846,30.0091592,76.1140378,299.7935099,321.7404633,309.6238947,310.2206172,-93.67683298,322.3121312,158.7367114,315.8316678,297.7979405,316.127956,5.313955659,151.7713405,102.8021621,22.83231686,318.5758474
2,188.6091563,318.6466041,18.92181832,311.9330816,316.3475287,38.04547065,320.7542721,305.8924033,310.9777736,-6.653463911,321.7929595,307.7138764,-73.39292026,302.3610505,318.3117392,180.3277534,323.8354924,53.80714299,303.2114427,319.5323243
3,26.73670368,319.0234232,74.35956942,28.45066666,314.6422793,15.60605285,320.1208884,306.9227041,310.8932667,110.4391434,321.5120652,309.3418687,28.95075033,295.9878105,317.7573543,144.7724775,325.4347772,14.54939987,-30.71218815,319.6829834
4,97.69531618,319.9618952,-97.72124603,41.38750183,316.1468538,0.739285417,321.1616163,304.4048825,-41.67441382,-26.58781258,322.1169313,309.0660377,85.81500726,-6.830984359,315.4758377,312.3339065,176.7074369,312.8564617,26.9498559,319.2207253
5,55.311401,319.036256,-97.1728148,311.5385108,-71.42983723,-59.49326277,320.4502041,308.570957,60.55614694,316.0434648,321.3439472,309.8074028,315.2941426,297.8712733,317.5451196,71.51334559,324.1116829,36.8894772,150.8363579,319.669693
6,122.4365231,317.4174262,-89.5561389,311.3001214,316.9697672,18.56699536,322.4155122,309.0515512,310.8310612,87.02955156,320.8925009,309.779924,313.7767151,298.3262809,317.490098,-5.082318747,43.03578469,102.2677923,150.2027473,319.5806304
7,308.894962,318.5507903,-10.56204694,31.50472986,315.6546101,303.4918389,321.9065346,307.6294692,-35.8725179,91.64280661,321.9676853,115.089021,316.0038437,298.4883188,316.8964208,163.1372137,92.55455909,-13.9768816,298.4749687,319.1405663
8,128.2433041,318.7688399,313.9792423,-52.64548113,316.1982008,54.26443221,320.1073739,307.4019921,308.4387163,-94.63334284,321.7165437,306.9548205,312.8428867,99.36985514,317.9805514,81.48301422,110.2614782,42.69017507,16.29788328,319.842489
9,146.6005751,318.5768554,-99.67629416,146.0883837,315.2777786,-0.287231586,319.872428,306.1800243,-57.7804447,-98.28048457,322.0071807,308.3193847,72.26870183,-23.64191728,318.1514445,123.9641896,75.86665629,74.63116062,305.4314086,320.8531118
