,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24
0,-92.45720702,-3.983996407,-92.00049833,-103.4095219,-111.3769243,-91.25515893,-112.8878433,-91.8824284,-97.03671905,-92.57247091,-97.5937577,-99.73674874,-92.51919549,-117.5491824,-15.95790581,-1.456713666,-110.8560731,-111.4115285,-3.861313631,-99.73313965,-111.9732653,-92.00566863,-111.7425227,-100.5938892,-7.9506598
1,-92.35162309,-2.340284992,-92.04136301,-109.3353359,-111.0310078,-92.4913814,-112.961498,-117.4880296,-96.90051411,-92.63685214,-98.29742624,-99.71056062,-92.64074754,-116.6265683,-119.9247706,-1.808392389,-110.8814976,-111.8628214,-3.681734316,-99.75749771,-111.9509725,-119.697399,-112.0432507,-100.3353301,-7.969231437
2,-92.39687359,-1.643891436,-91.78352164,-103.1506327,-111.4724211,-91.61726425,-112.265772,-117.7540934,-97.04657511,-92.48955116,-98.29118717,-99.86206364,-92.4636451,-116.3170867,-17.78601251,-1.564426934,-110.7676696,-111.7734521,-3.627703472,-99.84102523,-111.987144,-91.85612702,-112.0029727,-100.3471863,-7.975764095
3,-92.4464154,-3.82816948,-92.02776344,-103.1893251,-111.346427,-91.50500528,-112.9136529,-9.911398488,-96.24968514,-92.48126093,-98.69000031,-99.86242618,-92.53690508,-117.3006504,-119.7719511,-1.357613691,-110.8490542,-111.7033142,-3.95544529,-9.430598078,-111.8418197,-91.87266254,-111.9827208,-12.31869948,-7.959680096
4,-92.44681003,-4.060140554,-91.78388482,-103.0798848,-111.2491573,-91.69791039,-113.0012215,-91.61174908,-96.71212878,-92.52216021,-98.63776219,-99.88510527,-92.77859503,-117.5722749,-16.07280626,-1.788031569,-110.8747415,-111.5906351,-4.033860697,-99.84839562,-111.8148088,-91.85337175,-112.1555181,-15.70170326,-7.960109376
5,-92.38041323,-2.428429764,-91.74263998,-103.0487294,-111.2973045,-92.49933656,-112.6948915,-10.5495046,-96.64335447,-92.46327356,-97.37485293,-99.82975821,-92.70131831,-117.149749,-17.69605543,-1.534371495,-110.8866492,-111.3676273,-3.658465091,-99.90849505,-111.8499036,-91.88136216,-111.7409262,-121.1883492,-7.961232284
6,-92.35822912,-4.153159502,-92.03826334,-103.1462828,-111.2089962,-91.74165698,-112.6932234,-91.83579098,-97.06913726,-92.87232766,-96.94223154,-99.81906429,-92.4220437,-117.0520606,-15.17825774,-2.096918394,-110.9028322,-111.9876349,-3.972337802,-99.87094963,-111.9308971,-92.00855715,-111.7566872,-100.4086943,-7.956483884
7,-92.40136838,-3.754049499,-92.06240905,-103.1835914,-111.2578373,-92.61819579,-112.9710344,-11.10893863,-96.01370647,-92.50352942,-96.95228907,-99.89677007,-92.81342662,-117.3675516,-19.27718122,-1.83920134,-110.7851587,-111.435465,-3.639680477,-99.93267397,-111.8850548,-91.83937774,-111.7069628,-120.7038579,-7.962416353
8,-92.44506963,-4.177080473,-92.05447792,-103.2470111,-111.2610213,-91.72318489,-112.7082535,-91.91587177,-96.86746343,-92.53084901,-98.68240113,-99.70483533,-92.53989726,-117.5032637,-15.16887588,-1.713583691,-110.889451,-111.9642346,-3.809916047,-99.60192176,-112.1587296,-91.92233995,-112.1719941,-100.6586001,-7.956619809
9,-92.39833799,-3.726811062,-91.98827449,-103.2020967,-111.3856427,-91.3984577,-113.2226199,-10.9560309,-96.0577856,-92.57522425,-97.4145717,-99.90284708,-92.5751866,-117.2474571,-15.87868427,-1.879814123,-110.764088,-111.5033656,-3.704568981,-99.8853987,-112.0124642,-91.95397189,-111.7511541,-100.6115068,-7.968211107
