,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,180.90388833708283,268.552309500196,308.21998945331336,-54.72933405546409,96.6838044880788,289.2078524439489,291.33282860901835,-53.79724837623042,272.4960720777988,-68.33180228530374,305.1901906316475,282.45023995833446,293.6975280349461,189.4805802039238,292.7060413249949,276.77471420417686,-3.4691606917519473,-95.83677476189595,298.6473143320036,268.39859147028045
1,82.21256903810388,276.92037785903733,308.6903193657429,-16.634786827424936,272.26161866304574,288.9035888853324,-15.727667564907222,30.26741340750283,-98.56304113257987,-80.87420087431566,305.6353916442598,286.26391553289756,292.89253952947155,-4.037659693068974,290.40959690281653,-5.196609913708926,-2.538270614026886,-88.51716158147963,296.0881150705157,267.268285906752
2,70.38233695778814,275.9340108752962,307.1520367899488,-61.43079623438077,-26.009224141525806,291.22899022898076,292.2456732664582,-77.75297095698335,-78.66117044088618,-80.89562251894408,23.93325566108983,285.8807731238815,-83.35890190896082,-58.91941114118838,292.4455152402375,275.53822857421227,-9.66780724743231,-82.96380006869433,298.35570228646003,115.9626583944054
3,-50.18169476445966,278.4249677260534,308.0205229719509,-92.05885483145357,273.46505715571504,288.61224906994414,292.7863875020044,54.06938157049933,272.5685794706569,-68.87114236889887,34.2074944025901,289.4054470811297,295.7582003122679,143.08556623805276,291.2943524566574,-9.944973967190478,-12.775857186068302,-67.08924315091471,299.3698547305359,-28.70163068402306
4,132.17769103163369,275.72050431016396,305.9628387400682,-30.259483276662863,276.05955400439296,288.399575245099,291.3137735070025,-22.572452701984602,271.61197774431,-68.78886254427539,305.52758160197254,284.510457411838,297.00031642636327,27.07204922373255,291.1641304108312,66.3070386517715,-21.154175444613387,-82.27649454041664,297.0528606154564,100.2047433059787
5,-34.832792226926145,275.23314027934117,307.67828998812377,-56.677070853448086,272.3180356886364,291.12272187554237,-38.87203457798366,14.846708803448536,272.54462344459654,-105.21821216262758,1.0057865918041955,287.01579025155945,293.68164812261426,-10.416633031580176,290.86884310898654,121.27698789104406,-1.0365069198013077,-101.97790450999389,297.50608856549906,-24.256620414478633
6,-82.60493278496307,274.55153452632163,305.63850303658694,-12.590271726943385,271.699188377256,288.5892371798026,-75.45161477412687,51.70722448906818,272.4885621118079,-99.10257899308061,99.80701930998819,286.34337939370124,292.55704433372244,-51.651375209382756,289.616986583829,-49.25816999989717,5.781660366189056,-78.91875219653508,122.20731978207832,62.025897455859706
7,-52.01539317970086,274.7427954026905,306.2311961886901,-47.55381656451061,271.74815650689976,292.2365737611111,45.67972238162508,280.53606610800415,-99.48296424277002,-73.55265809710649,31.41486901590281,286.14903078266366,292.07504014349985,34.47535373341111,293.3834570660632,-15.99086365550356,-2.1019417416396036,-79.44273345139312,78.06530790220202,81.13138470163324
8,154.9685167776728,275.87846723567986,306.94278897597565,-73.6291572862841,266.4830510497211,291.8568193854464,92.66725937409197,98.0598881857066,271.4715390634746,-63.41593885308384,304.9129152183551,284.0537379235975,292.94379529078816,86.42425293317834,287.7060279714526,5.10963901993027,5.433123764617578,-70.25679563598729,119.93602534103695,-27.528823285135076
9,292.61723070057576,273.14610339916567,307.7049751115764,-78.58501758822389,276.74341355447245,290.8706572076965,291.7423802563956,-55.11321822586253,272.68864712479706,-66.41558885817487,304.7510013029647,286.2754036231608,294.7828682679243,-52.539391014144314,293.25351534788416,272.19351721153475,21.69829361011769,-99.1105717701471,298.06431647747894,267.32235815687665
10,152.84609493487713,271.97149858738834,305.241776604099,-83.77117462794413,-68.72924045243826,287.021994004928,-13.666953079213982,277.88397749973706,276.2948961890689,17.04146046226578,152.51560055784512,285.8939248405915,294.0249948644913,-92.44551623770674,295.1579386298682,-58.28577848690439,22.440146077093523,-86.64251957316752,297.7877910731871,-16.962633669905316
