,"Algo generation: 9, gene: (404, 1)"
0,-28.401342
1,-26.570726
2,-113.78655
3,-117.36076
4,-113.0124
5,-114.724785
6,-30.752432
7,-109.15336
8,-15.635979
9,-17.131859
10,-26.201103
11,-101.146645
12,-123.170265
13,-109.55555
14,-119.57657
15,-122.28815
16,-107.244064
17,-21.871035
18,-114.56721
19,-107.62918
20,-118.01923
21,-115.81193
22,-110.52004
23,-19.977394
24,-106.132385
25,-18.97354
26,-111.56422
27,-129.09566
28,-20.316328
29,-34.895424
30,-103.79775
31,-108.20349
32,-17.392801
33,-25.257387
34,-108.18634
35,-104.564
36,-111.61975
37,-17.937078
38,-18.91739
39,-108.97195
40,-106.15281
41,-104.69734
42,-10.953811
43,-10.823696
44,-101.65857
45,-97.588806
46,-98.45665
47,-102.04678
48,-100.32363
49,-99.977234
50,-115.681
51,-102.29586
52,-9.863602
53,-105.783005
54,-102.76833
55,-11.309082
56,-10.1414585
57,-103.12556
58,-10.253825
59,-8.4346285
60,-111.63955
61,-9.786665
62,-9.351489
63,-112.071236
64,-15.290241
65,-23.086163
66,-99.89777
67,-14.909216
68,-112.38162
69,-96.70354
70,-9.406862
71,-9.409846
72,-14.04732
73,-16.535854
74,-12.503202
75,-18.059338
76,-121.750336
77,-113.58838
78,-8.700283
79,-15.276538
80,-98.217155
81,-19.714537
82,-24.619003
83,-11.869757
84,-101.31849
85,-103.21097
86,-11.080448
87,-10.161026
88,-99.31011
89,-99.39815
90,-11.543717
91,-20.54928
92,-10.764691
93,-106.40461
94,-18.632042
95,-97.770805
96,-113.21228
97,-14.1366415
98,-16.484583
99,-107.3277
100,-26.885197
101,-21.519482
102,-116.54576
103,-96.69932
104,-11.743502
105,-10.626779
106,-95.26354
107,-16.372257
108,-96.19742
109,-93.62863
110,-102.24788
111,-101.3783
112,-16.079258
113,-2.118149
114,-19.811945
115,-15.913632
116,-98.874084
117,-96.04894
118,-6.004384
119,-8.7524605
120,-16.880875
121,-111.49965
122,-13.239332
123,-91.477005
124,-5.768748
125,-9.898031
126,-126.09967
127,-96.92358
128,-121.355644
129,-100.744804
130,-96.55845
131,-95.17299
132,-124.06445
133,-105.86879
134,-18.611172
135,-14.109367
136,-5.0628257
137,-3.3473523
138,-116.41036
139,-3.7996972
140,-94.75042
141,-20.907022
142,-23.028677
143,-18.378336
144,-16.554186
145,-9.212811
146,-121.34809
147,-12.200655
148,-12.557724
149,-110.65577
150,-102.415276
151,-105.6182
152,-107.13489
153,-7.6010523
154,-0.47155744
155,-93.9817
156,-97.40794
157,-102.082405
158,-97.9542
159,-15.781847
160,-100.65866
161,-100.639366
162,-14.1760235
163,-94.92084
164,-95.41038
165,-15.304609
166,-34.756702
167,-116.15773
168,-16.614822
169,-6.590388
170,-5.4918914
171,-6.286561
172,-4.684745
173,-5.033443
174,-16.920574
175,-103.71112
176,-102.94936
177,-97.669716
178,-113.3721
179,-101.581604
180,-103.260765
181,-107.85525
182,-7.282128
183,-2.6688678
184,-96.699554
185,-109.896484
186,-110.246735
187,-11.174503
188,-120.07859
189,-12.659773
190,-115.29231
191,-99.90724
192,-97.39021
193,-98.94748
194,-102.284096
195,-101.21501
196,-11.190395
197,-112.96903
198,-98.556305
199,-107.77126
200,-101.74506
201,-114.82763
202,-15.891949
203,-21.478142
204,-100.40534
205,-103.26572
206,-15.872348
207,-116.961006
208,-122.916046
209,-101.78893
210,-11.527884
211,-13.773406
212,-10.680801
213,-101.75863
214,-22.838564
215,-101.929985
216,-97.27163
217,-106.58153
218,-98.65966
219,-106.707634
220,-118.7932
221,-104.196045
222,-104.20548
223,-91.67146
224,-104.62911
