,It 0,It 1,It 2,It 3,It 4
0,48.82359953548436,239.9558853213309,-109.88898698667064,-73.10035649230937,271.4897844630057
1,264.2944993392052,250.62195850750211,119.44944935939168,257.64332551985007,110.97398588081882
2,256.8186014852222,251.63829319945742,279.39925312813523,256.336023216566,273.5904601387392
3,15.008113150618414,243.65071857151773,-81.36457928797323,257.6226599917115,47.510274097924906
4,254.6673414220867,244.90809455171126,-95.04840609719108,-77.7982869664803,-97.361908980644
5,90.67142838230718,240.36388029578075,111.44258700144272,257.51476147716636,-98.27524392922192
6,54.84708144822298,246.4100692524203,-95.18760051229721,254.3383335608297,269.15296781576444
7,260.1902333002633,249.24918715740108,-109.7328518037498,260.25414509608987,69.00661350345874
8,129.5918092018554,241.2679749801957,-91.62093501816504,258.6600330496912,128.64459740117204
9,12.46558618502315,248.58497252553443,277.93417646902356,-46.67337236568196,272.695936791244
10,234.27236957875172,247.83700656707177,-100.81633898022523,-85.70548948587275,270.55825046305307
11,41.36872186501511,245.90651901668278,-100.13579479715538,135.607937260003,-89.71803047183995
12,176.08920656618537,249.19495032707403,276.93901633977526,256.62881344112344,-63.112568825978485
13,104.03594018958992,244.14256564985004,-84.32294566831116,255.34593909679396,275.4292256728071
14,261.5146241281452,240.58805165780538,281.0433604365396,259.3492550219469,-45.06286371582417
15,257.39235494033284,249.8059924110045,105.31005108709272,263.75654239126266,273.9116248305358
16,257.4421710467433,251.13005436499935,0.741538176367186,-86.27991289752691,-108.8669191857326
17,257.6682579388402,249.11506803904945,274.90668169591646,85.15956816041219,114.617796137542
18,-34.0052521912759,246.5007476117912,-97.912284859928,260.4665615153891,97.21586740808277
19,136.70382822492564,245.17423522074395,-103.22226072856722,31.7643621460457,7.19584276717859
20,-35.643124697768464,243.63434961609605,44.00512117525892,-48.94233807797672,-82.35062297711895
21,114.0529971652191,245.54261501678843,-99.17186839150436,257.89877597740167,55.27752446859611
22,63.315007994318975,247.25785343584116,-90.33075465018116,258.22730829894465,-44.224643464214616
23,90.58666317741714,244.8029122990934,24.294929009074778,257.42366193684336,113.70598206777544
24,257.53873268579355,246.70303203834493,-104.34126248463616,259.0438189922196,275.52384143666984
25,98.41339579574934,237.82488782800593,-102.23035098509988,260.72153012518766,-10.530874225704082
26,260.80387786736026,244.62197868639237,-87.96219444470914,259.9816471952606,21.61200281304224
27,-22.44649086863521,246.72175046456755,-109.8889939373117,256.76813329254463,-48.94738342075525
28,30.066484127753824,8.236047827841134,-90.17129093342771,113.98396457026783,274.0026178983258
29,168.19518149193374,251.92581725138606,1.8756992516317865,14.188163013306664,271.2778327892134
30,17.77935258528095,243.23087001477103,278.150339344143,259.7952212781056,274.2214737025047
31,255.22871764555288,242.23010033067396,-104.04832224916511,130.05787490358938,177.92618758390682
32,193.60932265571688,249.91169647331043,278.6465810793088,257.5496441395234,-15.009410680595508
33,259.10584012427415,249.52762355426174,-47.97447158595792,255.9575724595093,159.6948362620555
34,256.2359195683902,240.26546057574987,-109.34361222244303,-73.26875427511735,-30.329249531423045
