,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,64.06109276,3.011582049,311.3283629,317.5113737,-90.97217872,306.0170157,317.1743429,306.5745736,314.5316047,318.9436572,310.2006621,23.31180248,314.7763329,317.1961473,299.813483,324.1758215,-94.90695702,323.340592,-14.83430201,16.86713989
1,27.9168231,83.39206897,-23.86335129,316.1958065,-90.52840314,309.4197018,315.6396541,309.1636881,313.680939,319.4545807,310.3635918,293.6554872,31.90549289,-21.0775556,301.4147643,324.04218,-95.3891177,322.4249852,-26.44694395,37.72264198
2,34.24985118,159.8885066,313.2662619,317.2851932,309.0201683,309.9943653,317.8602068,309.2032592,315.6912372,320.4567497,309.4477707,292.7225361,315.4668628,315.0327883,301.6970454,323.8310075,-96.1518062,322.0774556,-88.85282773,314.2164563
3,13.03038833,-54.67936305,-74.95043768,83.19243244,308.139287,48.65866084,20.77223895,309.1111902,313.8169257,-0.611508947,-42.44463984,294.3576819,315.7174064,312.7634259,300.8650873,323.1583933,317.4408005,321.3051362,316.7596283,314.8362948
4,56.61601255,317.3299036,42.10875235,59.73631827,-65.84773446,21.5657766,316.2588507,307.8453448,312.5698005,320.5663279,309.6125328,291.7668969,317.0194491,316.7770394,300.683435,104.7580505,-95.95832548,321.8123558,315.8103855,314.0534811
5,-2.152177893,60.9585472,34.0163583,317.7416151,308.3761904,305.6180463,316.9079006,308.4159058,315.1043299,202.8464866,309.8392472,287.828769,316.7790413,191.615665,300.2840754,323.3570195,-96.20903631,321.8462292,44.21809116,159.7914589
6,312.0245022,-13.5211485,312.8253129,317.4859206,120.7021625,308.0760234,315.7636827,309.2584467,313.8470444,44.25884304,308.9818081,292.1769348,313.9590278,-27.24351928,299.0566514,187.5201179,317.91385,322.9942773,316.6358825,314.3264913
7,-1.347700609,-33.64826495,28.08229352,318.4308917,-92.17334617,309.0276659,315.2806226,305.440156,85.91677556,319.5039728,300.4305303,292.190725,316.9777693,314.9848139,302.0028823,323.8587528,-94.94363852,322.2731852,183.7141981,313.5226643
8,311.2965228,18.92542735,311.2748988,312.4119399,309.2177023,309.3325614,317.2246226,308.9218021,314.7348323,318.355296,308.1282821,293.3772795,318.2440108,316.6227371,130.0076379,324.4793731,54.94849338,322.0590259,16.54134509,313.9718572
9,121.988702,314.5461408,100.6676437,316.1332135,308.9300267,308.7549914,47.5031382,308.0976658,77.20914363,112.0528895,307.9173664,292.4773889,314.6387907,314.5072134,301.3038889,323.9307197,-94.92768703,322.2236291,315.0713016,-90.815824
