,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29,It 30,It 31,It 32,It 33,It 34,It 35,It 36,It 37,It 38,It 39
0,297.2220297,133.1781466,275.2048743,102.5211532,235.0081503,247.0312898,-107.0541908,245.5210774,110.0073257,-145.9846305,-54.21214312,279.829037,273.7836507,224.6321591,131.7526686,-85.46486054,-70.04099034,282.7078539,292.254936,290.7871982,281.5332105,277.9942783,281.1361429,257.8786408,281.5560422,280.7050321,300.2473556,-61.48191496,124.1453378,285.9614116,251.6731354,274.5431574,222.9987683,293.712873,93.58136659,262.1438585,116.7881935,121.1243981,109.865179,291.1758964
1,299.1841467,265.2966686,277.4914182,135.7403438,-27.59292335,247.1109231,-62.26119123,250.6048041,36.90274474,-140.4969094,-83.64613567,275.4145117,273.887584,232.1660746,17.5685303,-95.60566367,41.43373825,281.00323,293.0141317,291.5575877,284.9775091,278.6526045,283.9444457,264.1310268,284.7373008,286.1261302,299.3576688,181.1893754,46.81755925,283.087212,256.0247662,277.4335627,94.46806466,294.9146208,274.5933324,263.1487467,-74.95781098,126.6618814,-13.62839755,294.1937746
2,297.3156745,145.2822972,278.1303352,-2.274894296,229.3899617,244.5409113,-90.55195487,256.4201299,71.4881429,-148.0448893,-14.99479152,270.4844751,270.3651359,228.0309896,219.6130684,-92.01116279,233.7414414,282.9776707,290.6859842,293.7783212,283.9947246,278.06327,280.0519577,260.5216045,282.8627846,284.256087,299.5632738,-3.720024811,-119.9250894,284.1192191,258.9624671,277.0591499,233.1131261,292.5566573,277.0344254,264.6663184,-10.30832289,121.3364354,172.4749404,291.5203141
3,296.6888339,80.10920684,68.5835386,153.7275906,236.3559754,249.9959924,-77.4320823,120.013513,139.4633838,-138.4372566,103.9035729,277.9578631,-33.03269287,229.1929615,71.09125653,-149.9987756,234.1420017,280.4582217,291.3148151,291.1171382,284.3490098,157.6424724,284.82718,258.732598,283.0342517,282.964984,298.1409332,302.622656,103.4350187,281.6232707,77.29007833,278.588394,236.3299517,293.5364747,49.32220882,265.2935833,-68.49919262,115.9350933,278.53161,292.3470512
4,297.2585446,272.0702072,43.32924842,128.2914597,235.9066581,246.9776377,-46.32673016,120.2666755,-34.97449856,-145.9233538,249.3816664,278.2857839,272.8355331,205.3993679,239.1105646,-81.50102434,-12.05669575,285.2960504,292.5791134,291.4621208,280.0506744,275.5987405,284.9333282,252.9901378,284.6158693,109.5169372,298.5547187,195.7357654,-98.0748653,279.8323597,251.497101,277.450947,224.1874575,295.1025722,40.97619749,264.0678603,43.4088802,134.2823939,-77.45954118,293.1096751
5,298.6827438,13.2312167,278.7720303,145.7501599,236.0288985,-156.8994764,-85.27029695,37.31165921,6.153878118,-142.6414925,-27.6691958,85.30439548,275.2110529,245.3869575,36.44568578,-95.91112891,16.08653236,284.3879273,289.7741753,292.5073375,70.51762544,276.0814948,8.657802745,260.5777505,282.2765049,284.2666889,299.2394221,302.2014197,-107.9946198,274.5447354,15.7666802,277.6559887,240.9982586,292.4858903,-35.50591873,269.5148596,-21.74539133,110.7257702,-81.07703685,288.8022742
6,298.4230563,270.6759704,275.7943902,125.0445232,228.5517129,243.5949263,-89.5455163,254.8314739,276.25714,-142.143606,34.75953781,279.2854288,267.7624688,214.4675762,-1.346288945,-74.13953882,236.1002573,283.8508175,290.6075974,293.0727743,285.371733,277.7063296,72.0314008,260.8007028,283.0304078,-47.35412274,300.031701,-62.31902605,-102.6526343,276.5007203,252.1453774,274.154666,236.999981,293.5028982,272.6485095,264.4465525,0.226258706,120.2766316,281.5787002,297.1931466
7,296.6159634,271.9602055,-18.67553628,143.3405738,233.1761486,52.39009833,-71.23685818,139.9120849,272.1428678,-154.1138719,-47.1811298,277.8655645,139.1271143,211.1207312,238.8103406,-149.846253,72.59399557,281.3441494,292.4683117,293.138583,285.8387956,273.1021215,285.5513017,265.581973,45.49205344,279.7178079,299.5372785,301.7587914,288.5114207,285.8407339,259.884141,36.26042805,225.2920077,292.3737985,-79.41259456,265.2600076,3.460746425,126.3957878,283.4155771,295.1405156
8,296.5249691,273.1922997,276.986213,137.8766011,235.5428179,247.8059361,-82.255879,246.6898568,82.10043478,-156.9715531,131.3350636,279.3466081,271.2724054,109.0558937,42.16582157,-104.3942488,48.9794196,284.479571,292.4011292,292.3573016,280.4609105,272.7696508,283.6954605,261.2710273,107.8382391,-6.182096373,299.907327,301.5262982,287.3582799,283.8873396,256.1183808,274.8943889,-19.39198714,-12.31553122,-22.35624312,265.5047881,-31.72739216,125.73582,1.236547573,293.5067034
9,298.0868496,267.6478605,21.49939751,147.8922212,234.2948917,240.3311239,-96.95915299,39.13760728,47.80660458,-154.2472015,253.103714,270.8603904,271.1245283,233.6025375,234.9503447,-81.09948556,72.97543845,284.4279406,290.5852492,291.5616928,285.2471185,279.9126546,281.4585597,262.9240013,285.2119679,10.23626434,300.7583745,19.63498592,288.1860662,283.3611933,-20.26298565,278.4311751,234.6754397,291.6210392,142.294148,260.9042016,-69.34066913,110.7679937,267.5226975,294.2606021
