,"It [460, 1]"
0,-123.086365
1,-115.36894
2,-114.24134
3,-121.875916
4,-117.29062
5,-118.11597
6,-115.27534
7,-126.906525
8,-119.79646
9,-116.717865
10,-120.60237
11,-110.46691
12,-30.926619
13,-108.77438
14,-122.89782
15,-23.919302
16,-110.69879
17,-32.4132
18,-103.526054
19,-114.11716
20,-18.977093
21,-108.06318
22,-14.878523
23,-20.480974
24,-15.875885
25,-109.94912
26,-18.32583
27,-101.97977
28,-103.02616
29,-112.00708
30,-105.92955
31,-123.98326
32,-15.38369
33,-16.275024
34,-14.677838
35,-102.37646
36,-10.0976095
37,-21.181553
38,-17.185995
39,-14.690386
40,-105.921906
41,-13.714946
42,-99.00038
43,-21.749432
44,-22.20022
45,-9.551731
46,-100.54165
47,-102.203476
48,-17.3164
49,-18.987064
50,-15.939251
51,-98.854416
52,-99.696884
53,-13.901073
54,-23.074278
55,-14.312947
56,-24.947762
57,-106.4796
58,-12.674957
59,-14.696033
60,-26.789484
61,-25.483826
62,-18.140398
63,-16.130146
64,-21.868069
65,-15.226968
66,-24.060644
67,-26.213009
68,-102.363785
69,-134.37863
70,-106.97763
71,-97.522224
72,-106.16759
73,-97.03922
74,-97.07524
75,-99.66288
76,-97.81164
77,-25.827011
78,-96.989746
79,-100.042145
80,-11.381505
81,-120.88696
82,-15.141512
83,-8.774195
84,-18.66987
85,-91.85541
86,-5.006819
87,-106.88033
88,-99.554
89,-5.2135186
90,-10.073935
91,-15.491709
92,-90.49439
93,-8.204983
94,-10.667714
95,-15.753475
96,-98.248116
97,-95.15958
98,-99.64699
99,-10.519859
100,-14.326898
101,-13.052396
102,-94.479935
103,-14.899976
104,-122.42626
105,-7.837539
106,-97.492424
107,-100.34326
108,-99.77368
109,-14.095208
110,-8.68389
111,-10.811048
112,-9.623033
113,-8.48761
114,-11.113989
115,-8.953455
116,-3.573486
117,-91.73396
118,-13.498481
119,-18.599749
120,-90.62778
121,-97.077934
122,-99.52726
123,-95.68864
124,-9.834625
125,-11.37498
126,-11.680785
127,-98.19232
128,-12.789637
129,-13.854466
130,-12.775514
131,-11.133836
132,-96.97509
133,-104.52727
134,-10.302651
135,-4.840185
136,-7.099233
137,-14.657753
138,-6.1341543
139,-6.7161045
140,-9.21167
141,-9.721066
142,-2.8086405
143,-7.851871
144,-9.950082
145,-9.846829
146,-10.645143
147,-9.102183
148,-102.166954
149,-12.658736
150,-10.208913
151,-12.746745
152,-10.034802
153,-4.9186273
154,-98.85278
155,-2.4380043
156,-2.4826336
157,-96.89398
158,-10.824701
159,-8.825253
160,-4.4038
161,-4.7208014
162,-1.6277876
163,-5.245012
164,-100.70789
165,-12.259522
166,-2.5715399
167,-2.5610116
168,-96.4164
169,-7.3998427
170,-11.567854
171,-9.745833
172,-98.49198
173,-12.42535
174,-93.40884
175,-13.331862
176,-13.223852
177,-7.4756975
178,-10.037481
179,-9.609187
180,-8.023514
181,-11.552332
182,-11.20723
183,-1.0989141
184,-0.9679471
185,-0.10496933
186,-12.601645
187,-2.0556295
188,-3.3622096
189,-4.3851748
190,-2.59525
191,-2.8027875
192,-3.3247333
193,-5.7511234
194,-5.021532
195,-0.007207239
196,-5.3102603
197,-6.074784
198,-10.536218
199,-3.219867
200,-3.0638235
201,-4.7671394
202,-6.9419236
203,-90.1397
204,2.1536283
205,-92.406555
206,-96.42574
207,-6.1406617
208,-93.89324
209,-2.1068258
210,-19.095984
211,-97.63204
212,-20.243187
213,-109.192535
214,-106.75219
215,-107.97963
216,-108.44127
217,-123.017654
218,-9.530802
219,-23.252262
220,-16.068384
221,-12.476634
222,-11.392734
223,-93.856186
224,-6.2033324
225,-3.450718
226,-4.555889
227,-4.9064746
