,"It [259, 1]"
0,-113.79986
1,-110.75703
2,-114.95513
3,-113.46254
4,-109.09892
5,-114.710365
6,-114.1015
7,-112.14877
8,-117.70616
9,-109.98514
10,-115.55435
11,-113.449295
12,-132.74202
13,-113.13487
14,-107.65244
15,-20.525768
16,-102.228584
17,-24.59952
18,-27.34841
19,-29.306137
20,-23.303074
21,-24.244925
22,-102.10543
23,-21.483051
24,-101.88817
25,-29.342531
26,-107.446945
27,-17.81274
28,-10.936112
29,-11.4686575
30,-21.435741
31,-19.736414
32,-22.348322
33,-23.47946
34,-17.210022
35,-20.03072
36,-19.35995
37,-17.756712
38,-102.96103
39,-104.71836
40,-138.90207
41,-103.802155
42,-11.387914
43,-16.042791
44,-111.80882
45,-97.430695
46,-118.769
47,-15.420984
48,-107.76553
49,-92.41144
50,-104.90128
51,-117.550156
52,-108.183945
53,-100.747345
54,-97.87969
55,-104.22524
56,-112.02584
57,-114.83627
58,-108.51391
59,-99.965416
60,-102.61109
61,-122.65592
62,-122.60388
63,-112.028076
64,-107.66427
65,-111.45701
66,-13.035773
67,-11.996519
68,-20.734533
69,-18.051373
70,-99.87821
71,-97.20439
72,-96.367516
73,-92.01256
74,-8.428638
75,-12.836735
76,-104.78521
77,-110.02357
78,-103.31141
79,-13.201563
80,-108.47599
81,-98.0331
82,-13.243117
83,-109.38808
84,-109.454414
85,-115.233215
86,-115.86413
87,-114.91128
88,-115.51159
89,-117.920364
90,-98.91742
91,-98.38929
92,-96.16406
93,-97.59706
94,-98.0151
95,-102.81151
96,-120.495926
97,-112.38416
98,-112.87674
99,-116.05849
100,-114.45906
101,-116.92306
102,-115.75161
103,-114.703865
104,-120.47745
105,-98.27607
106,-98.31584
107,-15.011722
108,-115.74602
109,-113.62607
110,-115.82081
111,-95.8502
112,-95.722404
113,-95.06351
114,-10.359888
115,-113.65163
116,-101.28766
117,-100.93168
118,-95.23706
119,-8.835243
120,-8.35648
121,-95.71382
122,-95.62762
123,-95.329
124,-115.62795
125,-115.75981
126,-113.582504
127,-97.104416
128,-95.42337
129,-94.86288
130,-1.9704376
131,-115.114716
132,-114.78616
133,-93.46175
134,-93.94247
135,-14.320868
136,-114.92569
137,-92.62049
138,-92.62871
139,-5.017266
140,-98.675995
141,-95.96958
142,-96.163994
143,-94.84947
144,-96.648705
145,-8.192193
146,-117.90176
147,-116.206985
148,-95.64536
149,-10.355452
150,-98.86868
151,-95.75215
152,-90.06868
153,-12.863998
154,-10.23448
155,-94.58532
156,-94.1848
157,-15.822446
158,-97.7352
159,-95.36613
160,-96.93084
161,-99.69267
162,-25.60247
163,-23.515087
164,-12.238966
165,-92.7172
166,-93.21666
167,-95.41482
168,-94.28428
169,-118.85448
170,-95.9249
171,-95.636604
172,-94.55105
173,-95.05272
174,-18.611082
175,-95.55099
176,-94.26629
177,-102.44929
178,-98.03277
179,-97.77421
180,-100.369
181,-96.7795
182,-95.79265
183,-93.26181
184,-95.32173
185,-94.97819
186,-94.45088
187,-96.54882
188,-95.226006
189,-97.22657
190,-96.62651
191,-98.95416
192,-96.746704
193,-95.834595
194,-97.04195
195,-97.13485
196,-97.55278
197,-17.78574
198,-15.403079
199,-93.50488
200,-9.602034
201,-101.20001
202,-15.981015
203,-30.852392
204,-32.58636
205,-28.19072
206,-96.65689
207,-99.14756
208,-96.6738
209,-97.66976
210,-103.6895
211,-102.63295
212,-98.42571
213,-17.798674
214,-101.23901
215,-128.99184
216,-117.72219
217,-115.16235
218,-97.21533
219,-100.78148
220,-98.81276
221,-99.90604
222,-97.07378
223,-98.5345
224,-11.121663
225,-19.414837
226,-25.349424
227,-93.95092
228,-97.46136
229,-102.74591
230,-99.2572
231,-98.13735
232,-99.58023
233,-27.18626
234,-26.32479
235,-29.35387
236,-97.58477
237,-93.01106
238,-95.9077
239,-101.252655
240,-98.22684
241,-97.99804
242,-97.309906
243,-23.865805
244,-25.63863
245,-89.5926
246,-13.087625
247,-19.291855
248,-98.61298
249,-98.83101
250,-99.04621
251,-101.66386
252,-94.508224
253,-101.66469
254,-14.497886
255,-26.796339
256,-24.762108
257,-100.57463
258,-100.90388
259,-100.57136
260,-101.0128
261,-101.03735
262,-99.03275
263,-101.02964
264,-22.82136
265,-102.318275
266,-100.29643
267,-97.96805
268,-100.40728
269,-97.41747
270,-99.9379
271,-100.29753
272,-99.755066
273,-100.2716
274,-96.98841
275,-98.31748
276,-98.642456
277,-100.14798
278,-21.26542
279,-28.531109
280,-109.87249
281,-113.39168
282,-105.70924
283,-101.00167
284,-93.755516
285,-132.8591
286,-133.09416
287,-32.684864
288,-95.15255
289,-92.812515
290,-8.914192
291,-7.432794
292,-97.47385
293,-95.04351
294,-95.81682
295,-96.72839
296,-96.561455
297,-8.414936
298,-16.616806
299,-102.10771
300,-13.041565
301,-101.6543
302,-98.8656
303,-18.022076
304,-20.068352
305,-19.120937
306,-103.32848
307,-104.04864
308,-102.692566
309,-104.92236
310,-103.927246
311,-117.39046
312,-118.16144
313,-112.78028
314,-105.5803
315,-101.97688
316,-133.87805
317,-138.69025
318,-37.154377
319,-140.88396
320,-32.599255
321,-42.121544
322,-36.71026
323,-26.332827
324,-23.87447
325,-29.5606
326,-105.385895
327,-100.65747
328,-86.51437
329,-17.365013
330,-22.658916
331,-17.456364
332,-104.088295
333,-100.88381
334,-97.31416
335,-99.78114
336,-106.40126
337,-101.703316
338,-98.82377
339,-100.157715
340,-105.277664
341,-105.87894
342,-105.81033
343,-96.902504
344,-107.95638
345,-109.395485
346,-98.515656
347,-14.469401
348,-121.006424
349,-110.87547
350,-26.422894
351,-98.028534
352,-32.06509
353,-106.73762
354,-96.23987
355,-100.892204
356,-113.32161
357,-107.92973
358,-28.57182
359,-102.85359
360,-122.43935
361,-104.14198
362,-116.77876
363,-99.1432
364,-126.63732
365,-100.648506
366,-99.36724
367,-23.629478
368,-107.1062
369,-22.214306
370,-102.178955
371,-107.80091
372,-104.36389
373,-98.561005
374,-98.07462
375,-98.93758
376,-102.05439
377,-16.959013
378,-100.730934
379,-94.66402
380,-98.05835
