,"It [125, 2]"
0,-102.046745
1,-117.849075
2,-126.60768
3,-114.009254
4,-112.42595
5,-112.52663
6,-117.96373
7,-110.39173
8,-23.427927
9,-105.16773
10,-111.05371
11,-25.328362
12,-111.6249
13,-109.32608
14,-116.447395
15,-18.14354
16,-20.499842
17,-17.491858
18,-105.89974
19,-121.159195
20,-18.30202
21,-106.218956
22,-131.06746
23,-113.07803
24,-20.93957
25,-118.21545
26,-104.802635
27,-101.73258
28,-103.615265
29,-114.597565
30,-102.384964
31,-118.369804
32,-106.008156
33,-102.8387
34,-24.266367
35,-25.333271
36,-104.977585
37,-100.46052
38,-20.44163
39,-24.702736
40,-16.70339
41,-110.31602
42,-102.030396
43,-17.505846
44,-18.032875
45,-13.099489
46,-102.472824
47,-15.908426
48,-25.637373
49,-111.65309
50,-102.14386
51,-11.141204
52,-96.491234
53,-13.441031
54,-17.715775
55,-12.865167
56,-115.40762
57,-115.493065
58,-18.356705
59,-105.38449
60,-15.957249
61,-95.33977
62,-28.269924
63,-104.23233
64,-100.96824
65,-18.36913
66,-17.408407
67,-105.74831
68,-100.49326
69,-100.66845
70,-17.735165
71,-106.7016
72,-6.510957
73,-103.47841
74,-11.624647
75,-25.929825
76,-121.73619
77,-112.3867
78,-95.21754
79,-95.052605
80,-10.181059
81,-7.512268
82,-3.473357
83,-113.545296
84,-123.37342
85,-1.2809615
86,-97.62207
87,-23.60486
88,-100.96038
89,-125.44012
90,-2.468735
91,-113.57866
92,-97.3439
93,-97.308914
94,-124.49478
95,-98.6405
96,-99.64879
97,-97.63071
98,-6.9978743
99,-3.8705482
100,-7.5022407
101,-119.80269
102,-95.16505
103,-128.25977
104,-18.52941
105,-88.72463
106,-8.339678
107,-19.16239
108,-129.45322
109,-135.476
110,-100.547775
111,-93.58983
112,-98.584114
113,-99.58616
114,-100.93766
115,-104.17747
116,-21.326944
117,-99.24221
118,-19.296022
119,-105.15963
120,-98.31173
121,-97.50655
122,-22.420914
123,-99.98833
124,-28.399513
125,-26.528349
126,-99.149086
127,-26.7466
128,-20.428253
129,-98.558586
130,-100.162766
131,-100.27942
132,-99.934425
133,-16.786098
134,-14.22241
135,-23.032892
136,-19.51067
137,-104.836334
138,-97.97888
139,-100.80643
140,-21.668247
141,-105.858345
142,-22.196424
143,-28.001846
144,-100.529434
145,-17.957346
146,-23.210743
147,-23.67534
148,-95.08968
149,-97.32361
150,-100.336334
151,-104.78475
152,-98.52792
153,-11.396939
154,-105.977295
155,-105.71862
156,-99.41396
157,-104.834625
158,-105.5396
159,-104.55152
160,-107.41282
161,-94.92091
162,-16.223507
163,-87.88064
164,-98.11276
165,-113.57144
166,-100.906624
167,-12.176189
168,-19.799799
169,-18.498291
170,-96.9964
171,-94.48428
172,-98.3862
173,-95.64636
174,-26.508415
175,-101.03471
176,-11.233945
177,-97.63409
178,-98.34294
179,-100.0293
180,-105.683365
181,-103.31318
182,-104.928986
183,-98.58037
184,-2.7928803
185,-41.845947
186,-98.25913
187,-101.61249
188,-102.65078
189,-105.790245
190,-106.66194
191,-104.741875
192,-4.6944423
193,-9.85586
194,-102.25724
195,-103.329895
196,-98.0401
197,-98.92425
198,-102.07186
199,-105.52432
200,-107.02959
201,-22.178577
202,-99.92773
203,-2.5507135
204,-101.70737
205,-18.139656
206,-5.815123
207,-17.42959
208,-103.77682
209,-98.885284
210,-97.78301
211,-98.621864
212,-98.888084
213,-96.67798
214,-99.460266
215,-6.1681285
216,-101.35858
217,-18.195187
218,-101.52788
219,-97.76865
220,-95.59639
221,-110.28818
222,-109.61469
223,-109.89162
224,-103.46327
225,-95.51677
226,-94.97767
227,-99.922966
228,-16.244057
229,-19.656837
230,-12.083863
231,-95.68965
232,-92.832504
233,-102.36009
234,-106.08876
235,-104.37364
236,-95.63462
237,-99.39948
238,-100.88826
239,-10.370889
240,-12.598565
241,-93.58492
242,-97.62743
243,-91.99129
244,-123.53021
245,-97.268166
246,-98.494705
247,-97.51067
248,-104.86643
249,-11.947998
250,-99.14205
251,-95.31054
252,-92.5684
253,-94.8636
254,-94.405
255,-95.30199
256,-101.34552
257,-101.59459
258,-104.45344
259,-102.35601
260,-106.79385
261,-21.431635
262,-118.75177
263,-118.72457
264,-110.567406
265,-105.1244
266,-103.57295
267,-100.84196
268,-18.220177
269,-103.32659
270,-98.954185
271,-101.53485
272,-103.22178
273,-101.49354
274,-102.97526
275,-98.429085
276,-103.43751
277,-106.222984
278,-103.7342
279,-103.57837
280,-104.09157
281,-108.862816
282,-107.49937
283,-106.52813
284,-107.62528
285,-110.12118
286,-108.67517
287,-101.50513
288,-99.96083
289,-103.31883
290,-107.41075
291,-105.61327
292,-106.28543
293,-106.79859
294,-102.53014
295,-102.26091
296,-103.57004
297,-106.18025
298,-106.57684
299,-107.95828
300,-108.24543
301,-107.91983
302,-105.335434
303,-107.10443
304,-104.45124
305,-101.22874
306,-103.33375
307,-106.26398
308,-104.32648
309,-23.476902
310,-95.43527
311,-103.98809
312,-19.948736
313,-106.363625
314,-105.50036
315,-95.962425
316,-100.989204
317,-103.24076
318,-104.422775
319,-102.97196
320,-100.66735
321,-99.61941
322,-101.82837
323,-104.121796
324,-103.671135
325,-103.707306
326,-102.33473
327,-100.04298
328,-100.75522
329,-24.921307
330,-100.70644
331,-100.80049
332,-99.76059
333,-27.659006
334,-19.94259
335,-89.41737
336,-91.62466
337,-106.40485
338,-89.845825
339,-21.280354
340,-30.651213
341,-32.212402
342,-28.473763
343,-94.37273
344,-95.41898
345,-95.49533
346,-94.962
347,-96.688705
348,-94.73468
349,-101.022575
350,-15.8707905
351,-97.58643
352,-9.869613
353,-27.521769
354,-17.607573
355,-103.77753
356,-100.108086
357,-98.95115
358,-102.09176
359,-99.67253
360,-101.49607
361,-96.92179
362,-11.760852
363,-7.949913
364,-10.4820595
365,-86.93703
366,-99.986176
367,-107.10999
368,-102.76846
369,-103.924225
370,-105.33387
371,-98.62562
372,-35.990856
373,-99.95552
374,-97.76385
375,-93.36746
376,-99.47077
377,-126.4071
378,-103.63739
379,-102.93484
380,-99.589935
381,-92.73104
382,-97.396484
383,-99.49726
384,-100.24493
385,-96.00627
386,-97.74614
387,-17.44496
388,-15.400396
389,-94.41841
390,-95.07187
391,-27.629425
392,-20.877201
393,-19.130667
394,-12.651087
395,-103.4327
396,-113.569336
397,-105.93793
398,-105.053215
399,-8.110017
400,-34.254364
