,"It [157, 3]"
0,-0.62944156
1,-116.28502
2,-114.18614
3,-118.56384
4,-119.41414
5,-121.86527
6,-112.02263
7,-119.974625
8,-122.110886
9,-117.70616
10,-122.465866
11,-120.01364
12,-117.95615
13,-115.29118
14,-118.18702
15,-127.741455
16,-123.789406
17,-118.69751
18,-116.07055
19,-119.357605
20,-112.39755
21,-115.10196
22,-118.22493
23,-116.11078
24,-114.61358
25,-26.620634
26,-113.93178
27,-106.76818
28,-106.05192
29,-17.93606
30,-115.83917
31,-108.84014
32,-106.75527
33,-122.321976
34,-114.42133
35,-108.14365
36,-105.91533
37,-115.59969
38,-110.3033
39,-109.890854
40,-21.09336
41,-121.23752
42,-98.341576
43,-98.664116
44,-110.73011
45,-103.93649
46,-23.108955
47,-20.327442
48,-112.52079
49,-13.395915
50,-120.67511
51,-109.24953
52,-113.740204
53,-22.04219
54,-21.357498
55,-101.808914
56,-100.18057
57,-101.962006
58,-111.262115
59,-116.04715
60,-126.28607
61,-15.618793
62,-101.81643
63,-108.84597
64,-9.771109
65,-15.932484
66,-103.5738
67,-109.90752
68,-114.94343
69,-27.96414
70,-107.02068
71,-117.118286
72,-100.10021
73,-14.982826
74,-15.135766
75,-19.753906
76,-122.058
77,-24.562515
78,-22.397987
79,-8.706146
80,-110.203575
81,-101.031715
82,-97.746704
83,-10.56451
84,-17.788416
85,-13.86809
86,-115.2432
87,-115.85319
88,-17.377686
89,-18.05987
90,-115.204254
91,-94.80763
92,-10.409928
93,-117.97583
94,-110.95189
95,-101.39152
96,-96.44476
97,-117.497025
98,-23.916138
99,-27.92728
100,-97.96886
101,-100.04172
102,-97.46576
103,-88.64967
104,-9.834013
105,-15.071823
106,-120.46785
107,-92.75729
108,-18.504456
109,-16.695238
110,-10.167066
111,-20.33273
112,-104.47161
113,-31.172537
114,-30.579897
115,-104.50013
116,-106.01522
117,-100.6399
118,-98.171936
119,-112.14666
120,-88.67169
121,-8.7440815
122,-24.75488
123,-10.516926
124,-20.185661
125,-92.58766
126,-98.16169
127,-107.87346
128,-22.407135
