,"It [203, 2]"
0,-114.4762
1,-111.92354
2,-111.82434
3,-116.021484
4,-113.7202
5,-116.44359
6,-12.635142
7,-19.14007
8,-16.394272
9,-107.28203
10,-25.456606
11,-115.56417
12,-114.01501
13,-108.03074
14,-17.233612
15,-108.549324
16,-101.25605
17,-116.97482
18,-39.65501
19,-20.031384
20,-128.0617
21,-100.13433
22,-102.43213
23,-123.90051
24,-30.659325
25,-108.45768
26,-114.06551
27,-102.786736
28,-105.99008
29,-23.15662
30,-14.925441
31,-26.715118
32,-114.11465
33,-112.79253
34,-103.221565
35,-20.851986
36,-102.57264
37,-99.232704
38,-102.31557
39,-115.131676
40,-106.0136
41,-110.16929
42,-20.549078
43,-116.41796
44,-111.992134
45,-17.053581
46,-100.332634
47,-24.273811
48,-117.89377
49,-106.37014
50,-108.1613
51,-107.294014
52,-102.99194
53,-17.561556
54,-113.85542
55,-112.131905
56,-110.29844
57,-111.735535
58,-105.08795
59,-112.51483
60,-111.91298
61,-111.485466
62,-107.905716
63,-117.568695
64,-104.53666
65,-24.287596
66,-19.296247
67,-8.171706
68,-13.25442
69,-101.120674
70,-10.973303
71,-12.379407
72,-98.24973
73,-112.096115
74,-7.774371
75,-122.19464
76,-93.052124
77,-111.842606
78,-8.666741
79,-100.16036
80,-114.06802
81,-6.319763
82,-8.912251
83,-19.697613
84,-8.938894
85,-3.3088121
86,-114.5932
87,-123.95431
88,-94.02591
89,-97.25593
90,-96.17736
91,-98.14835
92,-95.52096
93,-95.84538
94,-18.843708
95,-28.19901
96,-10.0625
97,-16.803473
98,-11.573232
99,-13.290604
100,-15.788415
101,-20.90735
102,-23.404482
103,-108.09996
104,-11.386169
105,-97.01981
106,-12.550364
107,-26.294022
108,-37.357586
109,-32.765995
110,-44.76744
111,-122.58659
112,-24.517105
113,-16.144732
114,-14.496488
115,-23.483335
116,-20.326036
117,-27.285389
118,-17.838469
119,-123.56671
120,-106.277985
121,-15.656464
122,-11.220304
123,-5.438116
124,-13.491009
125,-10.700986
126,-102.788704
127,-23.715631
128,-122.170296
129,-21.695467
130,-113.056244
131,-98.329506
132,-98.7759
133,-96.93315
134,-24.56127
135,-102.94422
136,-98.08591
137,-93.904205
138,-22.817701
139,-16.241919
140,-104.46629
141,-99.175865
142,-100.48234
143,-102.148994
144,-104.01478
145,-100.30639
146,-105.4561
147,-98.742546
148,-106.93097
149,-109.11491
150,-104.02141
151,-29.274893
152,-111.06397
153,-112.76307
154,-111.879265
155,-122.71034
156,-30.672205
157,-24.998695
158,-17.34934
159,-96.20552
160,-100.54961
161,-20.00926
162,-11.934943
163,-5.153404
164,-96.52897
165,-113.29276
166,-117.555855
167,-116.51306
168,-11.091518
169,-131.32027
170,-20.657282
171,-14.627778
172,-12.06312
173,-8.889897
174,-11.6508
175,-10.89428
176,-14.883566
177,-98.620575
178,-97.908714
179,-97.728645
180,-100.76315
181,-6.7150373
182,-95.5131
183,-21.374971
184,-12.778422
185,-7.628919
186,-13.239822
187,-9.560105
188,-10.641774
189,-20.890831
190,-122.12571
191,-14.206208
192,-12.274674
193,-18.152657
194,-29.33184
195,-117.36972
196,-20.257797
197,-10.664794
198,-6.108671
199,-12.542982
200,-112.00017
201,-9.218888
202,-8.018985
203,-97.84534
204,-97.48525
205,-115.501015
206,-9.903713
207,-10.965102
208,-97.727165
209,-96.11562
210,-100.412186
211,-31.56831
212,-23.698692
213,-15.66652
214,-15.302309
215,-104.920135
216,-100.84675
217,-20.13917
218,-105.71022
219,-111.79882
220,-25.899626
221,-94.68614
222,-112.312096
223,-11.000484
224,-17.478252
225,-24.28147
226,-27.74335
227,-101.79186
228,-18.35039
229,-26.838646
230,-24.44708
231,-10.471889
232,-7.2473946
233,-93.0702
234,-123.00138
235,-96.176605
236,-121.02039
237,-99.85527
238,-98.0233
239,-101.926704
240,-103.58241
241,-101.5128
242,-21.764528
243,-38.0685
244,-126.825134
245,-98.14994
246,-95.12784
247,-94.20237
248,-100.52725
249,-104.55714
250,-96.101585
251,-102.38823
252,-100.44252
253,-98.534485
254,-100.06039
255,-123.887436
256,-102.337234
257,-19.372072
258,-106.11507
259,-95.597946
260,-126.53
261,-114.77809
262,-107.450874
263,-108.00184
264,-104.874275
265,-103.319786
266,-105.46732
267,-21.680132
268,-12.069739
269,-22.887499
270,-17.77953
271,-12.294474
272,-102.54353
273,-109.2846
274,-104.43059
275,-106.21071
276,-107.28253
277,-111.44574
278,-127.122116
279,-101.72627
280,-109.032295
281,-18.955202
282,-99.13165
283,-113.01076
284,-116.23199
285,-101.62744
286,-98.42271
287,-101.56854
288,-99.94489
289,-89.82378
290,-106.57423
291,-27.244827
292,-22.274395
293,-100.12077
294,-103.07791
295,-101.24635
296,-17.869192
297,-23.885733
298,-14.2352085
299,-8.784498
300,-96.721954
301,-95.39972
302,-7.6894164
303,-90.56294
304,-97.25287
305,-94.132904
306,-26.211617
307,-99.27867
308,-95.47793
309,-30.01235
310,-102.214714
311,-95.11012
312,-94.33819
313,-97.78937
314,-36.64276
315,-27.355171
316,-109.58506
317,-124.61
318,-98.48012
319,-99.87531
320,-89.15439
321,-97.15525
322,-97.54435
323,-104.49132
324,-114.62529
325,-23.782623
326,-98.18922
327,-25.889137
328,-95.92866
329,-32.694126
330,-21.997923
331,-99.204765
332,-23.63655
333,-108.4062
334,-25.831867
335,-118.80348
336,-105.56677
337,-102.26714
338,-112.41243
339,-114.246605
340,-109.94672
341,-105.1417
342,-101.22093
343,-19.039406
344,-102.07707
345,-98.626564
346,-100.87742
347,-105.960144
348,-102.629265
349,-105.0081
350,-100.781906
351,-101.36585
352,-104.59598
353,-104.65096
354,-97.51106
355,-100.68532
356,-103.70601
