,"Algo generation: 0, gene: (50, 3)"
0,-19.236362
1,-106.63114
2,-115.2879
3,-110.13345
4,-119.69124
5,-108.04057
6,-123.78349
7,-115.42836
8,-111.94741
9,-117.541565
10,-118.44144
11,-112.01477
12,-113.87562
13,-109.87013
14,-112.042755
15,-101.37318
16,-106.50578
17,-21.264221
18,-99.32999
19,-101.09108
20,-101.06652
21,-12.525453
22,-101.603516
23,-8.21705
24,-108.944
25,-108.36647
26,-112.29312
27,-100.43645
28,-100.68764
29,-110.6996
30,-15.562283
31,-107.30212
32,-13.117498
33,-11.659364
34,-98.846245
35,-113.58489
36,-16.85921
37,-128.05682
38,-111.99561
39,-105.26531
40,-24.954205
41,-19.183294
42,-100.78999
43,-27.615095
44,-25.270979
45,-19.44753
46,-108.54252
47,-109.33938
48,-116.79503
49,-99.353485
50,-97.44329
51,-103.24077
52,-16.327448
53,-11.861713
54,-99.06612
55,-106.2698
56,-100.05365
57,-17.727144
58,-98.90501
59,-12.846815
60,-17.457531
61,-115.417404
62,-13.103488
63,-24.438875
64,-15.499979
65,-100.235664
66,-98.8334
67,-98.95461
68,-101.5595
69,-112.45962
70,-17.393675
71,-111.20434
72,-13.991509
73,-98.336555
74,-101.075836
75,-97.508514
76,-99.974335
77,-97.73789
78,-99.78524
79,-14.13102
80,-15.201606
81,-23.05927
82,-109.34729
83,-98.075066
84,-17.513605
85,-100.44016
86,-98.560036
87,-15.34067
88,-21.260332
89,-128.73718
90,-18.039713
91,-16.956203
92,-14.140637
93,-19.556211
94,-18.487888
95,-22.318396
96,-125.54441
97,-9.265071
98,-22.181124
99,-103.15514
100,-16.057598
101,-104.09862
102,-102.818565
103,-17.767467
104,-10.252014
105,-11.618149
106,-19.675602
107,-16.879063
108,-12.778436
109,-114.908936
110,-22.904139
111,-18.443407
112,-15.887106
113,-118.98915
114,-112.88499
115,-14.0824375
116,-99.36567
117,-103.00913
118,-126.94567
119,-6.295791
120,-121.599
121,-12.985824
122,-18.464478
123,-17.032108
124,-16.418764
125,-15.978172
126,-103.406746
127,-99.80131
128,-101.470924
129,-97.55693
130,-116.11911
131,-118.998795
132,-99.6392
133,-98.38943
134,-102.59717
135,-98.90183
136,-117.81517
137,-117.77961
138,-112.51256
139,-121.54256
140,-110.27757
141,-119.23395
142,-101.35784
143,-9.348875
144,-24.326973
145,-15.953892
146,-16.181181
147,-15.582381
148,-117.60772
149,-99.76226
150,-114.56603
151,-12.348855
152,-98.094284
153,-19.790255
154,-96.06724
155,-103.36371
156,-103.23739
157,-120.62399
158,-115.171524
159,-106.1874
160,-26.065212
161,-103.384995
162,-9.866261
163,-98.35752
164,-101.68963
165,-114.72231
166,-15.897231
167,-114.75865
168,-121.328255
169,-101.26567
170,-94.97935
171,-95.20356
172,-99.826385
173,-102.404335
174,-113.1599
175,-116.47974
176,-109.946365
177,-103.288284
178,-11.821365
179,-101.451454
180,-103.52238
181,-100.9974
182,-101.20689
183,-111.825836
184,-103.94364
185,-97.39639
186,-13.965898
187,-102.82766
188,-16.954033
189,-117.860504
190,-21.404408
191,-113.58556
192,-105.260506
193,-111.95031
194,-104.04675
195,-103.029816
196,-98.08854
197,-98.913994
198,-98.499916
199,-101.17446
200,-101.947334
201,-116.31837
202,-15.139977
203,-22.29391
204,-108.24884
205,-98.39792
206,-15.333075
207,-101.93925
208,-98.47515
209,-13.3053465
210,-23.739735
211,-105.253555
212,-16.830622
213,-97.80456
214,-102.54132
215,-13.627642
216,-26.375109
217,-23.550838
218,-22.211752
219,-103.22635
220,-99.10115
221,-105.33972
222,-13.416765
223,-107.58059
224,-19.987072
225,-99.973465
226,-98.22924
227,-99.992355
228,-94.69235
229,-103.54647
230,-120.44677
231,-122.93173
232,-100.96115
233,-20.958271
234,-105.10844
235,-99.78232
236,-103.51305
237,-104.70741
238,-98.90568
239,-102.095634
240,-19.639088
241,-21.48327
242,-20.717667
243,-125.60421
244,-103.67658
245,-15.529316
246,-97.586624
247,-107.07057
248,-115.98941
249,-112.3859
250,-98.91772
251,-99.69632
252,-16.489067
253,-21.121141
254,-20.1432
255,-108.569435
256,-20.733212
257,-105.73805
258,-18.204628
259,-102.78013
260,-104.5726
261,-101.01265
262,-104.25762
263,-15.241698
264,-14.383889
265,-104.30123
266,-103.470856
267,-101.53665
268,-124.666794
269,-99.69943
270,-102.32455
271,-101.739296
272,-99.74412
273,-99.706635
274,-102.36992
275,-98.22906
276,-102.15764
277,-16.317656
278,-103.13275
279,-16.151773
280,-100.79957
281,-104.92557
282,-98.792175
283,-100.5397
284,-100.682014
285,-101.57104
286,-106.26476
287,-100.484
288,-20.318106
289,-104.39242
290,-105.09914
291,-101.20954
292,-104.218605
293,-104.820244
294,-108.79153
295,13.598019
296,-98.37661
297,-105.28499
298,-102.75707
299,-19.860277
300,-15.2146845
301,-18.719082
302,-104.198395
303,-104.65284
304,-103.063805
305,-114.83188
306,-106.62923
307,-99.00842
308,-102.02314
309,-100.4248
310,-103.224335
311,-101.80453
312,-101.24291
313,-20.783699
314,-17.855404
315,-19.169155
316,-94.35664
317,-106.10628
318,-106.223526
319,-104.41437
320,-101.421425
321,-106.08875
322,-105.61721
323,-18.625177
324,-106.62024
325,-106.90746
326,-16.116642
327,-106.21842
328,-15.631599
329,-105.531395
330,-20.754425
331,-17.452906
332,-16.620604
333,-7.8503604
334,-98.052925
335,-105.27908
336,-108.96869
337,-105.2996
338,-109.75657
339,-108.63393
340,-104.69878
341,-109.86421
342,-101.61494
343,-18.832695
344,-103.217415
345,-25.197502
346,-102.5556
347,-102.71639
348,-107.51164
349,-105.851776
350,-103.99036
351,-98.70092
352,-101.585625
353,-119.9174
354,-126.374344
355,-98.56638
356,-6.2271523
357,-100.276596
358,-12.240184
359,-28.141806
360,-98.58152
361,-24.098017
362,-100.70894
363,-101.40573
364,-104.971985
365,-101.42505
366,-101.48399
367,-100.11954
368,-100.52755
369,-97.52357
370,-101.513245
371,-100.963684
372,-96.95708
373,-106.374825
374,-98.34243
375,-104.81004
376,-103.60872
377,-121.811485
378,-102.68493
379,-95.70135
380,-99.67267
381,-100.82403
382,-10.321324
383,-18.977419
384,-19.596899
385,-12.77654
386,-22.013163
387,-104.52673
388,-18.312172
389,-99.32245
390,-101.993065
391,-17.671337
392,-104.23658
393,-103.59925
394,-107.565575
395,-18.222824
396,-12.618562
397,-103.16003
398,-103.07602
399,-18.042812
400,-100.12303
401,-105.55576
402,-14.825656
403,-20.086334
404,-101.14623
405,-14.059258
406,-96.736786
407,-103.13774
408,-104.47041
409,-102.885185
410,-101.800255
411,-106.83745
412,-103.41581
413,-101.0756
414,-101.18026
415,-101.44006
416,-14.297543
417,-101.98964
418,-105.53064
419,-21.087507
420,-104.79029
421,-103.3073
422,-100.71039
423,-101.159935
424,-101.9764
425,-26.317944
426,-105.60913
427,-25.226318
428,-22.664173
429,-23.693304
430,-19.116268
431,-104.590996
432,-18.851799
433,-99.06785
434,-104.23433
435,-104.93187
436,-102.3178
437,-100.615135
438,-108.92951
439,-23.128399
440,-112.47098
441,-109.24071
442,-107.79515
443,-114.911896
444,-103.132576
445,-14.841385
446,-19.89745
447,-24.061155
448,-20.280224
449,-134.42493
450,-102.4857
451,-99.54295
452,-20.922808
453,-23.3493
454,-23.812243
455,-99.2603
456,-16.126244
457,-17.582047
458,-105.9701
459,-106.93724
460,-98.95496
461,-99.8642
462,-17.591675
463,-98.391685
464,-10.051537
465,-18.720255
466,-99.611855
467,-17.027079
468,-15.013516
469,-121.720764
470,-121.191895
471,-17.700926
472,-16.134068
473,-96.675316
474,-96.68271
475,-103.64279
476,-101.33498
477,-101.91965
478,-103.55078
479,-104.44457
480,-101.28717
481,-102.70893
482,-100.95972
