,"It [486, 2]"
0,-109.17757
1,-112.95913
2,-111.36952
3,-113.13028
4,-116.21512
5,-24.25736
6,-113.174255
7,-21.518875
8,-13.864113
9,-102.73796
10,-118.92078
11,-111.400734
12,-11.4953575
13,-114.14306
14,-22.630978
15,-16.587938
16,-99.61084
17,-15.410919
18,-5.1521506
19,-26.251163
20,-17.760374
21,-15.3220215
22,-23.380526
23,-98.75303
24,-98.99227
25,-10.353502
26,-15.302456
27,-116.32634
28,-8.521596
29,-16.470348
30,-97.661285
31,-101.24591
32,-114.42631
33,-12.269681
34,-19.598415
35,-100.46966
36,-10.914939
37,-14.611213
38,-11.2172575
39,-11.924106
40,-7.136664
41,-7.466693
42,-15.347928
43,-14.2140255
44,-13.239139
45,-112.968124
46,-112.672554
47,-9.692222
48,-99.00358
49,-13.760381
50,-21.514626
51,-102.46562
52,-17.29732
53,-9.115585
54,-11.517397
55,-11.33776
56,-17.218058
57,-112.13806
58,-19.226244
59,-9.226717
60,-15.671957
61,-18.468494
62,-12.133366
63,-99.26611
64,-11.183593
65,-7.5945854
66,-5.556026
67,-102.68829
68,-15.883292
69,-108.81134
70,-19.386652
71,-12.523468
72,-16.137909
73,-13.215037
74,-17.103748
75,-119.595345
76,-106.70811
77,-13.649404
78,-15.093503
79,-14.765217
80,-23.65077
81,-13.901125
82,-5.838976
83,-15.377048
84,-11.649295
85,-20.509779
86,-23.218016
87,-13.826004
88,-15.3504
89,-108.84038
90,-109.40838
91,-108.370804
92,-15.322909
93,-14.803189
94,-98.78585
95,-19.939138
96,-10.434864
97,-6.4607186
98,-99.78641
99,-15.685053
100,-105.95414
101,-22.872
102,-22.452911
103,-15.08715
104,-17.277105
105,-102.79059
106,-10.555496
107,0.36068192
108,-112.14956
109,-13.928039
110,-11.80537
111,-99.977425
112,-14.801036
113,-100.544716
114,-108.55061
115,-16.412613
116,-12.294899
117,-18.217194
118,-111.10574
119,-17.374344
120,-121.12932
121,-12.180282
122,-6.7545075
123,-99.87388
124,-112.030365
125,-18.49648
126,-121.209076
127,-19.383108
128,-102.703896
129,-101.082886
130,-109.74952
131,-101.43072
132,-25.566196
133,-10.941838
134,-99.71842
135,-12.859855
136,-15.135017
137,-9.908692
138,-113.382355
139,-100.63629
140,-12.005709
141,-100.61996
142,-20.002686
143,-101.41784
144,-16.175001
145,-10.182957
146,-98.23237
147,-11.467891
148,-107.02534
149,-105.20225
150,-110.758446
151,-8.603637
152,-110.77492
153,-20.910883
154,-17.400703
155,-101.59149
156,-101.647064
157,-97.277626
158,-96.07173
159,-14.619769
160,-112.076065
161,-15.735071
162,-109.61674
163,-105.61099
164,-23.225246
165,-8.183838
166,-97.761375
167,-17.645306
168,-113.47466
169,-102.58718
170,-98.78158
171,-15.337001
172,-96.612015
173,-101.80532
174,-12.663821
175,-20.765036
176,-96.31278
177,-99.57542
178,-103.86411
179,-109.56065
180,-98.553024
181,-120.84552
182,-126.21931
183,-19.81527
184,-104.16035
185,-9.482482
186,-9.537046
187,-99.952934
188,-98.25166
189,-109.236435
190,-96.57456
191,-99.63056
192,-95.69259
193,-101.83355
194,-15.2772255
195,-107.287
196,-27.041428
197,-26.101166
198,-105.26554
199,-23.451174
200,-13.065593
201,-19.469908
202,-23.111832
203,-14.940626
204,-103.47587
205,-99.56908
206,-22.852861
207,-106.023
208,-15.78111
209,-101.43784
210,-7.016598
211,-97.14314
212,-17.1589
213,-102.18711
214,-20.036892
215,-101.53998
216,-16.419218
217,-101.55104
218,-95.60283
219,-19.972157
220,-22.955128
221,-100.56117
222,-97.416214
223,-14.5242405
224,-13.33124
225,-12.915336
226,-97.540695
227,-9.189696
228,-21.85489
229,-14.933484
230,-107.859406
231,-24.218184
232,-21.069355
233,-110.57112
234,-102.66592
235,-16.528763
236,-11.649869
237,-13.147653
238,-96.31636
239,-100.260574
240,-104.00739
241,-95.415085
242,-99.656815
243,-93.66644
244,-16.30801
245,-19.6554
246,-20.583574
247,-103.11651
248,-113.21895
249,-110.63102
250,-97.90209
251,-103.00466
252,-101.28025
253,-93.18863
254,-99.24091
255,-20.449602
256,-97.42099
257,-99.821785
258,-96.611755
259,-7.698471
260,-5.978895
261,-97.63454
262,-101.801926
263,-99.93332
264,-103.60036
265,-14.249169
266,-100.33994
267,-16.956991
268,-13.106932
269,-20.2189
270,-20.605427
271,-21.57251
272,-97.34479
273,-100.790054
274,-101.50122
275,-98.59328
276,-97.46027
277,-100.0097
278,-13.422531
279,-11.902937
280,-18.08658
281,-6.6806684
282,-101.24732
283,-104.79784
284,-102.97987
285,-110.389915
286,-103.23302
287,-99.54761
288,-12.002461
289,-8.5707855
290,-6.508929
291,-12.887929
292,-98.119774
293,-11.330206
294,-16.460857
295,-23.808876
296,-27.733171
297,-26.629963
298,-98.959984
299,-102.708305
300,-101.53325
301,-106.456116
302,-109.50874
303,-8.742645
304,-104.14482
305,-102.19484
306,-102.01484
307,-104.28997
308,-100.47585
309,-16.036642
310,-103.48198
311,-11.187517
312,-104.27209
313,-15.632849
314,-96.82374
315,-99.77014
316,-101.44955
317,-11.659144
318,-95.62029
319,-94.461815
320,-98.398834
321,-97.03443
322,-103.47225
323,-95.052795
324,-17.162485
325,-101.9616
326,-106.96419
327,-101.2171
328,-103.25424
329,-28.056318
330,-98.71301
331,-109.2697
332,-103.48827
333,-9.320758
334,-98.39595
335,-99.65594
336,-23.282629
337,-24.70689
338,-100.32312
339,-110.288864
340,-96.577225
341,-101.371254
342,-93.92047
343,-4.9627805
344,-99.85256
345,-99.31489
346,-97.80753
347,-6.7712727
348,-14.270688
349,-98.95737
350,-99.177216
351,-12.47217
352,-24.072859
353,-13.378517
354,-11.02477
355,-100.91553
356,-103.41563
357,-98.919044
358,-7.4226174
359,-101.78872
360,-101.4841
361,-10.17468
362,-96.9275
363,-100.69008
364,-108.89478
365,-18.560606
366,-102.24494
367,-103.92961
368,-100.523636
369,-96.4531
370,-99.492424
371,-97.45252
372,-15.753756
373,-101.56689
374,-98.064804
375,-102.00208
376,-105.10338
377,-1.6834986
378,-101.23668
379,-100.21254
380,-100.70577
381,-96.160805
382,-96.66315
383,-100.509766
384,-16.216349
385,-103.724075
386,-105.20884
387,-13.924233
388,-25.297083
389,-15.919094
390,-16.24413
391,-22.87338
392,-126.731346
393,-17.025705
394,-15.334202
395,-16.91207
396,-100.59293
397,-13.9332485
398,-16.360126
399,-17.206158
400,-10.97915
401,-111.68606
402,-27.178696
403,-103.89905
404,-16.41076
405,-16.557255
406,-107.89748
407,-24.174042
408,-18.22459
409,-98.477455
410,-111.68899
411,-13.507143
412,-18.649273
413,-23.49451
414,-23.795036
415,-17.35498
416,-102.20284
417,-102.35523
418,-98.365295
419,-103.73136
420,-14.316632
421,-111.46466
422,-103.92003
423,-109.92157
424,-102.48652
425,-115.64281
426,-17.841148
427,-22.347965
428,-108.88796
429,-106.53297
430,-107.630226
431,-105.4259
432,-104.373276
433,-106.700264
434,-100.68623
435,-108.714165
436,-102.4365
437,-102.13498
438,-104.2485
439,-102.73695
440,-102.84481
441,-103.77406
442,-102.084755
443,-106.07601
444,-104.98937
445,-104.027756
446,-102.16989
447,-103.660065
448,-105.7256
449,-16.594482
450,-130.6264
451,-106.66761
452,-107.315414
453,-106.30822
454,-108.74771
455,-107.745056
456,-110.26639
457,-108.1453
458,-104.24234
459,-103.65448
460,-103.43492
461,-102.953865
462,-100.73607
463,-101.86514
464,-100.423454
465,-104.10442
466,-100.96222
467,-100.28887
468,-108.60872
469,-108.46024
470,-16.9
471,-17.064455
472,-96.89949
473,-101.80896
474,-99.36048
475,-99.58103
476,-11.261407
477,-102.43564
478,-104.31337
479,-103.3281
480,-11.376045
481,-100.94386
482,-101.71482
483,-104.37662
484,-104.83184
485,-104.61738
486,-99.363396
487,-102.18037
488,-109.7025
489,-104.78838
490,-104.22879
491,-99.08772
492,-112.447754
493,-104.71317
494,-105.56186
495,-102.9776
496,-106.759895
497,-104.17041
498,-101.37342
499,-104.362465
500,-106.52662
501,-119.65458
502,-103.48239
503,-101.81063
504,-104.55728
505,-104.66299
506,-107.218544
507,-106.63636
508,-112.02476
509,-103.24791
510,-23.33147
511,-102.00333
512,-100.641594
513,-101.53681
514,-104.13572
515,-101.14921
516,-99.33231
517,-101.226875
518,-99.968834
519,-106.14062
520,-107.539276
521,-103.60625
522,-24.00908
523,-103.20081
524,-102.30903
525,-127.50885
526,-105.817024
527,-104.15543
528,-102.284805
529,-99.4772
530,-99.14205
531,-97.96512
532,-102.81151
533,-101.26096
534,-103.46705
535,-103.13258
536,-129.80035
537,-106.07607
538,-107.211105
539,-127.94677
540,-103.81801
541,-105.14477
542,-100.137436
543,-100.886375
544,-104.10284
545,-102.86458
546,-102.10006
547,-102.64125
548,-105.37385
549,-106.23564
550,-103.00407
551,-102.47236
552,-22.596247
553,-102.27684
554,-103.69249
555,-101.20451
556,-106.75282
557,-103.392525
558,-103.019875
559,-102.60396
560,-104.12382
561,-105.35576
562,-107.02315
563,-107.34302
564,-109.42922
565,-101.12343
566,-102.26883
567,-107.67836
568,-105.51437
569,-101.8556
570,-105.31078
571,-104.982
572,-105.20735
573,-102.1643
574,-104.66109
575,-108.93385
576,-102.70379
577,-101.68461
578,-98.72656
579,-102.229774
580,-102.68495
581,-102.71305
582,-100.270454
583,-102.95516
584,-102.56757
585,-102.44025
586,-104.22011
587,-97.98443
588,-106.85691
589,-107.25179
590,-105.25563
591,-102.84476
592,-100.55115
593,-108.09909
594,-129.26477
595,-102.9401
