,"It [301, 2]"
0,-112.11594
1,-115.21396
2,-112.39984
3,-116.12727
4,-105.7921
5,-103.303925
6,-105.579926
7,-104.5834
8,-7.0415783
9,-102.87316
10,-106.35956
11,-120.63505
12,-111.060684
13,-110.1761
14,-113.25129
15,-19.042122
16,-23.608648
17,-114.85336
18,-19.772236
19,-112.38543
20,-119.2433
21,-14.944189
22,-99.51053
23,-100.537094
24,-120.28176
25,-96.60116
26,-21.194649
27,-21.928642
28,-11.909167
29,-11.410551
30,-22.779284
31,-99.303276
32,-18.814165
33,-21.053986
34,-115.61815
35,-104.56249
36,-26.530743
37,-13.092848
38,-105.65866
39,-100.179855
40,-104.55654
41,-15.782876
42,-103.121994
43,-98.994095
44,-111.58364
45,-101.22375
46,-11.788782
47,-106.648155
48,-104.42959
49,-15.594043
50,-17.652744
51,-106.43278
52,-104.7941
53,-101.396095
54,-10.0212555
55,-16.7613
56,-102.287834
57,-11.480688
58,-109.25329
59,-108.27656
60,-14.015723
61,-11.835909
62,-105.20759
63,-19.492275
64,-104.48622
65,-15.326696
66,-20.844086
67,-116.181656
68,-102.52647
69,-17.47312
70,-18.964838
71,-24.86492
72,-19.1527
73,-113.46791
74,-99.25446
75,-16.804367
76,-17.34792
77,-13.656136
78,-110.5928
79,-101.468216
80,-112.3559
81,-98.66827
82,-20.445011
83,-22.664207
84,-98.973915
85,-12.646323
86,-99.68066
87,-100.89551
88,-112.73125
89,-97.27615
90,-12.186116
91,-100.30394
92,-13.371839
93,-100.08344
94,-115.64454
95,-95.489006
96,-112.486626
97,-17.480303
98,-20.392647
99,-8.751877
100,-95.277115
101,-20.666695
102,-25.236958
103,-97.63015
104,-8.068939
105,-22.938398
106,-11.251687
107,-116.1178
108,-121.044014
109,-16.251122
110,-18.623095
111,-23.046846
112,-99.48488
113,-14.471784
114,-9.674624
115,-11.253236
116,-105.745514
117,-102.27858
118,-103.711
119,-97.90163
120,-94.62929
121,-13.114764
122,-11.439726
123,-97.04113
124,-111.523224
125,-92.56306
126,-13.455954
127,-91.8407
128,-114.82676
129,-115.47264
130,-109.50821
131,-111.62152
132,-104.112564
133,-12.436982
134,-100.67007
135,-101.239655
136,-103.08438
137,-96.567444
138,-101.41038
139,-96.25804
140,-94.30012
141,-105.24748
142,-112.091095
143,-98.91644
144,-100.2502
145,-23.11514
146,-128.34192
147,-16.775417
148,-19.810972
149,-16.188013
150,-118.90194
151,-98.33679
152,-121.13857
153,-115.617676
154,-107.03662
155,-102.771484
156,-21.606905
157,-110.44263
158,-124.3553
159,-9.179265
160,-13.82305
161,-7.4504237
162,-96.976555
163,-95.86643
164,-104.69015
165,-14.711815
166,-99.51469
167,-119.46226
168,-23.440535
169,-9.853876
170,-7.7753797
171,-97.933624
172,-97.02994
173,-115.89421
174,-98.13406
175,-119.681984
176,-106.104485
177,-113.364075
178,-11.150729
179,-10.011356
180,-108.93434
181,-10.287036
182,-113.01975
183,-96.76674
184,-96.06844
185,-98.89609
186,-98.32939
187,-3.2551854
188,-99.76826
189,-97.79424
