,"It [116, 2]"
0,-112.332466
1,-112.737656
2,-107.672325
3,-113.35461
4,-112.5514
5,-106.11125
6,-111.74306
7,-102.90029
8,-16.883207
9,-20.293531
10,-101.36563
11,-100.11391
12,-20.73193
13,-20.023134
14,-22.068611
15,-96.24851
16,-18.447954
17,-15.887817
18,-106.529015
19,-110.24292
20,-15.6041
21,-21.050823
22,-99.35701
23,-99.95327
24,-108.174644
25,-12.690023
26,-99.217834
27,-98.78464
28,-114.81645
29,-101.171814
30,-96.80372
31,-99.11937
32,-120.15926
33,-14.017029
34,-99.02756
35,-108.66904
36,-100.023315
37,-100.77579
38,-119.45151
39,-97.43179
40,-117.442276
41,-12.081889
42,-97.3698
43,-100.52247
44,-120.70932
45,-96.13315
46,-13.253506
47,-23.662674
48,-8.86302
49,-14.911494
50,-19.172531
51,-106.48317
52,-101.072716
53,-98.45451
54,-99.120895
55,-9.789885
56,-100.94673
57,-105.855896
58,-106.828735
59,-98.492195
60,-100.675316
61,-17.412086
62,-101.340515
63,-96.485985
64,-8.330446
65,-99.728905
66,-10.888123
67,-112.74975
68,-109.72828
69,-97.14425
70,-95.49838
71,-16.331797
72,-97.36447
73,-10.084647
74,-96.4482
75,-8.839012
76,-18.663576
77,-19.800137
78,-120.43254
79,-112.746025
80,-8.5534315
81,-21.210339
82,-13.359999
83,-11.8940325
84,-9.557052
85,-97.0783
86,-94.83045
87,-98.04892
88,-97.23433
89,-123.533676
90,-12.890077
91,-99.687935
92,-98.84195
93,-115.30077
94,-100.073204
95,-109.98259
96,-13.20705
97,-109.65121
98,-108.469055
99,-9.971024
100,-111.73586
101,-19.235264
102,-111.23361
103,-16.473925
104,-118.244064
105,-18.899446
106,-116.67351
107,-97.02965
108,-10.1847925
109,-100.50664
110,-96.984406
111,-96.381905
112,-121.45895
113,-98.337845
114,-99.64514
115,-102.20843
116,-103.314125
117,-117.51718
118,-98.27412
119,-103.02115
120,-105.87062
121,-9.451155
122,-111.16831
123,-97.181595
124,-8.270351
125,-93.801865
126,-111.632904
127,-96.77131
128,-97.08291
129,-9.215939
130,-4.665944
131,-16.768106
132,-99.280876
133,-12.206821
134,-6.4595294
135,-95.13184
136,-98.687874
137,-114.171745
138,-97.43704
139,-11.431377
140,-12.336198
141,-100.69215
142,-99.27181
143,-102.24743
144,-95.21762
145,-99.3723
146,-10.198518
147,-97.54609
148,-11.593036
149,-14.504584
150,-105.548546
151,-110.6091
152,-107.197266
153,-99.02819
154,-103.63331
155,-19.097908
156,-102.385216
157,-101.07475
158,-93.46996
159,-95.77511
160,-15.818044
161,-11.256133
162,-7.7119665
163,-10.316552
164,-110.30107
165,-115.42451
166,-112.442276
167,-111.45767
168,-16.147194
169,-98.97304
170,-10.131956
171,-9.345265
172,-97.56747
173,-99.23802
174,-99.17276
175,-106.97562
176,-102.17888
177,-110.95855
178,-96.79139
179,-98.60988
180,-10.4536085
181,-7.9037566
182,-97.10763
183,-96.87835
184,-8.914897
185,-5.399699
186,-97.01087
187,-12.636108
188,-16.155628
189,-103.352135
190,-96.41364
191,-18.665594
192,-121.759094
193,-103.39948
194,-120.44324
195,-113.726906
196,-100.91869
197,-97.39209
198,-13.347175
199,-100.63677
200,-15.364406
201,-19.627077
202,-100.62148
203,-20.325441
204,-3.9328947
205,-94.184494
206,-100.229866
207,-114.97793
208,-107.684746
209,-16.106363
210,-25.801537
211,-19.31016
212,-8.99935
213,-96.80147
214,-113.17087
215,-95.80947
216,-6.5833635
217,-16.851465
218,-118.10062
219,-95.481255
220,-93.24621
221,-98.65414
222,-11.021246
223,-99.02787
224,-99.817535
225,-104.32925
226,-115.759674
227,-15.551809
228,-102.92346
229,-97.2722
230,-8.052095
231,-119.92369
232,-110.46939
233,-13.784238
234,-113.26931
235,-104.6741
236,-96.82255
237,-100.3282
238,-98.82921
239,-101.95085
240,-101.118385
241,-103.16721
242,-100.00276
243,-13.17836
244,-11.805039
245,-12.915643
246,-9.06467
247,-99.93684
248,-21.281404
249,-14.749787
250,-94.39029
251,-121.55206
252,-122.10341
253,-101.74391
254,-97.675186
255,-14.111738
256,-106.18629
257,-105.78951
258,-23.965765
259,-96.934265
260,-100.32553
261,-103.39442
262,-12.348558
263,-15.051912
264,-122.775055
265,-11.479045
266,-106.14797
267,-103.09709
268,-101.29057
269,-104.16407
270,-13.429795
271,-17.210087
272,-15.338463
273,-98.98248
274,-98.11746
275,-100.624725
276,-104.712166
277,-104.72433
278,-96.98298
279,-16.328234
280,-97.611694
281,-100.68733
282,-23.445662
283,-18.107569
284,-18.175016
285,-98.395065
286,-13.307052
287,-99.622826
288,-125.37514
289,-21.735538
290,-108.468666
291,-20.500671
292,-20.47502
293,-12.531871
294,-16.92959
295,-15.545047
296,-134.9895
297,-123.38156
298,-99.430046
299,-98.64652
300,-12.93871
301,-15.691556
302,-96.60213
303,-17.287066
304,-10.002289
305,-20.072306
306,-24.883554
307,-17.958767
308,-108.75672
309,-98.05522
310,-100.20017
311,-105.85891
312,-98.773254
313,-96.1329
314,-16.840357
315,-18.225302
316,-23.367643
317,-23.179817
318,-16.373505
319,-23.906912
320,-13.619361
321,-98.47788
322,-95.96377
323,-12.155068
324,-109.94803
325,-123.02303
326,-106.87968
327,-124.65379
328,-104.30978
329,-18.577965
330,-16.282654
331,-24.539572
332,-105.57442
333,-21.516277
334,-103.054596
335,-18.31677
336,-18.901852
337,-17.25504
338,-19.868557
339,-17.991001
340,-23.97849
341,-24.053621
342,-17.595247
343,-111.08886
344,-14.883132
345,-106.77833
346,-13.330896
347,-21.9696
348,-19.237436
349,-17.365013
350,-125.9375
351,-11.773415
352,-19.156096
353,-18.334852
354,-125.07402
355,-123.662674
356,-11.275671
357,-101.08108
358,-104.584236
359,-12.701889
360,-18.71628
361,-16.068153
362,-110.29761
363,-24.518276
364,-15.318985
365,-21.06767
366,-98.882484
367,-101.73792
368,-107.12942
369,-20.890062
370,-22.484894
371,-11.3114
372,-97.28737
373,-13.761482
374,-14.69084
375,-103.28252
376,-109.12961
377,-103.14063
378,-104.2843
379,-106.47219
380,-108.97183
381,-110.36771
382,-101.32792
383,-15.199783
384,-18.121971
385,-18.370756
386,-26.317133
387,-18.180632
388,-19.577349
389,-20.503645
390,-15.24453
391,-107.036415
392,-107.28344
393,-10.961974
394,-22.141806
395,-25.137188
396,-21.904108
397,-111.524536
398,-23.63837
399,-107.11553
400,-107.369354
401,-15.881977
402,-12.294166
403,-107.526344
404,-18.426
405,-18.396362
406,-13.786936
407,-22.776115
408,-98.19293
409,-107.27277
410,-10.636102
411,-17.084543
412,-19.558056
413,-19.426565
414,-13.657714
415,-104.00114
416,-16.842598
417,-26.690905
418,-112.456955
419,-15.522652
420,-23.515669
421,-19.310144
422,-22.781595
423,-105.26545
424,-114.92995
425,-11.257003
426,-104.47971
427,-23.708387
428,-20.367176
429,-27.464088
430,-26.322834
431,-21.727865
432,-135.66821
433,-13.109052
434,-129.88402
435,-12.967901
436,-16.341928
437,-17.522448
438,-104.67927
439,-17.20685
440,-22.298405
441,-23.489773
442,-113.716774
443,-109.701675
444,-107.57602
445,-23.148817
446,-102.712135
447,-103.02523
448,-104.11068
449,-101.70561
450,-115.37003
451,-100.217476
452,-29.377823
453,-27.098494
454,-105.57942
455,-16.404434
456,-22.069815
457,-10.7451
458,-115.08835
459,-115.43553
460,-23.707998
461,-114.274025
462,-16.106909
463,-26.800276
464,-21.751972
465,-108.84397
466,-21.191145
467,-25.50702
468,-24.106722
469,-18.025084
470,-17.942606
471,-20.119501
472,-17.618525
473,-100.98358
474,-11.568166
475,-103.923355
476,-100.32584
477,-14.533011
478,-104.101006
479,-108.15818
480,-96.54732
481,-98.41724
482,-99.99243
483,-11.214153
484,-107.3486
485,-12.3415575
486,-105.43282
487,-17.74272
488,-10.771795
489,-98.81785
490,-12.765134
491,-11.42509
492,-95.76042
493,-94.667175
494,-91.79776
495,-14.626977
496,-97.27736
497,-132.5896
498,-128.78754
499,-128.59056
500,-102.33351
501,-14.840459
502,-26.266365
503,-17.466143
504,-99.833534
