,"It [479, 2]"
0,-109.790955
1,-112.37409
2,-113.686356
3,-111.68871
4,-24.359901
5,-111.26556
6,-103.29573
7,-13.918229
8,-104.84285
9,-14.860443
10,-12.699104
11,-108.234886
12,-103.4272
13,-108.4841
14,-94.312416
15,-115.68788
16,-16.874626
17,-105.33411
18,-100.76621
19,-27.910397
20,-116.03708
21,-12.899259
22,-110.41401
23,-115.366974
24,-98.64084
25,-107.1625
26,-109.65285
27,-107.097404
28,-103.38939
29,-19.896038
30,-15.048168
31,-10.675601
32,-121.68733
33,-99.49832
34,-99.49676
35,-117.864204
36,-13.301986
37,-98.96531
38,-108.3295
39,-13.0243
40,-104.431625
41,-100.9823
42,-15.347107
43,-108.59206
44,-109.69149
45,-19.322062
46,-112.137634
47,-11.23826
48,-101.96514
49,-16.413422
50,-106.34912
51,-14.148904
52,-111.1028
53,-25.067455
54,-16.441504
55,-17.26668
56,-13.972688
57,-11.77646
58,-120.558945
59,-100.320435
60,-97.418915
61,-114.50723
62,-21.86468
63,-19.996565
64,-24.731173
65,-19.162523
66,-15.875911
67,-11.439656
68,-10.690104
69,-98.381676
70,-103.49653
71,-13.236075
72,-7.798594
73,-12.993562
74,-16.743937
75,-97.39682
76,-18.699982
77,-12.226101
78,-14.325379
79,-9.462286
80,-12.245974
81,-15.807691
82,-98.88346
83,-113.34877
84,-97.70048
85,-15.002229
86,-8.920595
87,-16.230131
88,-98.6605
89,-97.464386
90,-6.7484775
91,-22.260801
92,-12.483691
93,-13.045834
94,-16.802134
95,-11.553128
96,-112.19721
97,-18.643084
98,-16.722315
99,-98.19983
100,-8.203567
101,-12.268083
102,-103.17701
103,-15.138243
104,-102.84817
105,-105.51819
106,-97.29963
107,-98.5522
108,-102.3526
109,-15.595322
110,-114.98614
111,-120.683174
112,-17.078989
113,-15.805641
114,-100.63315
115,-14.224563
116,-14.412739
117,-14.680338
118,-101.406235
119,-11.418134
120,-10.651677
121,-12.430535
122,-8.981669
123,-18.6459
124,-2.8684669
125,-11.640615
126,-98.80107
127,-7.832694
128,-12.046071
129,-11.289071
130,-12.337897
131,-15.148418
132,-10.217125
133,-102.88183
134,-24.112904
135,-106.64968
136,-102.347
137,-111.807175
138,-16.738594
139,-15.168737
140,-100.11907
141,-21.013317
142,-100.7096
143,-12.637363
144,-112.917915
145,-25.963839
146,-15.76818
147,-101.84534
148,-99.389366
149,-106.79374
150,-99.970795
151,-100.337364
152,-115.32649
153,-101.00574
154,-119.31746
155,-102.55586
156,-13.787798
157,-96.96977
158,-9.974896
159,-13.846903
160,-114.58009
161,-98.35954
162,-101.641884
163,-101.9421
164,-19.137756
165,-20.520414
166,-18.173521
167,-101.4579
168,-18.493053
169,-20.303734
170,-105.236404
171,-27.127058
172,-136.58356
173,-16.543085
174,-20.131927
175,-17.805866
176,-18.247498
177,-98.919235
178,-20.732986
179,-21.245216
180,-22.325413
181,-104.741325
182,-12.699846
183,-101.5542
184,-12.397977
185,-108.39597
186,-102.98994
187,-18.31404
188,-101.305725
189,-103.83131
190,-103.94466
191,-18.793211
192,-18.486279
193,-20.450514
194,-13.260979
195,-99.709236
196,-27.942377
197,-107.752594
198,-101.32153
199,-10.250085
200,-99.48018
201,-20.062456
202,-16.063831
203,-100.16106
204,-96.131836
205,-15.014229
206,-22.593958
207,-118.7803
208,-103.413086
209,-9.793522
210,-96.80598
211,-14.158851
212,-15.637443
213,-10.793986
214,-91.522766
215,-95.42001
216,-22.391327
217,-17.432497
218,-102.5427
219,-16.133211
220,-98.172165
221,-14.566413
222,-100.307655
223,-21.20511
224,-99.76353
225,-17.880238
226,-21.217516
227,-14.556713
228,-10.673487
229,-100.172295
230,-20.105997
231,-30.460758
232,-129.75854
233,-9.7531395
234,-121.99449
235,-97.63705
236,-95.00804
237,-96.02858
238,-101.67494
239,-89.296936
240,-97.75862
241,-7.442798
242,-15.404789
243,-101.42589
244,-101.851326
245,-107.103165
246,-103.502304
247,-98.436195
248,-99.431526
249,-100.275764
250,-100.027954
251,-101.91898
252,-97.1188
253,-14.978238
254,-100.88452
255,-21.323801
256,-111.45935
257,-31.979565
258,-19.741575
259,-103.299644
260,-99.121414
261,-95.43538
262,-13.442862
263,-101.37375
264,-97.48305
265,-101.80808
266,-17.229202
267,-98.08499
268,-100.58874
269,-98.25055
270,-103.68594
271,-99.172195
272,-97.32167
273,-97.93038
274,-8.764966
275,-105.55548
276,-99.22538
277,-98.19189
278,-100.62214
279,-99.540565
280,-99.54667
281,-21.815496
282,-13.141878
283,-20.167553
284,-10.654172
285,-93.43163
286,-8.563864
287,-102.62255
288,-107.12055
289,-95.45016
290,-14.589534
291,-97.134575
292,-97.88726
293,-100.67212
294,-99.6324
295,-100.34433
296,-100.83663
297,-98.42809
298,-102.16954
299,-104.20371
300,-101.34649
301,-97.298935
302,-96.535675
303,-102.063324
304,-108.26629
305,-108.59535
306,-103.50549
307,-102.18138
308,-125.78128
309,-103.185524
310,-103.75124
311,-14.042662
312,-96.749176
313,-92.45977
314,-97.22366
315,-105.78729
316,-103.50601
317,-98.39155
318,-25.325548
319,-11.551905
320,-17.013697
321,-106.00438
322,-105.60162
323,-105.72141
324,-106.26044
325,-104.94628
326,-107.21475
327,-118.51735
328,-13.1446705
329,-103.08248
330,-100.92562
331,-104.68886
332,-106.12736
333,-104.99741
334,-99.34756
335,-106.029724
336,-107.10261
337,-106.2406
338,-102.93103
339,-105.29111
340,-106.38448
341,-127.7775
342,-108.79272
343,-105.52893
344,-106.85956
345,-14.198352
346,-102.19593
347,-103.13859
348,-100.99376
349,-105.01289
350,-106.42739
351,-23.203766
352,-26.791664
353,-107.40415
354,-103.58294
355,-116.296036
356,-108.64649
357,-102.15907
358,-111.335724
359,-104.003044
360,-103.20037
361,-14.659423
362,-104.94116
363,-102.46699
364,-105.701805
365,-102.17084
366,-103.338715
367,-104.29889
368,-106.177864
369,-104.53575
370,-106.33585
371,-109.069046
372,-10.795397
373,-105.88772
374,-12.261879
375,-108.55189
376,-11.798159
377,-109.447845
378,-112.974915
379,-108.857605
380,-102.911644
381,-109.49887
382,-102.31811
383,-110.06279
384,-10.299244
385,-10.823034
386,-97.42374
387,-106.02238
388,-104.45946
389,-105.98206
390,-112.642784
391,-104.24415
392,-17.283274
393,-105.01641
394,-109.05203
395,-11.304113
396,-104.41929
397,-105.22944
398,-101.08616
399,-101.88228
400,-103.20648
401,-107.804504
402,-106.07798
403,-105.08381
404,-108.72354
405,-115.56985
406,-102.48605
407,-102.37708
408,-105.764404
409,-112.758736
410,-113.66103
411,-115.90483
412,-113.46055
413,-119.12036
414,-116.972084
415,-113.87997
416,-108.537384
417,-109.14463
418,-99.053474
419,-98.93531
420,-116.56073
421,-104.55864
422,-100.29738
423,-103.22346
424,-105.07824
425,-109.80544
426,-107.58444
427,-98.71086
428,-106.40663
429,-103.93771
430,-106.7256
431,-95.10113
432,-101.152885
433,-108.2865
434,-107.316284
435,-102.993454
436,-103.32836
437,-24.920628
438,-106.03255
439,-104.592354
440,-105.14502
441,-108.898476
442,-103.87071
443,-104.607864
444,-105.55695
445,-103.087975
446,-105.37981
447,-105.886024
448,-107.476204
449,-120.801636
450,-21.785357
451,-102.15077
452,-105.06926
453,-31.03362
454,-31.851204
455,-28.0461
456,-115.04882
457,-103.28929
458,-109.72517
459,-106.34875
460,-105.237114
461,-105.60459
462,-30.727955
463,-31.886078
464,-106.65338
465,-17.030254
466,-104.69177
467,-99.903404
468,-106.11485
469,-106.35392
470,-106.000565
471,-111.491455
472,-105.98256
473,-102.10491
474,-106.80844
475,-98.88529
476,-106.807205
477,-106.16353
478,-107.51616
479,-104.84304
480,-105.79692
481,-17.710564
482,-97.67823
483,-96.8447
484,-26.652416
485,-29.761417
486,-102.31193
487,-26.940084
488,-22.63028
489,-102.79627
490,-101.840904
491,-105.5005
492,-108.85476
493,-107.12216
494,-112.84935
495,-33.880653
496,-101.69012
497,-101.94729
498,-102.32423
499,-102.56423
500,-102.45341
501,-100.61832
502,-100.31307
503,-105.287735
504,-98.54391
