,"It [119, 3]"
0,-100.54511
1,-112.10155
2,-116.78003
3,-115.34215
4,-116.44684
5,-107.897064
6,-18.338245
7,-16.04402
8,-113.488205
9,-18.147112
10,-118.833916
11,-10.292576
12,-10.967564
13,-17.547737
14,-101.517555
15,-14.780258
16,-19.73221
17,-112.83075
18,-102.746414
19,-25.58134
20,-104.32281
21,-99.970856
22,-102.50621
23,-16.292004
24,-98.76061
25,-102.05533
26,-100.52234
27,-99.90951
28,-20.245054
29,-15.927992
30,-109.18028
31,-9.631521
32,-13.644354
33,-26.22482
34,-108.46814
35,-101.50835
36,-17.450493
37,-97.64598
38,-103.187325
39,-99.68435
40,-15.892232
41,-12.20321
42,-97.82886
43,-15.57219
44,-102.28433
45,-100.69792
46,-20.07848
47,-11.758761
48,-19.216625
49,-106.59544
50,-107.564514
51,-107.38156
52,-99.41061
53,-8.663704
54,-18.327576
55,-14.657829
56,-11.708649
57,-6.1881847
58,-103.03468
59,-26.09276
60,-19.614014
61,-99.581
62,-9.742727
63,-19.442125
64,-100.24647
65,-110.04433
66,-109.21851
67,-110.90079
68,-14.381896
69,-107.892914
70,-113.28749
71,-12.148239
72,-19.733498
73,-105.5053
74,-102.05975
75,-17.29072
76,-24.265356
77,-102.90252
78,-102.34866
79,-103.0822
80,-16.638645
81,-17.526592
82,-104.57933
83,-105.45103
84,-21.264511
85,-116.23489
86,-102.76245
87,-13.276309
88,-113.72338
89,-11.674412
90,-100.95296
91,-100.30213
92,-116.0264
93,-10.483384
94,-103.598015
95,-15.450071
96,-97.889854
97,-15.98259
98,-11.179871
99,-19.940811
100,-19.244709
101,-9.891134
102,-8.706606
103,-97.103966
104,-101.43935
105,-99.358604
106,-105.60199
107,-9.500556
108,-100.947105
109,-112.2752
110,-13.451961
111,-96.74574
112,-10.678172
113,-112.72296
114,-18.3386
115,-110.670044
116,-99.48327
117,-98.57262
118,-11.579481
119,-98.53546
120,-113.49498
121,-109.06111
122,-2.8086586
123,-14.793127
124,-9.930436
125,-100.592514
126,-11.215341
127,-12.176097
128,-15.266269
129,-23.630981
130,-26.416569
131,-16.761309
132,-13.826259
133,-14.801826
134,-13.185871
135,-97.88455
136,-114.39967
137,-17.198412
138,-13.8359375
139,-104.08465
140,-8.480518
141,-6.1855597
142,-99.56212
143,-7.3453074
144,-13.058228
145,-104.39448
146,-101.26169
147,-105.08789
148,-97.65058
149,-98.534454
150,-98.26806
151,-98.848625
152,-99.298546
153,-126.9389
154,-101.39389
155,-99.307915
156,-14.567534
157,-23.540735
158,-102.81947
159,-108.75272
160,-100.7673
161,-99.6442
162,-17.57263
163,-101.04933
164,-16.055567
165,-103.897995
166,-101.22047
167,-21.438356
168,-18.066692
169,-102.84057
170,-98.52251
171,-99.669655
172,-98.94128
173,-94.585655
174,-100.06772
175,-17.35279
176,-8.542235
177,-20.727285
178,-125.333824
179,-23.155376
180,-20.866066
181,-101.43353
182,-104.90478
183,-101.05572
184,-16.004911
185,-16.413616
186,-17.361023
187,-93.02198
188,-98.898
189,-106.2091
190,-11.451569
191,-13.719796
192,-14.447012
193,-18.686762
194,-13.471444
195,-12.399533
196,-100.00217
197,-12.852831
198,-21.647911
199,-105.86819
200,-107.103905
201,-13.893637
202,-101.64609
203,-100.873665
204,-114.03721
205,-103.11866
206,-99.92947
207,-97.67284
208,-107.0845
209,-98.89757
210,-112.33782
211,-104.09027
212,-101.74755
213,-99.833855
214,-22.417032
215,-100.20164
216,-96.25655
217,-101.845055
218,-127.43266
219,-99.963165
220,-100.292404
221,-103.83674
222,-97.04764
223,-102.77492
224,-103.31812
225,-102.87339
226,-11.40025
227,-125.317055
228,-13.768593
229,-103.98068
230,-31.631605
231,-105.94417
232,-102.61169
233,-106.53568
234,-107.86562
235,-104.88294
236,-110.31247
237,-21.681433
238,-115.53479
239,-12.966077
240,-14.660508
241,-9.363236
242,-12.545914
243,-110.10651
244,-11.945024
245,-111.945816
246,-18.304287
247,-106.448204
248,-23.707815
249,-17.755486
250,-20.795546
251,-29.075722
252,-22.26363
253,-18.466312
254,-16.557316
255,-21.246069
256,-19.062592
257,-106.0993
258,-105.938644
259,-109.53856
260,-108.03511
261,-106.08899
262,-106.28281
263,-103.25712
264,-109.22444
265,-28.175154
266,-107.417145
267,-5.0629287
268,-23.442234
269,-112.97406
270,-31.73694
271,-25.756536
272,-126.626236
273,-28.96358
274,-24.835136
275,-21.476994
276,-107.69343
277,-8.928344
278,-19.91363
279,-22.322489
280,-98.101326
281,-108.51572
282,-113.865074
283,-129.0589
284,-117.06712
285,-104.87736
286,-19.534697
287,-22.144037
288,-105.4391
289,-23.01846
290,-24.858654
291,-110.66434
292,-98.50687
293,-16.819464
294,-105.23937
295,-107.833336
296,-104.90549
297,-102.15244
298,-102.892914
299,-101.75897
300,-15.064394
301,-20.348139
302,-103.469124
303,-21.99925
304,-7.4799266
305,-105.51236
306,-98.956505
307,-106.42639
308,-101.89513
309,-112.962654
310,-104.04433
311,-102.862144
312,-20.924717
313,-108.444405
314,-104.108574
315,-18.252832
316,-13.415464
317,-100.43323
318,-100.891495
319,-24.186249
320,-108.50114
321,-15.891007
322,-15.527447
323,-13.945134
324,-17.76792
325,-14.734525
326,-101.03382
327,-109.26659
328,-99.900536
329,-98.784874
330,-125.4915
331,-13.535752
332,-17.84861
333,-112.00958
334,-107.42986
335,-105.7551
336,-105.47438
337,-21.802458
338,-25.45132
339,-15.408817
340,-98.41246
341,-105.218704
342,-106.36372
343,-18.704401
344,-116.404495
345,-96.85566
346,-99.70548
347,-101.43873
348,-96.95285
349,-99.792656
350,-15.773211
351,-10.366211
352,-13.247963
353,-24.865051
354,-7.37109
355,-22.16579
356,-20.690304
357,-26.497213
358,-18.787037
359,-22.499426
360,-20.204039
361,-99.10149
362,-22.792177
363,-107.629684
364,-18.183477
365,-17.411606
366,-27.852522
367,-106.3253
368,-11.922642
369,-14.06185
370,-13.017303
371,-21.529718
372,-18.393158
373,-103.48671
374,-11.881123
375,-19.012362
376,-15.605605
377,-10.070517
378,-26.126595
379,-103.38664
380,-6.3170524
381,-7.6703954
382,-12.636789
383,-27.059109
384,-23.545538
385,-14.958142
386,-19.27501
387,-98.71519
388,-8.395963
389,-99.217705
390,-105.58744
391,-107.054665
392,-19.022682
393,-15.843556
394,-100.35282
395,-97.396614
396,-100.80438
397,-97.454445
398,-98.92341
399,-99.24542
400,-107.30005
401,-102.118324
402,-101.06445
403,-101.731636
404,-101.16774
405,-106.290016
406,-108.49771
407,-26.357819
408,-104.87471
409,-99.28854
410,-106.71829
411,-103.09781
412,-13.616251
413,-104.842094
414,-105.348404
415,-103.200386
416,-101.65629
417,-123.452705
418,-103.22166
419,-107.73994
420,-104.26758
421,-106.79222
422,-13.939379
423,-9.905092
424,-16.118982
425,-13.662004
426,-104.85615
427,-124.04865
428,-16.559423
429,-104.562126
430,-98.626884
431,-106.669525
432,-17.46958
433,-129.17732
434,-102.47337
435,-104.97339
436,-102.5323
437,-110.05296
438,-17.576101
439,-16.62354
440,-17.523338
441,-26.089832
442,-19.839973
443,-15.950236
444,-103.833336
445,-103.19565
446,-8.801194
447,-14.792773
448,-8.620483
449,-17.325447
450,-104.61865
451,-14.686449
452,-21.346416
453,-18.247408
454,-24.908018
455,-107.802414
456,-11.8766
457,-16.367308
458,-100.51148
459,-103.7949
460,-103.62227
461,-9.722165
462,-101.4838
463,-102.01029
464,-16.316574
465,-37.37504
466,-11.479299
467,-14.16616
468,-16.001877
469,-106.78037
470,-97.25953
471,-19.88586
472,-20.024035
473,-20.758844
474,-23.764921
475,-18.553362
476,-13.14072
477,-105.39033
478,-18.051527
479,-22.180288
480,-18.755922
481,-106.76901
482,-15.22591
483,-17.665602
484,-106.10064
485,-18.713366
486,-16.664024
487,-98.61091
488,-98.42693
489,-101.71935
490,-104.59557
491,-20.524193
492,-17.766745
493,-103.670784
494,-11.658434
495,-105.04398
496,-104.96368
497,-14.538956
498,-15.717972
499,-133.54027
500,-120.77401
501,-103.81355
502,-15.340007
503,-106.00884
504,-15.682651
505,-105.13732
506,-99.12573
507,-100.98828
508,-102.602196
509,-19.36167
510,-18.281637
511,-100.77032
512,-103.28784
513,-104.41178
514,-97.3348
515,-100.62438
516,-100.83932
517,-106.48924
518,-17.895044
519,-11.680134
520,-9.648692
521,-100.84606
522,-96.74654
523,-13.147895
524,-98.26051
525,-13.109355
526,-14.465948
527,-10.427904
528,-104.64808
529,-104.180305
530,-18.53463
531,-105.50944
532,-13.221721
533,-103.30725
534,-102.287926
535,-107.77722
536,-104.15312
537,-129.49017
538,-102.59858
539,-105.92423
540,-12.404472
541,-107.72746
542,-20.201572
543,-98.385345
544,-20.59551
545,-101.0875
546,-110.70153
547,-96.48801
548,-12.498259
549,-105.0284
550,-105.42997
551,-14.83734
552,-15.042956
553,-101.018326
554,-100.08519
555,-102.711334
556,-99.7329
557,-101.96235
558,-99.085945
559,-22.416876
560,-122.90437
561,-104.633095
562,-104.70045
563,-12.201843
564,-15.677315
565,-104.55136
566,-109.32728
567,-96.991104
568,-121.88939
569,-122.49665
570,-97.60794
571,-12.574829
572,-103.23393
573,-101.04775
574,-98.38405
575,-18.632322
576,-10.845354
577,-102.78827
578,-10.951295
579,-11.8534355
580,-7.538588
581,-6.0493565
582,-8.045257
583,-98.88954
584,-96.77951
585,-100.31656
586,-18.246777
587,-16.33544
588,-99.85889
589,-97.80569
590,-97.0761
591,-96.58841
592,-103.3127
593,-102.723724
594,-8.1489725
595,-13.167415
596,-12.0074625
597,-12.320764
598,-102.2548
599,-14.081359
600,-14.784163
601,-13.980369
602,-13.640345
603,-12.175932
604,-13.365416
605,-89.81205
606,-93.32021
607,-90.988014
608,-101.58625
609,-101.21962
610,-10.474879
611,-101.104515
612,-115.87319
613,-13.729709
614,-99.11334
615,-100.913216
616,-103.458755
617,-103.8294
618,-105.63333
619,-8.339981
620,-18.927277
621,-100.502335
622,-105.705124
623,-110.21319
624,-8.447164
625,-15.5322695
626,-16.25838
627,-98.96835
628,-100.04522
629,-16.813995
630,-99.98522
631,-105.43991
632,-105.30838
633,-121.339905
634,-105.16301
635,-126.83841
636,-12.007411
637,-107.26543
638,-102.92279
639,-18.168718
640,-95.024734
641,-95.64095
642,-17.513931
643,-105.15267
644,-102.27228
645,-105.61844
646,-12.54957
647,-17.272915
648,-17.734367
649,-9.0000515
650,-21.510973
651,-16.575218
652,-108.61651
653,-15.060164
654,-11.2975855
655,-11.967488
656,-106.51015
