,"It [141, 3]"
0,-15.105371
1,-112.35346
2,-116.47662
3,-113.40904
4,-117.58879
5,-112.76283
6,-102.20348
7,-104.189064
8,-106.18443
9,-94.70962
10,-96.169
11,-99.23451
12,-97.37273
13,-112.473694
14,-13.91215
15,-16.31435
16,-107.61095
17,-14.366928
18,-19.074879
19,-98.90781
20,-112.25662
21,-102.77022
22,-102.92083
23,-116.25048
24,-95.41769
25,-25.65831
26,-99.37417
27,-109.13449
28,-11.7236595
29,-110.73468
30,-15.33756
31,-109.13105
32,-106.163284
33,-115.82927
34,-27.756418
35,-113.63259
36,-21.411766
37,-107.864044
38,-4.7471848
39,-17.79005
40,-111.54208
41,-96.262405
42,-93.374374
43,-26.90784
44,-94.78933
45,-11.060756
46,-16.162552
47,-109.35428
48,-114.66575
49,-112.07875
50,-100.85724
51,-111.49455
52,-91.24352
53,-105.23918
54,-102.306244
55,-100.72816
56,-103.04755
57,-116.38371
58,-12.216327
59,-97.1545
60,-101.96508
61,-110.78198
62,-114.22078
63,-105.163345
64,-21.068504
65,-109.37683
66,-101.74212
67,-13.971454
68,-11.945407
69,-113.425156
70,-99.937836
71,-97.08929
72,-11.939136
73,-16.476427
74,-101.93105
75,-12.883477
76,-104.11784
77,-116.17502
78,-110.24791
79,-11.615885
80,-14.098653
81,-17.03288
82,-97.66884
83,-11.017129
84,-115.55985
85,-13.598792
86,-18.222155
87,-17.256115
88,-14.172751
89,-99.022316
90,-113.28607
91,-102.59699
92,-9.138477
93,-99.03128
94,-95.7744
95,-9.502771
96,-128.49678
97,-100.26545
98,-115.179436
99,-113.50906
100,-8.60401
101,-19.76265
102,-10.501727
103,-6.923661
104,-97.134186
105,-96.94606
106,-9.551994
107,-109.73027
108,-10.96451
109,-94.30448
110,-116.92297
111,-110.509445
112,-96.39463
113,-102.67009
114,-14.27897
115,-12.022426
116,-7.366891
117,-10.343541
118,-5.3877473
119,-28.715666
120,-114.71363
121,-112.299446
122,-108.75747
123,-18.60578
124,-15.923357
125,-100.30144
126,-99.90286
127,-99.70123
128,-108.05678
129,-101.285324
130,-95.81695
131,-113.894135
132,-100.96206
133,-109.43865
134,-104.83981
135,-17.949572
136,-16.681225
137,-20.890924
138,-102.74408
139,-23.21333
140,-16.588541
141,-108.77316
142,-96.289764
143,-4.2735
144,-99.29199
145,-99.208534
146,-16.920828
147,-13.698605
148,-7.5654535
149,-17.844574
150,-9.954903
151,-11.850066
152,-110.57928
153,-7.966358
154,-113.62672
155,-15.012813
156,-11.494626
157,-15.021582
158,-17.607983
159,-111.80124
160,-102.61322
161,-107.0311
162,-115.157394
163,-117.60803
164,-102.19626
165,-119.013565
166,-113.73516
167,-115.84013
168,-103.83496
169,-6.9873147
170,-115.62021
171,-98.83865
172,-22.07041
173,-14.359261
174,-20.31202
175,-17.152252
176,-23.62078
177,-17.477057
178,-14.647406
179,-109.546715
180,-24.737337
181,-24.22379
182,-97.16654
183,-95.29708
184,-92.03184
185,-97.712875
186,-16.609118
187,-17.74843
188,-14.595866
189,-22.498348
190,-98.24069
191,-14.314653
192,-16.838076
193,-11.718892
194,-16.0963
195,-26.991505
196,-99.12078
197,-96.5905
198,-103.07572
199,-18.291695
200,-21.681581
201,-104.62866
202,-102.34964
203,-116.08415
204,-25.21557
205,-17.621727
206,-104.82203
207,-18.385868
208,-99.304634
209,-4.478318
210,-96.13943
211,-18.746368
212,-19.285034
213,-17.229918
214,-28.920992
215,-98.413246
216,-101.22166
217,-104.230156
218,-101.24609
219,-97.990425
220,-113.527115
221,-8.393207
222,-121.31236
223,-104.35993
224,-99.593864
225,-23.158949
226,-19.991842
227,-94.91635
228,-104.700645
229,-22.398949
230,-105.36206
231,-18.188578
232,-14.995784
233,-19.175154
234,-18.310865
235,-11.515469
236,-11.989909
237,-11.730867
238,-100.32923
239,-98.0821
240,-97.82509
241,-102.45506
242,-18.775017
243,-14.967822
244,-12.423931
245,-16.631453
246,-28.82879
247,-24.280045
248,-15.43804
249,-14.97285
250,-6.9101734
251,-14.873587
252,-22.883564
253,-98.665405
254,-101.198654
255,-100.55204
256,-101.260605
257,-101.737274
258,-101.4841
259,-109.487335
260,-99.92898
261,-98.59402
262,-100.06716
263,-95.55731
264,-99.924355
265,-100.11846
266,-101.35618
267,-100.317505
268,-100.20157
269,-18.762394
270,-100.91689
271,-101.34798
272,-11.9819355
273,-99.638145
274,-100.56524
275,-104.19379
276,-101.95133
277,-106.01567
278,-104.67397
279,-112.575745
280,-98.82652
281,-92.08086
282,-3.9320972
283,-112.830376
284,-111.62997
285,-99.59227
286,-8.250772
287,-100.205986
288,-99.37594
289,-99.364746
290,-101.81356
291,-100.12548
292,-97.43491
293,-16.901466
294,-98.67807
295,-16.890713
296,-97.67128
297,-101.0837
298,-97.34559
299,-12.086045
300,-97.51394
301,-13.147831
302,-112.81573
303,-115.84531
304,-111.03998
305,-98.29331
306,-97.29676
307,-12.266003
308,-7.430627
309,-97.68856
310,-98.03851
311,-96.751656
312,-92.92249
313,-7.332311
314,-13.681976
315,-4.7525187
316,-5.2528043
317,-16.828312
318,-20.550068
319,-96.122215
320,-91.90162
321,-96.35104
322,-14.690607
323,-100.52041
324,-111.7953
325,-22.396801
326,-18.615616
327,-25.33644
328,-28.195463
329,-25.812317
330,-100.3652
331,-98.70505
332,-98.063126
333,-100.76186
334,-101.94509
335,-17.128597
336,-114.00853
337,-11.594029
338,-101.20935
339,-97.08254
340,-96.024635
341,-100.24493
342,-15.34495
343,-98.87303
344,-13.511156
345,-19.703987
346,-12.3235655
347,-99.16051
348,-19.520689
349,-19.085295
350,-22.55887
351,-111.987946
352,-24.952417
353,-110.28231
354,-14.255994
355,-15.036727
356,-100.27184
357,-95.30846
358,-98.30444
359,-99.91448
360,2.7443397
361,-10.559579
362,-98.812096
363,-100.998566
364,-100.06136
365,-98.793205
366,-98.75288
367,-101.13913
368,-20.108385
369,-101.205185
370,-103.18947
371,-99.906784
372,-10.22289
373,-15.978833
374,-17.329279
375,-17.067425
376,-101.67959
377,-99.18171
378,-20.012737
379,-111.51412
380,-16.763405
381,-17.723179
382,-23.088802
383,-6.287918
384,-12.236784
385,-22.20749
386,-107.71995
387,-108.02229
388,-104.17961
389,-12.322921
390,-104.26674
391,-17.268028
392,-107.40422
393,-16.300186
394,-103.63416
395,-15.61777
396,-18.37143
397,-104.46304
398,-14.148175
399,-107.42705
400,-22.861135
401,-102.46289
402,-23.144056
403,-120.881134
404,-23.746605
