,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29
59,287.8545717,102.9721741,307.0071925,308.970671,316.6608555,-37.14688989,311.9919498,312.4353638,300.3566967,304.986392,287.8545717,102.9721741,307.0071925,308.970671,316.6608555,-37.14688989,311.9919498,312.4353638,300.3566967,304.986392,303.4472928,317.2955199,297.3139353,293.5345491,313.3937234,5.456584808,304.451671,313.8270454,317.1398878,317.04156
60,286.8658462,316.1897683,309.1345466,305.5846367,315.6982516,-13.71957971,311.6205409,310.8303669,129.993588,304.8157499,286.8658462,316.1897683,309.1345466,305.5846367,315.6982516,-13.71957971,311.6205409,310.8303669,129.993588,304.8157499,303.9582302,317.0693877,297.9643816,289.9497795,313.8811625,96.31662233,304.042794,69.32386308,315.9937407,317.3477773
61,285.8511204,314.8926316,308.2185719,307.35585,317.4942824,-4.104158903,312.0050224,312.1771823,-35.62911069,303.2662094,285.8511204,314.8926316,308.2185719,307.35585,317.4942824,-4.104158903,312.0050224,312.1771823,-35.62911069,303.2662094,305.3188879,316.0095698,298.1466569,290.2661682,313.8801364,80.69996995,303.8914753,313.8279299,317.2120755,317.7146817
62,288.655774,315.8986276,307.1569543,306.5435728,315.9491869,32.23731312,311.3686572,310.5844158,299.4417175,305.1900222,288.655774,315.8986276,307.1569543,306.5435728,315.9491869,32.23731312,311.3686572,310.5844158,299.4417175,305.1900222,303.9069923,315.9943361,297.5305099,290.3917476,313.7923087,-4.32378401,305.2809542,314.3220159,316.108581,317.9036527
63,285.3991039,315.9154484,309.3360247,303.2687058,316.1427142,-21.18872237,310.9183827,311.9816585,299.5982564,304.0644392,285.3991039,315.9154484,309.3360247,303.2687058,316.1427142,-21.18872237,310.9183827,311.9816585,299.5982564,304.0644392,304.2935446,316.4428616,297.8387816,291.4531551,313.6132134,-38.00975959,304.8553398,313.8669,315.9721337,317.6912959
64,287.3230344,313.3896718,308.1042836,307.9280477,315.727439,-18.09316918,312.2022413,311.9109575,299.5953295,101.666897,287.3230344,313.3896718,308.1042836,307.9280477,315.727439,-18.09316918,312.2022413,311.9109575,299.5953295,101.666897,304.0522416,315.3097786,298.3677793,292.0336264,313.3809163,-23.66649064,304.9782494,313.2359883,315.651687,317.3350044
65,287.4471818,78.65694409,309.8654674,306.3451419,315.8879902,60.67965998,312.5603132,313.3620984,297.9319322,304.0892176,287.4471818,78.65694409,309.8654674,306.3451419,315.8879902,60.67965998,312.5603132,313.3620984,297.9319322,304.0892176,305.7169128,315.7985596,296.7411381,291.0996514,313.972971,-28.39309008,304.367314,313.0997143,317.5163976,318.4129156
66,287.2732772,314.8011408,308.7101446,307.2981028,314.8406905,-10.58423951,311.4446625,311.1060203,301.2734189,305.1038453,287.2732772,314.8011408,308.7101446,307.2981028,314.8406905,-10.58423951,311.4446625,311.1060203,301.2734189,305.1038453,301.9342764,316.9339927,296.895262,296.2338343,313.9346371,52.64688582,305.8741117,312.7544384,316.6642468,317.7871655
67,289.6788192,314.490687,309.2031125,307.7460419,316.7938495,6.434019996,312.2278317,311.3418436,300.8996407,303.8512548,289.6788192,314.490687,309.2031125,307.7460419,316.7938495,6.434019996,312.2278317,311.3418436,300.8996407,303.8512548,303.09193,317.5442377,297.7945734,289.7794752,313.6432104,40.92413684,305.0799114,33.27009321,315.3268696,317.9513791
68,286.6120741,315.0808372,308.4584654,308.7784891,316.654975,13.67557826,311.4619469,311.9328826,301.3814789,304.7948532,286.6120741,315.0808372,308.4584654,308.7784891,316.654975,13.67557826,311.4619469,311.9328826,301.3814789,304.7948532,304.221689,316.9899632,299.2466452,294.0017334,313.6555076,-28.30905918,304.0143342,-42.65343089,315.6930942,317.1667056
69,287.0884523,131.330725,309.0229887,308.1357411,316.0104684,4.749228923,310.8676941,312.0839723,27.10528118,304.2937092,287.0884523,131.330725,309.0229887,308.1357411,316.0104684,4.749228923,310.8676941,312.0839723,27.10528118,304.2937092,306.2006087,316.4095094,298.2143543,291.6521181,313.6571057,122.2513853,304.1386803,314.2901295,315.9527103,317.535932
70,288.6924489,315.3861725,309.5354433,308.3874327,316.8259929,25.95650405,312.3845139,312.7521443,257.6288188,305.1512255,288.6924489,315.3861725,309.5354433,308.3874327,316.8259929,25.95650405,312.3845139,312.7521443,257.6288188,305.1512255,305.758679,315.2597474,298.4943795,293.6496725,313.6494277,64.78968223,305.0054894,314.0379342,316.3350973,318.5482257
71,287.4292,315.7685974,309.1349652,306.7963775,314.9858957,-24.61996186,312.1544789,312.9023004,301.5888228,305.9083122,287.4292,315.7685974,309.1349652,306.7963775,314.9858957,-24.61996186,312.1544789,312.9023004,301.5888228,305.9083122,305.7016467,316.1462724,296.5786142,294.856673,313.2253901,132.7346076,304.7231789,-41.07077772,316.5478624,316.9941848
72,290.9616333,314.4210751,308.8546133,306.1610724,315.9709773,-13.50430274,310.2216429,312.1004609,299.7646192,304.3266323,290.9616333,314.4210751,308.8546133,306.1610724,315.9709773,-13.50430274,310.2216429,312.1004609,299.7646192,304.3266323,305.8185514,314.5861406,295.4455212,292.4521061,313.2628095,-17.22575569,304.7450389,312.9445615,315.6677737,316.9874205
73,289.4255418,314.1621139,309.736204,307.0393018,316.5564146,-25.33783056,311.542098,311.4638769,300.2430366,305.2138124,289.4255418,314.1621139,309.736204,307.0393018,316.5564146,-25.33783056,311.542098,311.4638769,300.2430366,305.2138124,305.5725863,316.1938717,297.736735,289.818757,314.3736255,-8.967140457,304.344382,314.5992989,317.2734696,316.7467388
74,292.0083331,315.5917986,307.5520253,306.3219311,315.4794586,11.76667427,310.9116293,311.4100205,299.4002229,304.9924197,292.0083331,315.5917986,307.5520253,306.3219311,315.4794586,11.76667427,310.9116293,311.4100205,299.4002229,304.9924197,304.4800256,316.5577753,296.9105151,292.886898,313.5939374,25.68265097,305.0286737,-10.63446366,316.1717852,318.3829256
75,286.1477483,315.4805381,307.5188455,305.039,315.8181781,-5.572317302,310.7471622,312.9203703,299.4821909,303.2248769,286.1477483,315.4805381,307.5188455,305.039,315.8181781,-5.572317302,310.7471622,312.9203703,299.4821909,303.2248769,306.6375735,317.3632864,297.9065812,292.5500105,313.4928007,15.91525626,304.1801555,-19.47815927,316.682344,317.3664276
76,291.8521102,315.6349149,308.254354,305.8898736,315.7997078,192.9446879,311.8906872,311.8322628,299.2423889,304.7707587,291.8521102,315.6349149,308.254354,305.8898736,315.7997078,192.9446879,311.8906872,311.8322628,299.2423889,304.7707587,304.7344179,315.3438649,297.4339959,164.8114514,313.9915318,-54.0222237,303.6434021,311.8724529,316.3513108,316.9413661
77,290.4805841,315.2592776,308.9590672,306.914388,316.5337368,59.55931657,313.2378677,311.796976,258.9740004,304.4595375,290.4805841,315.2592776,308.9590672,306.914388,316.5337368,59.55931657,313.2378677,311.796976,258.9740004,304.4595375,304.1577597,315.6431004,298.7699482,167.4627186,313.6580539,-10.46718531,304.4495255,313.7079092,315.8468397,317.2673617
78,288.8893839,313.89488,307.7858381,305.647935,315.8685658,-9.626011702,311.1569936,312.1932115,300.0476652,304.3331783,288.8893839,313.89488,307.7858381,305.647935,315.8685658,-9.626011702,311.1569936,312.1932115,300.0476652,304.3331783,303.0809674,316.9866496,296.7739202,292.2827067,313.7436591,-30.77595434,304.6663113,-66.95075233,316.8675968,316.8388132
