,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,-43.63057794,-71.99412514,301.0057455,272.2131898,289.7015574,-86.87900678,-91.07728752,122.3579949,-106.2132669,270.5155567,278.1998459,135.380726,-119.6065156,290.590925,273.3251143,-64.4335276,-97.14347945,284.837949,288.5034,286.7705798
1,-26.92450928,-83.35331039,301.5543049,275.7636497,289.6148342,-80.07425785,-117.9296779,-3.536614461,43.3850098,273.7356576,43.00701906,302.3455762,-119.7195658,291.0932191,-45.9630936,30.09986371,-98.17316701,286.8706988,289.4777978,269.0867237
2,-3.950853164,-67.95395354,300.3958109,273.1700682,290.4523131,-105.9428442,-123.3027263,263.8502612,-106.8722474,271.8323274,279.5012503,309.8313268,-125.1596209,289.0977345,270.0952166,14.74856369,-88.80519326,-46.79219382,-18.37134789,-63.39616472
3,-26.72104022,-73.31894431,300.7256187,272.9428828,288.7947412,-119.325771,-97.50627139,263.4664894,133.324222,279.5043538,279.3140983,309.6059263,-119.6303976,290.2404519,271.1261263,-13.90354323,-97.64941433,285.0430043,288.8221297,272.2486202
4,-22.93586544,-67.80178177,301.4904174,275.4778135,290.4283853,-52.49324481,-64.43241925,271.4514364,298.319521,270.5826618,278.508928,-39.54074201,-125.329716,287.2093518,-51.30253573,78.39449584,-98.97948449,288.6785691,113.757951,280.1238216
5,-21.36219232,-91.9475728,300.3096782,272.6540391,289.737041,-82.29301113,-67.66651645,173.7316635,41.52022109,273.5703368,279.5250433,68.2699207,-119.6360819,291.2002289,114.3967034,-0.469832775,-99.08319552,283.3340418,288.133683,288.1340894
6,-19.84849177,-46.64020327,299.3255152,276.787506,290.9137357,-106.3524364,-92.57850931,-29.34899564,-108.3339935,267.0218794,278.6719687,306.7495728,-119.5664503,291.5338218,263.130574,123.2138086,-97.13461421,153.3395565,290.1903991,287.2160285
7,2.693548723,-76.46959481,301.2621021,275.2299613,288.7313844,-90.94494885,-121.1021018,267.3303868,-108.3406759,270.5335532,278.1971019,309.8190193,-119.2383752,287.1719963,270.2546491,153.0445253,-96.10659682,284.7535544,0.513418736,284.2355119
8,-21.59846791,-65.38126597,302.1379911,274.7901129,290.7387241,-95.75433645,-47.72416102,-15.37188088,-108.0434101,272.4342811,279.6150433,306.474595,-119.2393619,291.4002839,266.9578766,-64.09807278,-96.37413708,285.2707582,289.7310612,286.0189426
9,-106.8189278,-69.3358631,300.0927498,272.7241225,-84.46880694,-118.5052796,-99.65968208,274.3416156,-105.6746711,278.9811872,277.2838821,-39.10745217,-119.544097,289.68366,273.6421904,291.9007504,-91.75788258,286.7878526,290.2997552,-2.75845916
10,6.727398861,-65.56955368,302.2840018,270.2531716,291.6433281,-76.16481824,-54.17325303,274.6932327,-23.67605973,267.5889896,278.2994341,103.2528673,-122.6055712,292.4902091,273.9522767,-59.89356746,-97.56066818,287.4916094,176.2676761,-53.38159438
11,-17.81322858,-80.63510168,300.6692404,273.5859453,291.6983187,-121.3495059,-74.77581964,-100.7183915,-108.3615754,273.9182536,278.6927084,29.33077988,-125.1582917,293.5984276,272.3101325,-70.86672623,-97.55815308,289.3310129,287.7168592,285.8016584
12,-19.05391222,-52.84802316,301.6696935,274.769445,288.6984034,-97.61559389,-68.19565955,102.5012151,-98.43969321,266.700137,280.3535417,307.4420444,-121.8894868,289.4966124,-58.88795952,44.98622815,-99.02106644,286.1134454,110.270265,-57.71619271
13,-24.75449399,-82.71754922,301.1367558,26.02497491,289.9300444,-51.03408756,-80.03867384,272.249359,-108.357894,275.808452,279.0644091,307.3826558,-120.5250048,291.1075924,274.4654756,-47.57426623,-98.00657017,283.6756322,288.02245,288.0058848
14,-24.72984333,-71.24115846,303.2360921,274.4973266,290.0296271,-90.62474096,-100.8398833,275.5937347,175.4278731,269.167058,279.7843002,-31.97978806,-120.0349579,290.2396547,271.7318822,-33.30956315,-99.03914474,284.8472404,290.1666052,284.1267442
15,32.39114703,-49.39544126,-84.05548525,270.3335961,291.138075,-56.24558855,-63.07309564,106.7853466,297.0991828,277.0884472,279.4961162,309.6748221,-124.5821112,291.2726903,271.5499633,-29.26595397,-99.03976203,287.7929751,289.3545381,285.1630215
16,-10.03084965,-82.9248105,301.9829945,271.2267321,290.2748842,-77.32441691,-75.71483159,-39.73103332,-108.3451373,273.1011491,280.5889964,-16.97109923,-126.0631299,291.1760545,229.8226168,152.9529704,-96.18346589,288.573756,288.876056,-67.30209172
17,-15.56210857,-68.6780927,300.4806167,271.7102546,290.7333898,-102.4384829,-116.4707051,273.0917479,-108.3589191,268.5363609,280.3380153,309.9306296,-120.2884984,291.6536878,-54.35890829,26.20290268,-98.42767472,286.3332424,148.5898932,286.1317666
18,-28.2606993,-72.93027757,300.9575721,271.2722895,-92.67490409,-97.93831663,-129.4549416,270.467882,-108.3342301,270.676124,282.2484625,310.2025425,-122.8384568,175.5222335,274.2764866,-66.76242491,-98.03150894,287.9171849,289.9259649,285.9752989
19,-8.127757683,-73.78132802,301.7614172,271.5326173,290.7333316,-109.0310147,-38.51054912,268.3393089,-108.3332773,274.3089753,279.6362639,189.9856901,-118.9959554,295.0218042,274.5040283,-33.68500433,-96.01297823,288.1097075,286.802182,285.961142
20,-30.60882972,-71.03278649,299.95444,271.2748589,290.5654226,-104.5525411,-110.950908,272.6939482,44.87255509,269.1624931,280.780513,141.0085834,-118.4964341,289.9053927,274.0366224,-42.22528444,-97.80708515,287.8152645,289.9552626,284.3852173
21,26.14480317,-82.52101472,300.2755807,273.6806846,290.345425,-116.9007144,-54.22435261,212.7004958,101.4583413,271.6098592,281.9946198,309.9214273,-119.6770759,291.954674,-51.60927645,-20.26779065,-98.52176014,288.6702446,68.58489216,285.001784
22,-9.108887449,-70.03678727,-12.52418708,274.2471683,287.6940869,-104.7140978,-94.34140587,268.53143,91.9605705,274.9052478,279.038162,308.0501738,-126.6364222,290.8930943,266.7845404,-47.63480493,-88.64078559,280.3698883,289.6799905,283.0686124
23,-12.7734058,-47.39606766,300.8133286,274.3241674,290.1748282,-79.77528077,-77.29891337,271.5328379,297.3669338,278.267806,280.8380564,310.1386863,-122.5934915,291.5148606,-44.7599657,289.426053,-90.4627068,288.1325482,138.778573,284.7496385
24,-4.156826815,-69.52637706,300.1491629,272.7243461,288.3439219,-72.45323745,-109.0282313,265.1933802,-47.53349711,270.252136,280.1818009,-17.29563662,-122.7368723,292.5857992,-44.91921557,-41.30277049,305.3416392,286.0206234,137.1508572,287.1319993
25,7.085907206,-68.44799798,301.5498775,59.52260771,291.1483324,-85.16657569,-94.1026124,272.0607943,-107.5289669,273.7929033,278.3131046,308.6240947,-119.2817525,290.3057935,269.997306,176.4577615,-97.38266283,91.32797921,290.8211347,286.0244602
26,-23.43490537,-82.22816367,302.2426446,274.4812097,290.3099895,-111.9544212,-94.47991542,272.1252703,299.8421931,279.0218487,278.0530413,28.25590915,-119.5322114,291.5572837,274.8611562,-4.966582552,-98.63895271,99.84255625,66.20267932,281.1396968
27,44.60235278,-86.01285345,300.8099263,272.9866908,290.4682108,-100.7940893,-126.6459861,274.84284,-73.15746883,273.2197573,278.3723216,-47.46259656,-120.2125902,125.4815956,275.14002,-44.96497404,-88.29817739,285.0260334,288.8199742,287.9844645
28,-4.936951214,-71.67222798,301.4325642,275.4714342,289.7744653,-91.18167726,-111.8625011,-17.22680009,65.34823593,275.4978749,279.2887989,24.31644917,-120.5621678,291.4669571,269.788885,-41.93085755,-99.08661102,284.7394789,289.1102923,279.4693822
29,-9.704820351,-83.30905594,302.7234289,275.9132571,290.1616858,-69.00738459,-98.73348899,273.9843283,105.7209563,265.4979396,277.1908689,308.3780042,-119.7833904,292.254875,-49.65632078,80.05541697,-98.42881848,283.4063487,290.0051681,285.311447
30,58.92854755,-70.52676698,301.6710738,271.3989324,290.6832764,-106.4718684,-51.49079035,269.4309561,-71.65606113,275.9585684,280.689961,307.5038303,-126.0451254,292.032413,273.9048384,21.61161399,-99.49968344,287.2094098,288.2860889,284.0888338
31,-74.03388299,-63.97620698,301.4050124,272.2006533,290.5451809,-98.02619027,-36.09931937,277.0247249,298.4205825,272.8253995,280.5857051,116.1071391,-121.7563295,291.7882513,271.356474,33.71529329,-98.93192861,278.8414628,290.2493333,283.2640332
32,-17.9463573,-66.91481623,302.5324262,272.1286571,290.6888966,-44.46328026,-114.7859333,-65.40559617,17.36705264,272.5535909,280.8791737,64.1154487,-119.277102,291.9711143,-44.45520461,6.919698459,-99.25536698,6.574446939,288.8082708,-58.57010019
33,-8.336725134,-43.75630079,299.6701358,275.0728256,289.8953673,-110.8927996,-41.51763667,44.68000032,-58.44387,277.9999525,280.2939847,308.5722548,-119.8885692,-65.96480426,-45.77625953,4.295080106,-99.03667387,160.4540011,46.63679621,-57.41958607
34,1.466565251,-62.31551317,300.8085608,273.2695237,290.9161291,-113.0917582,-53.02607717,141.1136475,73.11918156,260.7568996,280.7370927,169.8548721,-125.2041648,290.7459678,268.2717258,143.9590294,-99.01273692,279.4055779,289.429491,285.1256666
35,-13.91248771,-87.91975393,300.2517165,274.5257751,290.3807037,-100.5813121,-56.87886037,273.4636186,-72.68882187,274.6101976,278.4176826,309.6746502,-121.7489773,289.1154466,274.0726859,38.75362152,-99.22461634,285.5821151,-76.40149775,281.470404
36,-24.41466745,-73.64295724,301.9719562,272.4197881,290.4676841,-10.94504237,-117.2118377,273.4963391,297.0176187,272.6052801,279.3691849,-48.29534773,-118.0476022,288.3195459,271.6294346,-29.07050483,-99.00090277,284.2897069,287.0002499,286.5818762
37,-33.52141215,-65.81111319,300.977959,273.0803553,290.8265543,-117.0908399,-79.32389136,272.912023,-97.56073837,277.1875217,278.3131927,-29.42166473,-120.0190888,291.2664678,134.7380921,-47.22599752,-99.28820084,287.7545163,103.4483063,286.605116
38,-19.00125762,-80.66651656,301.3178736,272.7916069,290.1040849,-118.1912966,-126.2036363,267.998057,-108.3595777,275.1190079,280.2396988,309.5415882,-120.2378744,292.1901039,273.3368209,52.51855499,-98.97846033,287.0735203,289.4614228,287.4769401
39,-10.91154459,-82.97812376,301.697006,273.8542449,291.0297385,-90.05895054,-117.1916101,275.2277721,-108.343893,266.5308934,278.3027325,-67.9264509,-119.757097,291.1282552,272.7457674,-22.21203453,-96.1568315,36.82569681,288.9439975,281.4593653
40,-104.3847526,-72.58890778,300.1081651,273.3824897,290.8306151,-50.36397872,-110.7280148,266.7310171,-75.86383681,264.1375158,280.0648421,142.8827269,-117.8007091,290.849623,273.1928474,-40.99523457,-99.08574395,283.8767678,5.405941211,283.9963469
41,4.620891943,-58.76132486,300.5120463,271.8192467,290.7598215,-90.46292071,-111.5047754,274.6165479,297.5407907,272.2623048,277.718058,308.4422853,-119.9021944,292.7738456,-41.45231103,172.5008091,-96.88276478,286.2318944,-47.79247271,-62.95162313
42,1.688923778,-72.01481667,301.9484372,273.0851368,289.6596316,-79.04514796,-89.23592975,135.5139779,296.8057102,274.5148658,281.7215868,308.3193132,-119.3086663,293.5682795,194.4818316,-57.05500948,-98.5795302,287.2577382,-59.91147644,285.1563207
43,-28.39071127,-61.37217235,300.9533479,271.5281399,290.4920636,-67.00021101,-66.20015364,29.19253717,-101.4011387,276.3841769,279.1840389,309.0369306,-125.1725437,290.8458777,265.7219132,35.93669263,-92.87076036,283.1491823,288.9863465,284.0814827
44,-30.07757462,-74.79987395,300.9807057,274.6533305,290.892709,-51.6935072,-73.73655577,274.2616437,-83.61619222,275.920412,277.2750012,-24.25646358,-120.2617875,292.5419035,274.7183904,41.9503653,-97.50590377,286.0636388,-70.96353884,284.0428611
45,-20.06016658,-68.11212182,300.3772997,272.3715536,289.512979,-76.15026575,-106.7624672,275.9731763,-108.3478115,271.9517818,278.5663068,307.1584404,-119.2603207,291.2503337,274.3641672,291.2841057,-96.94922333,3.78437403,289.6796337,287.0184603
46,-106.82862,-72.28408846,301.7948296,273.9331946,290.4828167,-91.27353161,-111.1803011,263.5179138,-108.3669226,275.7605309,277.5023796,310.0389063,-118.8476686,288.9645477,-43.45319404,-66.75351868,-99.0326393,287.2547416,287.9072022,284.0397625
47,14.59119948,-73.1045466,302.3975659,268.8520386,291.1845443,-77.84273395,-90.97099413,274.2194398,-18.68459056,278.5942762,278.8330712,310.2582576,-119.8725749,292.9686541,272.1495587,13.60523129,-99.23294352,63.41903176,290.4479538,285.863703
48,-24.59719372,-81.42404684,301.2094294,272.5067646,290.8534847,-101.7955249,-72.83089762,267.0280564,-108.3633539,264.3288166,281.6289484,308.0078685,-120.4382333,288.7432704,235.1139245,-40.41955751,-99.14758558,282.4007933,289.9944852,286.1078967
49,50.48417856,-77.13025835,302.2502638,271.8294524,290.7731313,-68.37584117,-128.5117007,274.8625361,-108.1141303,270.1326978,278.6379647,308.0562113,-118.8512751,291.0002678,273.1311453,282.041843,-98.00385803,285.0198009,289.5875213,286.906996
50,-43.31548475,-72.78218809,300.5553646,270.7630086,290.7983025,-88.55174976,-64.19918564,-38.08370477,-108.3556137,269.3915149,280.0736311,98.57961654,-118.8994001,283.1711707,-50.95006287,-4.618999054,-97.8814538,-63.38657666,-1.955573541,287.7538659
51,-27.79299687,-77.68004733,300.4550057,271.2920641,288.5125825,-119.5137904,-111.5142227,271.7555621,-28.62924626,271.1429955,280.1796687,-19.0442359,-119.7575496,291.2382155,-60.3437013,-16.69968812,-98.10728922,283.4948656,-18.55177613,286.2241102
52,-51.31446689,-65.65984526,301.7777269,273.5245888,290.3183309,-99.98441784,-114.2316259,147.8389201,-108.3358966,275.5055828,279.2586686,168.6451572,-120.578903,284.4269408,274.1643296,-20.15300005,-97.77303075,287.5926669,287.6349464,170.7009296
53,13.91926188,-81.09764766,179.1600729,-94.90767982,289.952834,-72.78201009,-87.74329465,35.13085275,-108.3591805,261.196809,277.4875201,189.8168663,-119.6223324,289.7595984,270.2252246,173.5740806,-99.24640568,90.06095924,289.2343484,-78.8823916
54,-22.86725256,-72.33746037,300.1162565,269.4981565,290.831777,-110.9137688,-121.1494625,275.8613388,-52.26740405,272.6973375,277.9048879,309.4459559,-120.1078786,293.5723925,261.4467108,86.23887049,-96.39356859,286.1759398,290.0240257,283.8791072
55,-2.679627531,-63.54791154,300.1994441,15.59269402,288.8107133,-107.8260601,-111.2923899,272.3700762,134.2713294,269.8091521,280.4302847,305.3285371,-120.5355431,288.5077243,-49.0173783,-58.73702827,-99.02234357,-58.53379964,-42.05292264,283.9383439
56,-18.64684523,-67.2240953,299.612548,272.0582564,289.4044643,-42.12338303,-50.01310862,275.9184931,130.5439311,279.58127,278.4334952,9.139314617,-120.2401621,290.8479533,269.3679077,111.9779644,-92.34439408,284.6815605,287.6700379,285.6345882
57,-4.060676832,-68.87723378,301.2959764,276.918343,289.9725082,-82.97017116,-127.4843807,15.6657171,60.20143321,272.4726207,281.0836682,-63.22609733,-120.5376793,292.3973629,-52.81866054,-31.85881874,-98.6956019,284.6091618,290.5876149,279.4241443
58,9.604075078,-81.5749287,300.0271573,269.0445442,290.0553589,-34.78856212,-106.4937369,134.2082922,104.9466281,278.6890361,277.9071337,307.6680769,-124.6150908,289.2991662,272.9145499,-2.352933742,-98.55383573,285.6454982,290.6288331,45.04410735
59,-0.448983724,-80.77146548,300.1124475,273.3545289,289.6249683,-99.8788694,36.1588793,271.4534109,-64.06716854,266.2021777,278.579934,309.6592697,-125.317095,289.5868901,272.4191922,20.28352459,-99.03140237,287.9450487,-18.40394233,283.2516756
60,-22.69352548,-53.35195924,301.9387467,271.9327509,289.8973309,-81.68877213,-52.8881192,274.6524272,-108.3645121,276.5311817,279.8523418,308.7649445,-120.1031993,290.2415244,277.1258868,131.3791712,-99.35466867,284.6508849,-29.53737297,255.1155707
61,-18.73938181,-77.9637414,301.0827652,273.2081954,291.0683814,-93.26817909,-69.80909812,276.1098719,-72.35726695,274.3560428,279.4023726,310.0813615,-119.7740934,290.6779103,272.6730275,-19.47650387,-99.35289802,287.656662,289.6619283,284.3797799
62,-11.52105653,-26.97248285,301.3017423,271.205073,290.2149647,-99.76477458,-71.18881401,-32.00136802,-98.34508615,271.3911336,279.4813437,64.69233197,-119.4152836,289.4703836,-48.98553652,36.10167593,-96.18142594,137.2497133,0.244467644,-54.96565987
63,41.76057695,-55.8375319,301.5859971,273.578226,290.214803,-111.4157809,-92.54630904,266.9771304,71.42363852,268.4970064,281.2437903,306.9138744,-121.6905083,291.423217,271.0586683,35.19032504,-96.92110673,286.9508944,289.3943127,243.1810561
