,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29
10,-105.48466,-113.88617,-113.79616,-111.74593,-109.44851,-114.18962,-116.10675,-118.51039,-13.220104,-112.70659,-105.48466,-113.88617,-113.79616,-111.74593,-109.44851,-114.18962,-116.10675,-118.51039,-13.220104,-112.70659,-112.34652,-18.759808,-107.98748,-110.38267,-111.61158,-112.52956,-116.297844,-114.035706,-105.45011,-115.919785
11,-16.116024,-106.108444,-109.79647,-108.163994,-114.02786,-106.2247,-112.63071,-108.28718,-102.46771,-113.331474,-16.116024,-106.108444,-109.79647,-108.163994,-114.02786,-106.2247,-112.63071,-108.28718,-102.46771,-113.331474,-108.98075,-109.954414,-109.71104,-106.71374,-113.61446,-110.93073,-109.619896,-106.223724,-106.55546,-17.028748
12,-122.72066,-111.444824,-107.23746,-109.51977,-12.863321,-115.08338,-129.82742,-110.368385,-14.5085335,-106.96205,-122.72066,-111.444824,-107.23746,-109.51977,-12.863321,-115.08338,-129.82742,-110.368385,-14.5085335,-106.96205,-108.05024,-101.93671,-111.83896,-117.75993,-107.97298,-106.060196,-115.304375,-110.207214,-14.120356,-8.070343
13,-112.77614,-112.04978,-111.491745,-115.679504,-104.73235,-112.314804,-132.99162,-104.49494,-11.809078,-102.069466,-112.77614,-112.04978,-111.491745,-115.679504,-104.73235,-112.314804,-132.99162,-104.49494,-11.809078,-102.069466,-108.0055,-19.808325,-107.41044,-104.98517,-119.78235,-106.108604,-118.13438,-114.81096,-18.171724,-104.86248
14,-17.687351,-110.59572,-109.33877,-117.98927,-115.65825,-108.22962,-108.21685,-108.32682,-111.95534,-23.420511,-17.687351,-110.59572,-109.33877,-117.98927,-115.65825,-108.22962,-108.21685,-108.32682,-111.95534,-23.420511,-111.43088,-14.407501,-112.38295,-122.46556,-19.356325,-112.27583,-105.48093,-104.192375,-12.034762,-19.499432
15,-109.00993,-111.5833,-110.52304,-113.42098,-103.89773,-111.23511,-106.40287,-121.45267,-16.287806,-102.96619,-109.00993,-111.5833,-110.52304,-113.42098,-103.89773,-111.23511,-106.40287,-121.45267,-16.287806,-102.96619,-12.476141,-15.545706,-105.69155,-114.10692,-102.95204,-101.93925,-12.208453,-112.29607,-16.938461,-113.15877
16,-111.9654,-110.36887,-103.70302,-111.4646,-21.629852,-119.32387,-105.66205,-110.210556,-95.97374,-13.914878,-111.9654,-110.36887,-103.70302,-111.4646,-21.629852,-119.32387,-105.66205,-110.210556,-95.97374,-13.914878,-105.16207,-22.74844,-117.91514,-108.11966,-104.046455,-14.250542,-14.647344,-20.390097,-15.161821,-13.238345
17,-115.44384,-116.280106,-114.6427,-107.48952,-26.49551,-113.470825,-114.54611,-14.484145,-102.263596,-23.869167,-115.44384,-116.280106,-114.6427,-107.48952,-26.49551,-113.470825,-114.54611,-14.484145,-102.263596,-23.869167,-108.21527,-27.448307,-109.78581,-106.64574,-22.578327,-109.16336,-19.947378,-23.487001,-122.935425,-114.62533
18,-104.93927,-113.90324,-106.035645,-14.996922,-25.222578,-108.473404,-14.646128,-17.04523,-104.253235,-100.8217,-104.93927,-113.90324,-106.035645,-14.996922,-25.222578,-108.473404,-14.646128,-17.04523,-104.253235,-100.8217,-121.530716,-22.920597,-113.92132,-12.6440935,-116.80863,-106.1952,-111.97542,-100.960266,-15.4888525,-22.094559
19,-114.95213,-105.111115,-104.789474,-106.410736,-17.85587,-102.26133,-16.882523,-26.860607,-100.15064,-112.13745,-114.95213,-105.111115,-104.789474,-106.410736,-17.85587,-102.26133,-16.882523,-26.860607,-100.15064,-112.13745,-104.664215,-105.135544,-106.40841,-105.95129,-12.218164,-104.295425,-16.459393,-100.13929,-102.71456,-12.383433
20,-105.591805,-106.527985,-19.10738,-108.66125,-17.820845,-18.68738,-25.325262,-106.428406,-15.5572405,-21.977062,-105.591805,-106.527985,-19.10738,-108.66125,-17.820845,-18.68738,-25.325262,-106.428406,-15.5572405,-21.977062,-13.08544,-101.967735,-20.955507,-104.330605,-100.65873,-101.53909,-109.600235,-104.42966,-99.78652,-113.548454
21,-112.03395,-111.17211,-11.951861,-106.51732,-98.17536,-16.44077,-19.289549,-105.181435,-101.94361,-26.377495,-112.03395,-111.17211,-11.951861,-106.51732,-98.17536,-16.44077,-19.289549,-105.181435,-101.94361,-26.377495,-114.87626,-18.378616,-17.381477,-118.77927,-24.278658,-99.92866,-110.37649,-115.60074,-99.7609,-118.1754
22,-19.149538,-110.65264,-12.224475,-117.05496,-13.315491,-106.22889,-14.355672,-22.682722,-100.97543,-102.39452,-19.149538,-110.65264,-12.224475,-117.05496,-13.315491,-106.22889,-14.355672,-22.682722,-100.97543,-102.39452,-105.2467,-103.53028,-114.197426,-116.341446,-114.32276,-14.9024725,-16.536474,-18.717564,-101.799774,-109.93085
23,-14.435024,-18.82214,-104.375046,-103.04397,-17.85692,-14.421818,-17.745493,-16.91106,-11.696224,-20.764025,-14.435024,-18.82214,-104.375046,-103.04397,-17.85692,-14.421818,-17.745493,-16.91106,-11.696224,-20.764025,-20.246452,-23.50882,-104.654144,-105.538216,-23.139086,-104.15967,-103.50617,-19.557875,-11.517973,-15.070933
24,-113.570724,-12.657884,-102.78882,-104.92087,-102.91523,-105.20804,-15.433736,-103.72271,-15.529042,-18.15339,-113.570724,-12.657884,-102.78882,-104.92087,-102.91523,-105.20804,-15.433736,-103.72271,-15.529042,-18.15339,-16.054909,-101.30681,-25.969223,-13.181447,-18.006748,-11.285669,-21.755922,-112.104805,-12.637305,-101.74637
25,-110.215164,-24.103941,-9.1599865,-102.182205,-105.58026,-21.92994,-19.338917,-25.396072,-19.755379,-110.35698,-110.215164,-24.103941,-9.1599865,-102.182205,-105.58026,-21.92994,-19.338917,-25.396072,-19.755379,-110.35698,-19.644777,-21.511206,-105.450485,-100.73359,-112.11374,-101.49747,-13.314574,-17.835726,-8.214754,-104.29466
26,-103.72499,-107.317665,-15.840085,-103.273544,-101.74594,-16.477503,-119.76061,-109.085495,-17.521929,-106.65481,-103.72499,-107.317665,-15.840085,-103.273544,-101.74594,-16.477503,-119.76061,-109.085495,-17.521929,-106.65481,-11.838812,-9.756188,-19.230247,-108.93668,-101.54906,-116.85391,-13.787104,-109.10858,-101.52762,-103.9669
27,-101.59475,-114.52407,-11.667187,-103.99281,-13.648169,-15.033902,-19.555355,-13.138335,-16.812807,-12.606725,-101.59475,-114.52407,-11.667187,-103.99281,-13.648169,-15.033902,-19.555355,-13.138335,-16.812807,-12.606725,-15.187162,-16.09177,-111.40888,-12.064578,-16.336945,-22.908333,-115.300766,-16.36675,-102.16571,-109.25231
28,-19.68625,-14.269468,-13.856713,-109.79389,-99.82425,-13.975972,-99.8921,-101.38838,-21.198742,-8.498978,-19.68625,-14.269468,-13.856713,-109.79389,-99.82425,-13.975972,-99.8921,-101.38838,-21.198742,-8.498978,-99.18345,-13.470097,-102.28728,-12.483711,-18.807344,-98.82553,-112.757126,-116.194595,-114.738266,-104.42159
29,-15.183344,-108.35523,-113.114,-7.821425,-101.22685,-119.63261,-13.801,-22.274275,-17.791985,-17.12581,-15.183344,-108.35523,-113.114,-7.821425,-101.22685,-119.63261,-13.801,-22.274275,-17.791985,-17.12581,-14.265948,-8.771883,-18.165016,-17.119337,-111.554,-19.329865,-104.43306,-9.674894,-99.92849,-5.572386
30,-9.730846,-112.87546,-109.31405,-20.927252,-16.226551,-112.2633,-12.652945,-13.354212,-98.874756,-96.991356,-9.730846,-112.87546,-109.31405,-20.927252,-16.226551,-112.2633,-12.652945,-13.354212,-98.874756,-96.991356,-100.426926,-110.21902,-101.36946,-108.59715,-20.290176,-23.10942,-12.27741,-92.36946,-22.175959,-9.157119
31,-12.765502,-104.95235,-15.697518,-106.058815,-113.17284,-103.881905,-21.518234,-104.474236,-16.476973,-101.9345,-12.765502,-104.95235,-15.697518,-106.058815,-113.17284,-103.881905,-21.518234,-104.474236,-16.476973,-101.9345,-101.50935,-108.86482,-21.130241,-100.20272,-22.713306,-18.673601,-18.105623,-100.965324,-95.77775,-110.68102
32,-21.50581,-19.605492,-99.676605,-8.962063,-17.588259,-111.38804,-99.13787,-102.25862,-103.862816,-106.50344,-21.50581,-19.605492,-99.676605,-8.962063,-17.588259,-111.38804,-99.13787,-102.25862,-103.862816,-106.50344,-13.132825,-16.353317,-95.5981,-107.74504,-103.64193,-18.552782,-109.931114,-94.886246,-96.83447,-100.4328
33,-100.705025,-105.42181,-18.7704,-10.168907,-113.10426,-110.52577,-113.84099,-110.13966,-16.030447,-110.36998,-100.705025,-105.42181,-18.7704,-10.168907,-113.10426,-110.52577,-113.84099,-110.13966,-16.030447,-110.36998,-17.210371,-18.647985,-109.38377,-102.61305,-116.32944,-29.592623,-101.23244,-102.41578,-100.26517,-17.561192
34,-15.669257,-13.055744,-19.83207,-10.3782215,-15.712063,-103.33497,-13.041303,-100.85664,-21.757141,-103.336494,-15.669257,-13.055744,-19.83207,-10.3782215,-15.712063,-103.33497,-13.041303,-100.85664,-21.757141,-103.336494,-14.961655,-104.07089,-104.6385,-17.425568,-19.941463,-114.33037,-13.4057045,-16.83925,-14.612033,-109.95242
35,-111.12074,-107.47193,-111.65412,-119.5167,-105.25706,-13.898617,-98.48389,-12.838115,-97.55585,-116.40714,-111.12074,-107.47193,-111.65412,-119.5167,-105.25706,-13.898617,-98.48389,-12.838115,-97.55585,-116.40714,-14.401222,-113.57074,-113.71169,-16.552076,-120.958336,-13.38939,-103.77987,-7.0373106,-111.627045,-11.701488
36,-104.4488,-108.3726,-18.016798,-10.679509,-109.05414,-11.632477,-16.51281,-19.06184,-103.82498,-14.022652,-104.4488,-108.3726,-18.016798,-10.679509,-109.05414,-11.632477,-16.51281,-19.06184,-103.82498,-14.022652,-13.847728,-17.163633,-104.11246,-107.34542,-14.013785,-97.96192,-101.66292,-11.220453,-14.269755,-100.456184
37,-18.493433,-13.2463875,-104.644844,-101.923615,-109.89458,-99.34613,-15.559377,-20.074121,-22.989908,-17.241018,-18.493433,-13.2463875,-104.644844,-101.923615,-109.89458,-99.34613,-15.559377,-20.074121,-22.989908,-17.241018,-11.943533,-12.444497,-101.65974,-123.794266,-14.158485,-100.86617,-100.2055,-23.66474,-101.8091,-102.33883
38,-119.00099,-100.97192,-98.47956,-103.75596,-10.580604,-99.82758,-15.137078,-101.911415,-102.35194,-97.96452,-119.00099,-100.97192,-98.47956,-103.75596,-10.580604,-99.82758,-15.137078,-101.911415,-102.35194,-97.96452,-104.3806,-99.95547,-113.4337,-98.16027,-11.119744,-10.974695,-25.320112,-114.298744,-101.254486,-9.255582
39,-17.964767,-127.368324,-111.38771,-110.00199,-100.98643,-14.682312,-98.47043,-18.360468,-16.99212,-14.732281,-17.964767,-127.368324,-111.38771,-110.00199,-100.98643,-14.682312,-98.47043,-18.360468,-16.99212,-14.732281,-101.23111,-17.032375,-98.80923,-99.78217,-104.3887,-10.588273,-14.271588,-15.222527,-102.93367,-100.06795
40,-112.574524,-97.65673,-13.293096,-6.9552627,-129.1295,-101.853325,-98.648224,-101.48139,-104.18321,-112.290375,-112.574524,-97.65673,-13.293096,-6.9552627,-129.1295,-101.853325,-98.648224,-101.48139,-104.18321,-112.290375,-12.51395,-98.974144,-98.12255,-99.21262,-103.44205,-14.273934,-15.659201,-119.911446,-101.67925,-106.85809
41,-108.154625,-104.22001,-99.44084,-110.619576,-12.341077,-100.73886,-118.32063,-97.94085,-20.4092,-104.42016,-108.154625,-104.22001,-99.44084,-110.619576,-12.341077,-100.73886,-118.32063,-97.94085,-20.4092,-104.42016,-119.77139,-16.592178,-103.17274,-16.268417,-111.149704,-103.34881,-101.463554,-104.18814,-106.55923,-100.9161
42,-9.662243,-120.79326,-111.690125,-102.86806,-14.70957,-104.88347,-109.11674,-102.21113,-103.34124,-100.95856,-9.662243,-120.79326,-111.690125,-102.86806,-14.70957,-104.88347,-109.11674,-102.21113,-103.34124,-100.95856,-101.19167,-99.75196,-107.581375,-110.03283,-113.62227,-114.274536,-14.223708,-12.60365,-100.04201,-21.590662
43,-103.41224,-106.06873,-105.97646,-11.065841,-12.303976,-15.75549,-16.963865,-109.43946,-96.30494,-100.32697,-103.41224,-106.06873,-105.97646,-11.065841,-12.303976,-15.75549,-16.963865,-109.43946,-96.30494,-100.32697,-11.998648,-103.67098,-16.455729,-11.510311,-17.521437,-14.2097225,-114.096115,-102.36442,-111.17476,-110.72505
44,-101.36205,-101.221016,-15.477018,-119.577644,-13.8392105,-12.769886,-98.465385,-14.618453,-98.01864,-19.549082,-101.36205,-101.221016,-15.477018,-119.577644,-13.8392105,-12.769886,-98.465385,-14.618453,-98.01864,-19.549082,-17.259682,-102.08739,-10.267511,-119.13977,-109.40676,-114.75535,-14.457102,-99.951065,-20.627943,-113.34279
45,-100.85215,-104.53983,-17.043982,-15.202516,-106.42019,-9.609835,-105.332306,-17.561497,-13.965273,-22.357529,-100.85215,-104.53983,-17.043982,-15.202516,-106.42019,-9.609835,-105.332306,-17.561497,-13.965273,-22.357529,-15.8396845,-22.120636,-103.81604,-14.506669,-13.907546,-102.148506,-10.240896,-101.98148,-17.57957,-107.27497
46,-95.45595,-15.1323185,-108.17871,-100.475296,-101.90586,-17.895239,-12.925461,-111.71167,-99.71697,-112.69168,-95.45595,-15.1323185,-108.17871,-100.475296,-101.90586,-17.895239,-12.925461,-111.71167,-99.71697,-112.69168,-17.193592,-17.59226,-101.15501,-96.710205,-111.72046,-17.996624,-7.6221194,-19.176609,-96.86164,-14.651264
47,-21.006159,-109.35682,-98.938545,-101.712204,-95.57866,-16.231659,-96.24071,-17.62408,-20.76279,-99.31372,-21.006159,-109.35682,-98.938545,-101.712204,-95.57866,-16.231659,-96.24071,-17.62408,-20.76279,-99.31372,-101.46624,-101.423965,-20.306025,-95.1154,-23.887226,-98.468796,-108.77339,-117.318535,-110.9851,-14.224793
48,-112.85583,-109.754486,-98.53791,-127.95552,-17.493923,-11.7627945,-100.03555,-16.021872,-105.92645,-111.067245,-112.85583,-109.754486,-98.53791,-127.95552,-17.493923,-11.7627945,-100.03555,-16.021872,-105.92645,-111.067245,-13.669402,-99.53736,-113.992455,-114.30471,-111.13143,-111.69791,-12.008106,-105.80434,-9.193503,-107.32564
49,-15.576247,-16.010386,-99.21352,-100.846596,-13.910361,-118.90934,-110.2022,-23.52488,-25.56146,-114.626076,-15.576247,-16.010386,-99.21352,-100.846596,-13.910361,-118.90934,-110.2022,-23.52488,-25.56146,-114.626076,-16.106035,-11.331281,-101.48683,-98.88261,-110.09779,-99.80077,-99.93933,-106.95406,-12.929945,-101.15598
50,-14.727878,-9.509742,-98.95704,-12.328388,-18.659346,-107.6629,-111.31363,-26.592274,-19.891918,-120.442406,-14.727878,-9.509742,-98.95704,-12.328388,-18.659346,-107.6629,-111.31363,-26.592274,-19.891918,-120.442406,-111.63207,-102.56474,-98.61286,-21.35034,-101.315056,-108.44515,-15.415504,-107.69208,-10.061581,-100.18371
51,-111.204315,-15.987426,-114.37059,-14.637524,-12.241299,-16.619558,-19.524559,-111.66637,-100.97897,-13.891394,-111.204315,-15.987426,-114.37059,-14.637524,-12.241299,-16.619558,-19.524559,-111.66637,-100.97897,-13.891394,-110.42665,-109.2381,-116.356766,-21.079638,-15.975834,-101.39785,-13.0196705,-18.32136,-8.269381,-106.260704
52,-102.63931,-100.49692,-115.54048,-98.868904,-119.73967,-13.127636,-99.434494,-8.487336,-8.798567,-14.302346,-102.63931,-100.49692,-115.54048,-98.868904,-119.73967,-13.127636,-99.434494,-8.487336,-8.798567,-14.302346,-111.648026,-13.6661625,-15.615982,-101.30069,-115.48932,-11.972657,-17.161232,-102.36083,-14.802125,-18.09464
53,-15.808115,-19.695549,-115.396126,-99.978264,-9.179225,-13.221973,-14.359276,-17.42306,-111.175674,-111.97331,-15.808115,-19.695549,-115.396126,-99.978264,-9.179225,-13.221973,-14.359276,-17.42306,-111.175674,-111.97331,-112.13104,-17.292679,-101.29111,-14.4808,-111.98153,-112.39295,-108.82564,-100.29468,-10.122817,-108.990074
54,-122.17293,-11.599862,-108.8634,-21.121506,-12.402255,-13.199285,-100.239746,-111.2719,-118.72852,-14.556814,-122.17293,-11.599862,-108.8634,-21.121506,-12.402255,-13.199285,-100.239746,-111.2719,-118.72852,-14.556814,-112.249374,-98.95768,-99.775185,-112.39023,-96.85793,-13.215114,-92.47749,-101.5728,-111.47576,-14.644826
55,-103.76051,-102.3812,-106.28176,-107.4863,-8.60294,-15.262358,-10.903548,-12.670022,-101.80906,-100.86046,-103.76051,-102.3812,-106.28176,-107.4863,-8.60294,-15.262358,-10.903548,-12.670022,-101.80906,-100.86046,-99.06345,-116.70581,-22.86902,-99.946815,-98.19337,-102.42216,-108.34813,-16.879059,-98.76433,-101.27713
56,-101.5492,-103.47999,-97.71647,-103.24845,-13.11963,-16.185139,-13.387902,-16.114405,-101.31565,-98.13719,-101.5492,-103.47999,-97.71647,-103.24845,-13.11963,-16.185139,-13.387902,-16.114405,-101.31565,-98.13719,-98.08463,-19.352144,-100.19479,-113.65122,-13.233345,-109.24398,-9.270524,-110.48108,-103.831696,-112.61352
57,-105.722404,-25.814146,-100.98105,-20.228668,-14.824522,-19.43612,-118.640816,-116.4684,-16.018137,-101.27721,-105.722404,-25.814146,-100.98105,-20.228668,-14.824522,-19.43612,-118.640816,-116.4684,-16.018137,-101.27721,-13.638972,-113.24016,-122.20742,-101.68026,-109.7242,-111.5342,-12.72353,-96.61624,-18.371187,-14.447675
58,-24.84264,-116.772026,-114.08521,-111.971756,-17.177788,-102.308235,-106.57569,-22.586893,-98.464554,-7.3793883,-24.84264,-116.772026,-114.08521,-111.971756,-17.177788,-102.308235,-106.57569,-22.586893,-98.464554,-7.3793883,-97.64659,-103.201004,-102.078606,-104.07285,-16.811874,-97.450806,-12.528228,-100.773445,-9.732201,-14.381758
59,-18.796955,-16.575333,-101.74066,-112.98771,-13.604007,-99.217026,-117.28494,-10.090276,-9.408901,-16.602257,-18.796955,-16.575333,-101.74066,-112.98771,-13.604007,-99.217026,-117.28494,-10.090276,-9.408901,-16.602257,-13.894425,-99.09152,-16.105371,-16.321941,-111.38589,-22.00956,-102.061844,-97.286865,-19.920956,-15.930705
60,-13.658886,-109.50708,-99.193474,-10.139047,-98.67857,-106.577324,-127.168655,-12.735277,-106.02827,-100.72433,-13.658886,-109.50708,-99.193474,-10.139047,-98.67857,-106.577324,-127.168655,-12.735277,-106.02827,-100.72433,-15.136989,-20.459156,-20.880148,-99.492195,-16.415888,-10.29065,-11.270752,-14.837565,-13.429141,-18.734192
61,-12.024671,-18.600895,-95.90669,-13.702222,-95.80199,-100.21408,-95.05383,-105.91634,-18.150902,-101.10658,-12.024671,-18.600895,-95.90669,-13.702222,-95.80199,-100.21408,-95.05383,-105.91634,-18.150902,-101.10658,-100.17229,-20.679949,-104.11602,-102.7777,-101.01361,-18.067158,-110.41248,-97.14819,-9.220714,-13.169292
62,-111.826965,-105.64599,-111.57497,-114.48631,-110.53933,-96.4121,-98.97027,-101.55667,-15.801665,-95.45367,-111.826965,-105.64599,-111.57497,-114.48631,-110.53933,-96.4121,-98.97027,-101.55667,-15.801665,-95.45367,-100.311646,-114.70601,1.5285233,-107.17731,-109.59944,-100.60259,-9.638762,-98.25544,-11.308512,-110.24077
63,-12.747395,-102.294075,-114.42807,-115.92296,-13.059242,-13.748063,-99.21039,-97.946655,-13.801526,-118.03731,-12.747395,-102.294075,-114.42807,-115.92296,-13.059242,-13.748063,-99.21039,-97.946655,-13.801526,-118.03731,-97.912704,-15.671166,-104.422935,-19.2644,-15.080949,-12.856593,-107.7789,-8.4694805,-95.23933,-102.81405
64,-110.49265,-110.51892,-115.89261,-14.15602,-12.808771,-99.9643,-18.343546,-18.418592,-107.12253,-112.60773,-110.49265,-110.51892,-115.89261,-14.15602,-12.808771,-99.9643,-18.343546,-18.418592,-107.12253,-112.60773,-99.33243,-99.20508,-97.27072,-11.72245,-9.139707,-98.26242,-12.530011,-9.347422,-14.429042,-111.491905
65,-96.12716,-107.0382,-98.41504,-99.7915,-6.0034075,-98.76297,-10.24688,-22.623217,-7.4197345,-110.645744,-96.12716,-107.0382,-98.41504,-99.7915,-6.0034075,-98.76297,-10.24688,-22.623217,-7.4197345,-110.645744,-106.2409,-13.123794,-99.02906,-17.834581,-99.430374,-107.83999,-104.38016,-100.71842,-99.8497,-11.289272
66,-113.90864,-117.920944,-17.064875,-99.3629,-118.8929,-99.985565,-15.61265,-23.316467,-108.375015,-118.69554,-113.90864,-117.920944,-17.064875,-99.3629,-118.8929,-99.985565,-15.61265,-23.316467,-108.375015,-118.69554,-91.67169,-102.62812,-16.661722,-99.4799,-18.451635,-18.013422,-108.21698,-114.64138,-110.136444,-108.94293
67,-97.21052,-18.575647,-17.769957,-33.546524,-9.759021,-14.944999,-100.42486,-100.074776,-99.990456,-119.126884,-97.21052,-18.575647,-17.769957,-33.546524,-9.759021,-14.944999,-100.42486,-100.074776,-99.990456,-119.126884,-114.50047,-100.346695,-111.047714,-14.173613,-16.74576,-105.32439,-11.398158,-107.47155,-10.286008,-119.77722
68,-112.206856,-18.801918,-114.0712,-110.99926,-10.018672,-99.760956,-15.1756,-12.820282,-112.50296,-17.918247,-112.206856,-18.801918,-114.0712,-110.99926,-10.018672,-99.760956,-15.1756,-12.820282,-112.50296,-17.918247,-5.5006986,-99.78187,-110.182915,-14.431743,-109.770195,-113.681046,-99.49919,-98.7034,-15.5996065,-99.24121
69,-15.319805,-104.61896,-108.07893,-101.136444,-16.376345,-20.08355,-12.508132,-17.684292,-116.897,-100.5439,-15.319805,-104.61896,-108.07893,-101.136444,-16.376345,-20.08355,-12.508132,-17.684292,-116.897,-100.5439,-98.50281,-15.142855,-106.95599,-108.62802,-12.43087,-97.59421,-103.8696,-8.696025,-110.622826,-12.806751
70,-97.3884,-112.4239,-99.87425,-99.76521,-95.80525,-102.04662,-17.119131,-15.669942,-17.670465,-100.08326,-97.3884,-112.4239,-99.87425,-99.76521,-95.80525,-102.04662,-17.119131,-15.669942,-17.670465,-100.08326,-10.022777,-22.156357,-125.36244,-109.580505,-20.549133,-97.29264,-112.52991,-13.159038,-6.5005136,-120.24668
71,-100.59031,-124.97085,-106.103584,-104.5786,-97.80394,-13.044132,-103.65319,-112.35066,-10.053422,-27.520195,-100.59031,-124.97085,-106.103584,-104.5786,-97.80394,-13.044132,-103.65319,-112.35066,-10.053422,-27.520195,-11.0541725,-113.15731,-17.420412,-12.512092,-17.479546,-17.305477,-110.4315,-111.9245,-11.0357065,-111.95302
72,-99.93182,-114.60052,-97.908875,-111.48538,-11.538313,-14.279912,-108.94596,-19.431269,-20.731081,-110.35994,-99.93182,-114.60052,-97.908875,-111.48538,-11.538313,-14.279912,-108.94596,-19.431269,-20.731081,-110.35994,-97.817986,-98.61036,-101.95204,-118.49096,-97.65095,-103.04561,-13.333906,-99.48631,-99.270546,-107.703545
73,-99.70436,-26.602518,-114.83824,-109.71072,-108.783966,-10.360716,-99.732506,-19.825891,-108.77089,-99.03933,-99.70436,-26.602518,-114.83824,-109.71072,-108.783966,-10.360716,-99.732506,-19.825891,-108.77089,-99.03933,-107.34118,-19.862432,-10.360421,-116.87283,-14.788425,-97.13162,-105.89067,-100.08739,-110.19568,-14.79404
74,-109.39547,-110.228676,-101.13246,-125.503456,-110.44685,-108.39605,-101.447876,-18.321795,-10.676237,-100.79333,-109.39547,-110.228676,-101.13246,-125.503456,-110.44685,-108.39605,-101.447876,-18.321795,-10.676237,-100.79333,-98.11222,-16.75084,-13.130229,-102.2572,-93.91079,-109.85907,-99.685234,-100.022896,-111.25559,-108.784454
