,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29,It 30,It 31,It 32,It 33,It 34,It 35,It 36,It 37,It 38,It 39
0,-119.65269,-27.192327,-23.288815,-118.7527,-123.24822,-98.99721,-109.96219,-112.986786,-26.065453,-123.47363,-26.359669,-23.639551,-15.996177,-105.94057,-125.69429,-105.9408,-28.839378,-106.20754,-107.81759,-25.838379,-32.351257,-110.866066,-38.21421,-109.85785,-32.362995,-27.0793,-103.45815,-122.40183,-35.77646,-102.263435,-107.42614,-118.91803,-31.001955,-37.919865,-108.39078,-113.3507,-30.799255,-130.21568,-102.71765,-28.506495
1,-21.70394,-24.56378,-103.69566,-120.81346,-120.283775,-114.39917,-110.81537,-114.81261,-29.124275,-101.906235,-39.27317,-105.13194,-24.386211,-110.15885,-35.968884,-41.85208,-26.537823,-121.32071,-108.417336,-112.19428,-126.05563,-106.96348,-114.63247,-114.35338,-108.90691,-108.16881,-26.039011,-100.12983,-109.00583,-101.59883,-108.37976,-124.16076,-33.252052,-114.75444,-110.62314,-108.68802,-108.56368,-36.506695,-33.283962,-100.360825
2,-29.771421,-115.056595,-110.95552,-18.038689,-112.16303,-115.25194,-119.03313,-119.286575,-22.635183,-31.305105,-115.08988,-26.574528,-115.59011,-110.02671,-32.712692,-108.14765,-120.053635,-105.15295,-118.18682,-116.55563,-111.179924,-111.84752,-115.313324,-115.307884,-23.92254,-116.70229,-20.495937,-118.05943,-107.798584,-110.966415,-110.56095,-23.581356,-108.21542,-111.73084,-109.5993,-116.660614,-26.898987,-28.122368,-37.779346,-100.39491
3,-37.148712,-115.724,-121.73599,-22.216648,-114.868546,-112.45264,-116.40162,-111.63253,-115.546555,-28.167542,-118.10324,-35.72476,-114.729904,-115.330826,-115.77572,-118.48632,-113.49187,-24.763962,-123.42334,-116.14454,-118.506966,-110.61654,-112.42436,-115.835396,-112.90541,-111.79118,-25.07765,-27.484537,-111.2225,-107.205124,-113.17509,-113.99984,-111.09515,-111.92255,-112.63004,-121.03531,-108.92717,-25.98481,-112.16248,-102.1921
4,-35.555847,-117.26008,-128.7626,-103.0749,-114.32628,-111.04923,-128.42595,-111.33023,-118.01801,-113.42065,-110.933556,-112.31829,-120.72599,-115.660324,-100.265114,-116.11403,-118.6915,-113.90851,-118.46884,-118.23145,-118.31865,-112.17784,-119.47383,-112.21263,-22.443556,-116.54087,-20.907583,-28.366106,-106.55086,-114.42357,-115.997314,-112.86286,-109.37687,-116.11244,-115.10294,-114.52803,-115.59915,-16.18733,-110.26738,-127.97275
5,-33.15807,-118.75372,-115.85481,-21.57686,-113.27282,-114.43736,-115.429054,-109.82065,-113.4157,-111.65106,-108.71025,-112.87625,-114.870224,-115.79797,-105.128716,-115.10849,-119.45322,-111.56037,-113.04814,-123.069,-117.540375,-121.06707,-113.77358,-117.85878,-113.769424,-114.76687,-25.908634,-24.492203,-109.16327,-107.04857,-114.52597,-114.5787,-120.47008,-117.757484,-120.42352,-119.70009,-114.92198,-108.72348,-113.28153,-28.367924
6,-115.48055,-113.038765,-114.12129,-116.18933,-115.88769,-125.24289,-112.76867,-115.67086,-118.89717,-115.74586,-115.55626,-114.182205,-109.33662,-107.43876,-114.849915,-112.443726,-121.95615,-27.027971,-107.82454,-113.92833,-120.55095,-115.40214,-113.79597,-115.533615,-117.013405,-114.69814,-120.050705,-29.74157,-116.201126,-113.90762,-116.59399,-111.8875,-108.51543,-116.94502,-115.90702,-118.178635,-111.59673,-113.62763,-113.644264,-24.924473
7,-113.17626,-117.67178,-119.65553,-110.42832,-120.85514,-120.48711,-117.01048,-120.72487,-117.63079,-124.325195,-115.95563,-118.48006,-115.32948,-108.887054,-117.2825,-108.10827,-118.16846,-112.97208,-109.44452,-112.96651,-114.31119,-126.4348,-114.81761,-115.77966,-117.36931,-114.96218,-111.8693,-33.177795,-117.6575,-120.13124,-107.91583,-118.84826,-114.84066,-116.0943,-112.72659,-121.30353,-120.80316,-114.10269,-115.74812,-114.1494
8,-115.82094,-112.18528,-121.890175,-117.1405,-119.68321,-119.13234,-114.51542,-121.218925,-121.13214,-117.98459,-116.59061,-116.73254,-117.51279,-110.5082,-111.89337,-114.43923,-113.47257,-114.51082,-113.94192,-106.698296,-115.43863,-118.46825,-114.58012,-116.80387,-121.12568,-117.85306,-108.69866,-29.978786,-113.33155,-117.30816,-122.47889,-33.725628,-120.834656,-119.06216,-113.76546,-117.29699,-115.683395,-123.271385,-126.1947,-117.64789
9,-114.202995,-109.43266,-116.94097,-116.298416,-112.35354,-119.40996,-118.87553,-109.16671,-120.970146,-117.04504,-116.378044,-109.968956,-120.86433,-118.48488,-114.481804,-114.83827,-116.520035,-114.41119,-114.237976,-112.13546,-116.44551,-120.827034,-116.09442,-119.41493,-112.942795,-111.782745,-118.229454,-31.265732,-123.602325,-116.180984,-126.596954,-28.46904,-121.43974,-122.26012,-117.03932,-116.824814,-112.35658,-116.311966,-118.608734,-110.521255
