,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29
13,289.0265974,312.5614126,308.0117405,304.5515818,316.6475382,-19.71560523,312.3445093,311.2402201,299.9343522,303.5559647,289.0265974,312.5614126,308.0117405,304.5515818,316.6475382,-19.71560523,312.3445093,311.2402201,299.9343522,303.5559647,303.744852,316.3586489,296.2086809,291.0404502,314.3320787,125.8040756,304.7260843,312.8429725,316.6444464,316.6616985
14,288.4770102,200.2816573,309.5198704,306.2723779,316.7070488,30.11392858,313.3415555,311.6695749,299.0042787,305.2401057,288.4770102,200.2816573,309.5198704,306.2723779,316.7070488,30.11392858,313.3415555,311.6695749,299.0042787,305.2401057,307.1987477,315.9743573,297.2750717,293.3171356,313.409229,96.14576186,306.2293025,312.9506629,316.0687138,317.0064262
15,290.5841168,314.9535972,308.5834055,305.5718537,315.8696554,-11.04793163,310.7129438,310.7613036,298.73624,305.2835282,290.5841168,314.9535972,308.5834055,305.5718537,315.8696554,-11.04793163,310.7129438,310.7613036,298.73624,305.2835282,304.1924885,315.8680448,296.7936826,291.7069143,314.4080386,-16.46590408,305.0729324,313.5501291,315.8385843,317.9158906
16,289.8425485,315.5505563,308.6556864,307.5875032,315.6723496,-6.296555531,310.878556,310.9804911,300.8932641,305.0643532,289.8425485,315.5505563,308.6556864,307.5875032,315.6723496,-6.296555531,310.878556,310.9804911,300.8932641,305.0643532,304.4054944,315.3449413,296.1147357,283.9402593,313.7490059,-18.08844956,304.9135829,312.9563474,316.3670961,317.303003
17,288.4792647,315.2069192,309.0566876,305.8008722,317.0227317,-14.12027582,310.5290538,312.5533188,300.6027988,305.1315473,288.4792647,315.2069192,309.0566876,305.8008722,317.0227317,-14.12027582,310.5290538,312.5533188,300.6027988,305.1315473,307.4121584,315.2116811,296.6988506,156.0511967,312.7693508,-24.68653341,305.0308474,-76.19240881,316.5606445,318.0582869
18,287.8513876,315.6837716,309.3866046,306.2075668,317.0250468,-23.4937387,310.8972625,310.5333321,299.9114388,304.7012446,287.8513876,315.6837716,309.3866046,306.2075668,317.0250468,-23.4937387,310.8972625,310.5333321,299.9114388,304.7012446,305.5384841,316.0475222,298.1870756,294.1020345,313.5707141,24.41833643,304.8529537,311.2457415,317.0739421,318.1872768
19,286.9732332,315.1069589,309.6634571,301.4470749,317.1779175,131.2172696,311.7482299,311.043522,300.5757439,304.3057694,286.9732332,315.1069589,309.6634571,301.4470749,317.1779175,131.2172696,311.7482299,311.043522,300.5757439,304.3057694,303.9409942,314.4166351,298.7072663,291.9458643,313.5268749,24.85663529,304.0469043,312.7788567,316.3386972,317.3521742
20,291.9975644,314.069379,308.5731646,306.0618713,316.7902199,20.72157516,312.5244483,311.1040929,300.4935613,305.8188301,291.9975644,314.069379,308.5731646,306.0618713,316.7902199,20.72157516,312.5244483,311.1040929,300.4935613,305.8188301,305.7222146,316.4617879,296.3310128,292.7156798,313.3876778,28.36839642,305.8007278,314.3935515,316.7473971,316.6565071
21,289.181418,314.436504,308.479354,307.2175305,316.3318588,95.67987347,312.4154237,310.9181021,300.4993274,303.8771884,289.181418,314.436504,308.479354,307.2175305,316.3318588,95.67987347,312.4154237,310.9181021,300.4993274,303.8771884,302.9674437,316.3371593,296.9078659,293.3535851,313.5135958,134.078559,303.7592532,313.4054055,316.2234628,317.9149261
22,288.2927025,315.8390779,308.60669,307.4071021,316.391581,-15.38678345,312.769959,313.3701997,300.7338001,305.2147848,288.2927025,315.8390779,308.60669,307.4071021,316.391581,-15.38678345,312.769959,313.3701997,300.7338001,305.2147848,305.1451743,315.3999856,299.218184,296.3457443,313.4812515,29.08462336,303.2201921,313.2753368,315.4030021,316.9074969
23,286.4505309,316.5671528,128.3294151,98.16730927,316.1299612,-25.7778673,311.5429307,311.9765394,300.2960095,305.1337081,286.4505309,316.5671528,128.3294151,98.16730927,316.1299612,-25.7778673,311.5429307,311.9765394,300.2960095,305.1337081,304.0807416,316.8237251,25.30957713,293.7259663,313.2950427,-14.82776195,304.1514294,36.01618502,316.1034326,317.1642496
24,291.3700352,313.6676388,307.8032148,309.5394372,316.7147475,32.23873613,311.5582883,313.0871611,299.7739315,304.5109399,291.3700352,313.6676388,307.8032148,309.5394372,316.7147475,32.23873613,311.5582883,313.0871611,299.7739315,304.5109399,301.3947075,316.5804886,298.2005897,133.0647293,313.6149404,-24.59957131,305.4102912,312.2346502,316.6583798,317.1706347
25,286.2635421,315.8234308,308.4660576,307.6935014,317.2371413,100.7238044,310.8756106,311.2413609,301.637573,304.3624646,286.2635421,315.8234308,308.4660576,307.6935014,317.2371413,100.7238044,310.8756106,311.2413609,301.637573,304.3624646,302.9720662,316.7951234,298.7902205,291.1628052,313.8705138,125.7324231,304.2639432,313.5678893,316.3426842,317.5150876
26,286.9618972,315.9665102,307.2898679,307.212622,316.0091684,40.16164354,312.9620254,311.0758728,300.4796449,305.2789934,286.9618972,315.9665102,307.2898679,307.212622,316.0091684,40.16164354,312.9620254,311.0758728,300.4796449,305.2789934,303.2154337,316.6612597,298.7917338,294.8854913,313.0056423,-56.35094068,305.1236868,313.5900787,316.2569179,316.9325778
27,291.1024371,314.9185193,308.2554754,301.57161,316.2579346,-20.44298038,311.8699568,311.7909364,299.5974165,305.0877474,291.1024371,314.9185193,308.2554754,301.57161,316.2579346,-20.44298038,311.8699568,311.7909364,299.5974165,305.0877474,306.5184449,316.0637901,300.0652334,293.0595562,313.233687,100.4512479,306.5763526,132.975504,316.6834067,318.0689629
28,287.6278146,313.2708425,308.645808,307.257998,317.1547015,-23.4777161,311.7485911,312.6594343,300.3807139,303.7857357,287.6278146,313.2708425,308.645808,307.257998,317.1547015,-23.4777161,311.7485911,312.6594343,300.3807139,303.7857357,304.0062223,315.8637989,295.9346601,291.7992825,314.2914,-29.22632663,304.4143745,-103.2210803,317.3889776,318.123196
29,284.6686406,312.1077175,309.1008908,306.0983484,315.4735168,-1.445008098,311.3277421,311.095978,299.9116743,304.3556005,284.6686406,312.1077175,309.1008908,306.0983484,315.4735168,-1.445008098,311.3277421,311.095978,299.9116743,304.3556005,303.0937644,315.3108021,297.0981843,287.1450141,314.4336708,-28.46063103,304.2354754,-68.11525931,316.8376409,318.4333714
30,291.4121225,315.1736967,308.4572813,308.264381,317.2162291,7.785215724,313.443641,312.6724673,299.5819869,304.1516712,291.4121225,315.1736967,308.4572813,308.264381,317.2162291,7.785215724,313.443641,312.6724673,299.5819869,304.1516712,306.6437333,314.927454,297.8390041,291.1011751,313.9913162,-18.75417211,304.4776425,26.1410396,316.9385102,318.4873593
31,287.8100662,311.7932505,309.128583,307.7159193,316.6069416,115.5958719,311.5652779,312.2938659,300.1958463,103.9855343,287.8100662,311.7932505,309.128583,307.7159193,316.6069416,115.5958719,311.5652779,312.2938659,300.1958463,103.9855343,307.2441061,316.1523357,298.9192807,-61.61930055,313.6772936,27.33878189,305.0303768,-29.24083172,315.9197634,317.4517029
32,288.4007419,316.2824853,308.7346498,307.6591832,317.2649536,78.60268453,312.0407432,310.3738217,299.3340485,305.2650403,288.4007419,316.2824853,308.7346498,307.6591832,317.2649536,78.60268453,312.0407432,310.3738217,299.3340485,305.2650403,305.3366466,316.5349403,297.6399589,291.3417655,312.6495752,-28.24196794,306.0987555,-105.0651757,315.2485772,316.9916223
33,168.6650107,316.4563279,309.0003249,306.2196849,315.6554525,80.17150942,312.6572217,310.4286963,301.4245519,304.5988816,168.6650107,316.4563279,309.0003249,306.2196849,315.6554525,80.17150942,312.6572217,310.4286963,301.4245519,304.5988816,306.7393769,315.5655928,298.6014329,61.38145804,313.0857607,-15.26570955,303.6057606,74.54378925,316.5099423,317.1634035
34,289.8204913,313.0540528,309.6089333,303.5543696,315.5329425,-18.30831432,311.6077215,312.0018398,299.3661074,303.3879567,289.8204913,313.0540528,309.6089333,303.5543696,315.5329425,-18.30831432,311.6077215,312.0018398,299.3661074,303.3879567,304.3512884,317.0943558,298.7929578,-83.26526868,313.3715459,112.966544,304.8727196,-73.25489723,315.9814287,317.9177977
35,290.4492141,315.2099221,307.9094343,301.4588032,316.7412257,-6.851347897,312.9756022,312.5399013,299.8803394,304.7641476,290.4492141,315.2099221,307.9094343,301.4588032,316.7412257,-6.851347897,312.9756022,312.5399013,299.8803394,304.7641476,304.6601996,316.0183219,298.1788332,293.1011777,313.9379914,-29.22018443,304.8182914,-55.60575952,316.3239919,318.1183561
36,167.0382723,317.5374563,309.6154161,308.0912633,316.0929358,-3.321994953,312.9546885,311.3112495,301.4101568,304.0432159,167.0382723,317.5374563,309.6154161,308.0912633,316.0929358,-3.321994953,312.9546885,311.3112495,301.4101568,304.0432159,302.9663665,315.7058699,297.3463432,47.37877461,314.0523256,-24.19076044,306.1494521,-105.4895366,316.6248748,317.2636065
37,288.881775,314.6569594,309.6931723,306.9903285,316.1959069,9.433431723,311.3309618,312.1583179,47.0442716,303.5234288,288.881775,314.6569594,309.6931723,306.9903285,316.1959069,9.433431723,311.3309618,312.1583179,47.0442716,303.5234288,305.9492928,316.5980999,296.7689534,-53.95156935,313.976439,130.0092237,303.9185384,-105.2590138,316.3249889,317.4258623
38,282.7531736,316.1586198,52.9784781,307.8702518,316.0541606,139.935424,311.6991446,312.4047677,26.6904155,304.0579323,282.7531736,316.1586198,52.9784781,307.8702518,316.0541606,139.935424,311.6991446,312.4047677,26.6904155,304.0579323,306.4140087,317.1595336,297.8151805,290.6539755,313.7331539,101.4785406,305.3837562,312.4559299,316.1544891,318.5765534
39,284.7297585,314.6488941,307.590209,307.4088408,315.9537185,-19.62107285,311.0910127,310.9974415,37.29778233,304.443291,284.7297585,314.6488941,307.590209,307.4088408,315.9537185,-19.62107285,311.0910127,310.9974415,37.29778233,304.443291,305.2905477,314.2317693,299.0041119,160.6867896,314.505202,60.72048697,305.3389312,109.8589187,315.7536735,316.7318062
40,289.1584936,316.4207446,310.2009431,309.1841924,314.9970806,-5.080571716,313.2287207,311.9684435,299.1902817,305.4461754,289.1584936,316.4207446,310.2009431,309.1841924,314.9970806,-5.080571716,313.2287207,311.9684435,299.1902817,305.4461754,303.4796429,316.5680141,297.5749586,287.2655253,314.1129367,7.424415121,304.8588724,312.4161532,315.7980497,316.6182841
41,291.2855313,314.8405153,308.7984938,308.812914,314.9114592,90.91374783,310.7455901,310.5996457,299.2791775,305.1233656,291.2855313,314.8405153,308.7984938,308.812914,314.9114592,90.91374783,310.7455901,310.5996457,299.2791775,305.1233656,301.9003533,314.6130769,297.0294167,293.7033546,313.5480682,104.8287158,303.4388156,312.6759564,316.9548617,316.940494
42,290.1926756,315.9301117,308.1265601,305.8847379,317.0473516,-36.27259736,310.7580133,311.3710661,299.0288712,303.2073956,290.1926756,315.9301117,308.1265601,305.8847379,317.0473516,-36.27259736,310.7580133,311.3710661,299.0288712,303.2073956,302.9433928,317.1502666,297.9270251,99.35053501,313.7954389,130.4908175,303.7606712,-70.24076464,316.265497,318.5294947
43,286.031182,316.3598823,308.7965368,306.1089142,316.5191008,86.405256,312.158148,311.9720496,299.0857972,304.8133913,286.031182,316.3598823,308.7965368,306.1089142,316.5191008,86.405256,312.158148,311.9720496,299.0857972,304.8133913,303.7671309,315.7736727,298.5534991,290.0878684,313.5092028,-8.518524736,302.9294086,32.68398951,316.7393968,317.993317
44,286.7437324,315.0870835,307.6106134,308.4279999,316.4451907,13.06966309,311.7409412,312.2524968,299.1007831,304.4086086,286.7437324,315.0870835,307.6106134,308.4279999,316.4451907,13.06966309,311.7409412,312.2524968,299.1007831,304.4086086,303.719961,315.3914049,297.9315911,292.3200044,313.7242501,99.11602165,302.1532514,-79.77489733,315.1181064,317.5702681
45,289.3806538,316.1611306,308.7034474,305.8294316,315.2295045,-1.509503492,311.5295857,311.6905468,300.4360465,303.7117638,289.3806538,316.1611306,308.7034474,305.8294316,315.2295045,-1.509503492,311.5295857,311.6905468,300.4360465,303.7117638,306.4490948,317.2365375,297.8026089,292.5158307,314.0692865,17.37054665,304.9680606,-101.1858913,315.7900222,317.4589469
46,287.3455921,314.9656456,307.55262,307.6783971,314.8205698,-33.03364193,311.3046983,311.7187113,299.9345635,305.7708503,287.3455921,314.9656456,307.55262,307.6783971,314.8205698,-33.03364193,311.3046983,311.7187113,299.9345635,305.7708503,305.68309,316.0772755,298.5078947,290.4318023,313.5388412,-39.15184333,305.2348572,-57.28335098,316.316977,318.4597286
47,285.0394196,316.5152569,307.9758081,306.9211649,316.5577897,-4.600548833,311.8113139,311.6850134,300.0602924,304.2914328,285.0394196,316.5152569,307.9758081,306.9211649,316.5577897,-4.600548833,311.8113139,311.6850134,300.0602924,304.2914328,303.5189899,316.3067418,297.0796651,40.55339031,313.8639242,51.84286694,304.8262744,311.7555217,316.3760141,318.0302624
48,290.6698787,315.276698,307.239666,306.0683166,315.499997,-20.67821779,312.979192,312.3992394,300.264058,303.3460435,290.6698787,315.276698,307.239666,306.0683166,315.499997,-20.67821779,312.979192,312.3992394,300.264058,303.3460435,305.2164802,315.320974,297.7095861,293.3287482,313.7008402,-5.605254632,303.4489438,70.67552322,315.91727,316.47172
49,292.3675446,314.7390873,308.5317766,307.8204724,315.6215375,58.12621317,312.9473673,312.1556615,299.066681,304.2087151,292.3675446,314.7390873,308.5317766,307.8204724,315.6215375,58.12621317,312.9473673,312.1556615,299.066681,304.2087151,304.4992883,316.2926263,295.3219086,290.1454062,313.5735201,124.7487363,304.3374131,313.9049059,315.8493235,317.2854325
50,292.8271468,314.5754008,308.9221313,301.3335365,315.9781645,-8.746911699,312.3285345,312.1005596,298.4459658,305.8464787,292.8271468,314.5754008,308.9221313,301.3335365,315.9781645,-8.746911699,312.3285345,312.1005596,298.4459658,305.8464787,303.8338236,316.2068077,297.5475556,286.9486734,313.8925141,64.97186426,304.4119388,142.2369545,316.9739275,318.1228722
51,288.4284132,315.5223685,308.2995492,304.6240468,316.5565636,169.2708697,312.0241773,311.4685162,299.9692757,304.1843857,288.4284132,315.5223685,308.2995492,304.6240468,316.5565636,169.2708697,312.0241773,311.4685162,299.9692757,304.1843857,305.6926901,315.7065009,296.8453718,126.0973202,312.6219655,27.36108606,304.7720133,118.5143813,316.2593595,315.9765181
52,288.4149633,315.3029037,307.9678428,307.1773131,314.7976633,63.04343737,312.9382084,312.0919684,300.6119183,304.1161098,288.4149633,315.3029037,307.9678428,307.1773131,314.7976633,63.04343737,312.9382084,312.0919684,300.6119183,304.1161098,303.0299761,316.6682246,298.0406158,290.2200082,314.1090941,53.32006929,302.4438608,25.05403594,316.2859673,317.6317598
53,291.0707577,315.034933,307.5604336,306.2268328,316.0661099,-13.79594961,312.2432921,311.7119677,50.87925954,302.7465454,291.0707577,315.034933,307.5604336,306.2268328,316.0661099,-13.79594961,312.2432921,311.7119677,50.87925954,302.7465454,305.8876956,315.9115046,297.4190529,292.472091,313.688812,61.74485058,304.9623864,313.1417279,316.1575621,317.9198373
54,287.678161,313.7279009,309.5008899,307.1429103,316.9435584,19.5073482,312.164013,312.1805529,300.0561009,305.06009,287.678161,313.7279009,309.5008899,307.1429103,316.9435584,19.5073482,312.164013,312.1805529,300.0561009,305.06009,303.8914227,316.4371343,298.1032923,86.4058838,313.7612995,-56.34185657,304.3805338,69.93886023,316.0360588,317.7192897
55,289.8545713,315.2775458,307.7732363,307.7236997,316.4644994,39.91691403,312.7162922,312.4887538,301.1038166,303.6082597,289.8545713,315.2775458,307.7732363,307.7236997,316.4644994,39.91691403,312.7162922,312.4887538,301.1038166,303.6082597,303.3041319,315.5312209,298.1115533,-5.560564195,313.9525931,-39.09125446,305.3934805,307.6877408,315.9599357,315.8605969
56,290.6863814,315.9193488,309.6354106,307.3821118,316.149263,39.41941243,311.7165354,310.7723721,298.4479125,303.908181,290.6863814,315.9193488,309.6354106,307.3821118,316.149263,39.41941243,311.7165354,310.7723721,298.4479125,303.908181,304.2541975,315.8956179,297.7817803,292.2372586,313.1521477,98.05547555,305.2807311,312.868933,315.9571807,317.5397458
57,284.9643958,316.5704485,309.5760288,307.3462897,316.227667,-30.44704628,310.9578983,311.666855,301.6687243,304.4010721,284.9643958,316.5704485,309.5760288,307.3462897,316.227667,-30.44704628,310.9578983,311.666855,301.6687243,304.4010721,305.2661748,316.0767968,297.7641877,292.1185581,313.2574575,73.73944111,305.0954449,0.5182102,315.3666205,317.8411163
58,287.6932497,315.1660887,308.2441799,309.2612526,316.9922479,175.2405522,311.9393282,310.2565368,-10.30972271,304.9864029,287.6932497,315.1660887,308.2441799,309.2612526,316.9922479,175.2405522,311.9393282,310.2565368,-10.30972271,304.9864029,303.0719692,316.9565137,297.3566958,-12.61855536,313.8445923,-21.75419702,303.5450286,310.9865699,317.4229737,317.8111762
59,293.5696253,315.4145842,308.8667662,305.3622692,316.9040435,45.91918219,312.7925356,312.0960212,299.7228701,304.9725237,293.5696253,315.4145842,308.8667662,305.3622692,316.9040435,45.91918219,312.7925356,312.0960212,299.7228701,304.9725237,303.4549465,316.7159621,148.5472846,290.99328,313.9871628,-8.216570995,303.7540917,-84.43433709,316.6274221,317.8053358
60,286.9235449,315.9993129,309.4557847,309.0255627,315.9229809,14.47612814,311.552265,311.1082994,298.9844068,304.0454837,286.9235449,315.9993129,309.4557847,309.0255627,315.9229809,14.47612814,311.552265,311.1082994,298.9844068,304.0454837,302.445132,315.9158736,296.7693366,292.9029258,313.8259515,2.605668338,304.5160085,-6.11381897,315.9357839,318.3509321
61,288.9043593,315.9156376,309.2282198,307.7484228,316.1310266,33.48101679,311.1576877,313.1391061,299.9318083,304.2402867,288.9043593,315.9156376,309.2282198,307.7484228,316.1310266,33.48101679,311.1576877,313.1391061,299.9318083,304.2402867,305.4425071,314.6412549,297.8394358,-72.94654037,313.5563288,24.64383266,305.1562845,-104.7236226,315.586172,317.9732839
62,290.7187597,314.4346161,308.9218273,307.3819725,316.9233727,54.31663077,312.7971132,311.8994299,300.8603703,304.8338973,290.7187597,314.4346161,308.9218273,307.3819725,316.9233727,54.31663077,312.7971132,311.8994299,300.8603703,304.8338973,305.8936999,316.7018976,299.7089024,150.1708929,314.1838135,84.90552614,304.6109282,311.9834752,315.7010447,318.0525983
63,290.7636765,314.8872553,309.5447443,304.2669604,316.0500492,19.22622707,312.3185385,311.5146248,300.0135183,304.5907737,290.7636765,314.8872553,309.5447443,304.2669604,316.0500492,19.22622707,312.3185385,311.5146248,300.0135183,304.5907737,306.5380939,315.2858796,296.9990555,295.3590223,313.2650568,5.22908327,303.5313772,312.216973,315.4695914,317.440072
64,290.7323032,316.449533,309.4301245,56.92520493,317.2821922,9.521748327,311.4283013,310.6858124,78.97731223,305.969872,290.7323032,316.449533,309.4301245,56.92520493,317.2821922,9.521748327,311.4283013,310.6858124,78.97731223,305.969872,301.5095301,316.3815303,296.2692785,290.1533204,313.6957599,63.61188149,303.93811,-29.36253455,316.9053114,317.7996754
65,286.96816,315.1844463,308.6304627,305.3540805,316.7588859,56.74979503,311.9839863,310.9940297,169.6989684,187.7325602,286.96816,315.1844463,308.6304627,305.3540805,316.7588859,56.74979503,311.9839863,310.9940297,169.6989684,187.7325602,305.24222,316.5539066,299.8676605,125.9114693,313.3757523,125.364492,306.0428957,314.2986878,316.1929564,317.3335346
66,290.8133591,315.6472926,309.0398032,308.9049333,315.6150201,186.9165053,312.1953616,311.241423,301.913387,304.1526198,290.8133591,315.6472926,309.0398032,308.9049333,315.6150201,186.9165053,312.1953616,311.241423,301.913387,304.1526198,305.0943903,316.6735807,297.7671745,35.67134064,313.8623842,-34.37699515,304.8826451,-18.33557755,315.9538619,317.3031156
67,291.6637981,313.8757557,308.8322353,307.9933656,316.5202192,-7.559101111,312.03365,313.1463543,105.6393167,304.0222155,291.6637981,313.8757557,308.8322353,307.9933656,316.5202192,-7.559101111,312.03365,313.1463543,105.6393167,304.0222155,302.8172785,316.16009,298.0864621,294.1714324,313.6337148,61.39658661,303.8534367,-104.9498398,316.6420079,317.4293176
68,282.8511577,315.5789698,308.5802549,308.8950577,315.6966519,173.3343047,312.0766503,311.8465504,-60.77888423,304.8457611,282.8511577,315.5789698,308.5802549,308.8950577,315.6966519,173.3343047,312.0766503,311.8465504,-60.77888423,304.8457611,304.9267234,316.1811003,295.2219878,-76.93451204,313.1817914,34.98262721,305.8323036,53.60741813,315.8162716,317.4386126
69,287.5970759,315.5578904,308.9518919,307.0933179,315.6389307,17.1473399,312.3821584,312.1636998,298.6157955,304.9101603,287.5970759,315.5578904,308.9518919,307.0933179,315.6389307,17.1473399,312.3821584,312.1636998,298.6157955,304.9101603,305.1232108,315.918134,297.4054748,291.7956569,313.7823499,9.342461093,304.0662225,314.4511415,316.1753328,318.1577047
70,285.6230828,314.2374504,307.6976885,309.1249687,316.3908182,-16.17990239,313.2533275,311.582142,300.1920716,303.8043185,285.6230828,314.2374504,307.6976885,309.1249687,316.3908182,-16.17990239,313.2533275,311.582142,300.1920716,303.8043185,304.1645576,316.7064059,296.6181839,293.9147762,313.9893191,114.4464119,304.5375467,311.9600687,315.8774533,317.026602
71,290.5922733,315.7593399,308.6158024,308.6965546,315.4774283,26.43096441,311.4137633,311.388351,33.83235142,304.3814972,290.5922733,315.7593399,308.6158024,308.6965546,315.4774283,26.43096441,311.4137633,311.388351,33.83235142,304.3814972,304.8055717,316.8464627,298.5542877,-60.59658016,314.2588447,-26.66361825,303.4291997,312.304571,316.0054908,317.1332322
72,282.6484566,315.6750907,309.0528276,305.6696736,316.7057732,-22.49935299,311.3248825,312.6759269,300.2516712,139.7399839,282.6484566,315.6750907,309.0528276,305.6696736,316.7057732,-22.49935299,311.3248825,312.6759269,300.2516712,139.7399839,305.2746973,315.2879615,297.8231956,286.7507921,313.7771847,-1.925211621,304.4727917,312.4701291,315.5383885,318.3309535
73,289.3236214,313.9820563,307.633847,309.4230394,315.6586705,43.49516577,312.8551317,310.2158238,299.4540047,303.3948144,289.3236214,313.9820563,307.633847,309.4230394,315.6586705,43.49516577,312.8551317,310.2158238,299.4540047,303.3948144,300.8417215,317.0399826,295.1637948,-49.87928682,314.2551765,64.6404297,303.2432387,83.20831657,314.9991554,317.5260951
74,289.4196865,314.288712,308.9030055,307.4442061,316.2487923,-7.348392523,310.2980501,310.4621534,301.2615082,305.0301952,289.4196865,314.288712,308.9030055,307.4442061,316.2487923,-7.348392523,310.2980501,310.4621534,301.2615082,305.0301952,304.5667511,315.8224869,297.5558338,291.0078252,313.6537258,126.1894963,304.6991683,194.4539309,316.4335344,317.304536
