,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29,It 30,It 31,It 32,It 33,It 34,It 35,It 36,It 37,It 38,It 39
10,261.336369,-73.69280295,295.2166978,-98.82636215,-134.6264204,-107.7939634,-90.9776942,279.1721242,-75.53310602,52.06445664,269.2754367,292.704936,284.9440653,281.6629552,-103.7168997,285.900006,-16.43475623,171.6309036,296.1810159,-41.21937898,115.6101768,-75.38897836,-78.27369921,-100.5998171,263.2558736,16.08163156,130.1318629,-11.78922985,-35.33971366,69.26952055,284.2063598,250.7519015,110.9911777,-71.51667719,-33.37018603,307.1018707,96.65371081,-94.11831409,-7.321038818,263.0454886
11,-86.72709452,172.5811824,-14.35584626,-65.56879694,-134.6263416,254.7288148,300.8196881,281.2763992,-104.9197787,-79.81764504,270.1142148,288.2504762,276.8123718,281.7341506,-113.6981963,-37.04909479,54.94798556,190.0008905,295.823267,-80.90853002,289.1999347,-66.51419854,-81.53490918,-95.35813688,258.9187286,215.9690215,-81.52852296,-60.02773466,-7.206944234,-96.04639991,275.6790906,280.3406459,58.10893404,-44.6539679,52.17845724,306.3138215,-97.32242576,-100.0460974,289.7177888,-62.66837783
12,257.5078914,-54.53672449,-11.86275354,139.4161515,-134.6367193,257.0913121,-95.8513706,18.31477866,-109.4625116,-94.5974712,269.9732468,292.0991123,148.7307934,-26.71648832,-115.8254858,106.7227158,-84.92374596,-81.01319103,295.0536885,-98.39371962,289.996617,-77.53603738,-100.5532961,-67.49282946,257.0952253,29.140847,-9.749435596,39.08653062,8.122185947,-12.58395946,281.343829,-19.62018547,-115.8667596,-35.63553896,-53.18886261,305.0539279,202.9185064,-92.28834481,84.49461128,256.176
13,246.9464621,158.7260264,-35.8677365,251.076102,-134.5324203,94.68951658,304.1564614,279.5489278,-81.13030182,-51.18307933,274.3328465,292.5701982,278.4864915,281.7941263,-96.82815631,149.500363,76.93467673,198.5521042,296.3506152,-66.94682952,289.6860963,-70.14986066,-100.6286064,-93.36217546,262.9729024,219.2896239,274.7992251,-56.45350533,145.8411921,174.0853064,285.1763712,279.5645721,-110.5189352,-39.48240769,12.78071924,302.4261015,251.172101,-95.87275009,287.8699312,262.0048817
14,248.2602514,-70.11469729,293.9532441,246.1068908,-134.6310132,253.0721112,-89.75070794,279.4362733,-87.65115823,7.719578349,274.9601077,287.7622755,42.67403685,280.7042686,-98.83150072,92.91797578,-100.714119,193.7949584,291.4155028,-67.46424006,-76.83231602,-69.82245281,-98.71790521,-96.76125916,257.2540673,225.3778865,-32.55281352,-70.92871711,-65.16060178,-25.17528285,282.8898158,275.7712542,-7.093279276,-34.91303141,22.71873624,304.3552346,-94.54825223,-95.75902064,288.8820824,-57.80510122
15,216.6146424,21.28776436,-0.181603282,66.70092174,-134.8903896,261.5451807,301.3229462,42.88367249,14.71651433,-89.12000421,271.3425103,291.0617081,280.484041,281.0425681,-113.9995216,-26.12318739,-82.93273528,-124.0341231,293.9912588,-33.33077121,287.771601,-79.98422223,-76.56879094,-95.14994587,266.0664348,232.0396222,-16.63437013,-24.58405009,219.657811,91.9344713,284.3544349,278.882818,-43.79303364,-46.23792534,-67.78333812,304.4032215,192.4208941,-95.80959568,-15.69412732,261.244858
16,244.8722132,141.1120627,-67.58650563,247.4742856,-134.560373,-40.44172828,-91.08245746,279.3707511,-75.28514824,-32.04598213,275.1761104,289.1278771,-40.55862939,156.1019756,-112.9152932,287.1258386,-95.66942481,-55.62882638,294.4823559,-64.82515204,290.2051088,-70.19041322,-101.1561446,-95.31615044,263.5258757,-6.811165022,277.9363901,5.619148035,182.4933733,-7.933261206,285.222731,275.8614104,-83.3817894,-60.49803474,3.684924316,306.5876893,-47.03971468,-87.13555014,5.24152315,76.31376204
17,252.33077,154.3816111,-55.59152714,49.65602257,-134.3359355,257.5389899,168.9899909,280.1766593,-81.49691655,-85.0231979,268.3912951,290.3728769,-5.664048753,280.4363718,-114.5657676,286.1050375,-96.27127835,-119.1668813,293.8370405,-82.89527805,-86.8573723,-71.67401962,-86.1626379,-89.71417372,261.6208813,-32.6088103,155.494555,-33.38870108,202.5010753,177.1969767,290.6016748,83.63177923,-59.54157128,-75.6212437,-26.92026152,305.1825143,-92.00110058,-99.3812127,289.7320359,258.6651985
18,261.0593853,38.20496017,295.7999756,250.1583063,-134.8210661,258.6094278,-77.47184301,277.7141336,9.032109004,-65.57504888,267.5616222,293.2865001,83.0209311,281.6420025,-113.3419682,284.1786703,-102.8622681,202.4574636,294.9378457,-80.91282072,285.078365,-116.8737328,-59.9361585,-96.58049637,264.5876663,18.80610435,48.86871997,-81.44904572,-40.9905588,-44.46883019,286.3603849,129.3888395,-110.5070934,-102.5614255,32.33362472,304.5797663,-28.00854974,-98.55340053,61.11764592,255.9246842
19,245.029373,-95.66166934,294.7856797,250.2999777,-134.6307906,246.1094669,-36.88627994,143.8537641,-105.2679057,-81.52913707,268.5222352,287.5441368,-75.64250376,280.2756535,-114.7243775,98.04785499,-118.4126475,-93.37053204,294.7491429,-47.93832613,-81.51596404,-72.17016277,-68.08024596,-96.96900892,264.2211285,64.54682936,98.66672023,-5.189824481,28.37964822,-44.99448881,281.5559773,269.798575,-109.0556284,-46.3105914,5.816918432,306.1182157,53.39850022,-95.54682413,149.0590353,257.7939697
20,250.1107765,148.8711306,77.89266855,255.32983,-134.8208557,253.444953,-94.61337036,4.15869643,-104.4324397,100.746548,265.5337102,-4.191385248,275.6517573,281.2422569,-115.8776751,-70.85779916,-77.83158699,-108.3687945,294.675575,-45.28799898,-80.47160761,-53.34737557,-96.7855532,-97.33103569,260.4960651,235.0069307,-73.28528865,-44.08955292,14.29569731,-108.1807263,282.6027514,274.7093774,47.95154932,-46.16690664,-2.60310429,306.7717036,4.661323878,-92.73429669,-22.98293522,260.1594495
21,222.2915094,176.5157466,-82.37501531,252.0566053,-134.5350666,-79.14209337,38.83662845,279.7308589,-101.4871196,-55.71276864,273.2292619,291.3101448,277.5105447,282.9996618,-115.3473214,-34.01051318,74.23798864,-108.2767406,293.4511925,-80.55067973,-97.88182845,-68.0384338,-96.40880036,-58.7512767,261.6788328,235.7209031,91.11330577,-22.9636999,52.00728875,122.8141918,282.463418,-34.25388238,-66.12274753,-30.10688575,10.24225916,305.8842602,176.6724324,-100.6771045,16.24548176,255.0147833
22,257.5662388,-55.28203303,28.45749831,252.6891451,-134.6341213,254.334584,139.0654824,276.932486,-124.5098269,-87.02741662,269.7549996,293.9259454,-83.06850466,-93.16502794,-82.43300983,287.7505109,63.26945687,208.5793546,293.8450335,-58.68189811,-80.01337892,-60.36722018,-101.4845149,-86.39470824,260.4523213,-3.749897232,-70.93799567,51.177513,-20.12052695,35.52023738,281.5396424,277.7882829,23.68383478,-92.58532856,-38.18656248,303.5781029,1.952364303,-100.2274973,-60.22002779,259.896796
23,256.1774361,-43.50499345,294.8145775,97.3297395,-134.259782,21.26014689,-91.77035793,71.24076048,-110.773446,-48.49317892,268.2853236,292.3683268,274.3675865,280.4594841,-115.236373,175.7970331,61.14245377,188.6678463,294.9136594,-15.36276514,84.12366413,-70.01084701,-46.06254927,-44.37320536,259.8190856,203.2018687,272.7945752,-83.29646367,35.88585702,-52.49101199,282.5316469,84.15663248,-21.20843683,-92.94696223,-11.53244887,304.1362751,95.98534896,-93.04927508,117.2210811,260.7555443
24,212.8146822,165.5951741,-80.68537534,249.5480737,-134.5019567,259.0099052,132.9143479,279.4058709,-124.5999247,-53.1374387,275.0721587,-36.19863027,77.07951569,103.1743264,-115.1911623,287.4430063,-112.8980986,-123.465403,295.9731143,-60.7539481,-72.50583462,-98.95992117,-86.38917343,-91.99960117,260.8011298,228.7447724,-79.44746363,23.06572109,270.3096617,254.9296516,282.4544921,-91.95966115,20.50506841,-85.86412431,79.08163654,304.2244166,5.495960207,-101.2520952,289.0485034,256.6621553
25,234.4116171,166.0779023,-90.14370694,249.9675856,-134.1049392,253.6361864,301.2307584,22.35762042,-95.64684695,31.45810163,266.6689886,292.7409547,-6.848035636,283.0676373,-98.23693248,94.39028599,-130.6717188,-123.1689982,294.1667711,-111.1731475,58.38170677,-97.60375769,-81.5079013,-88.33699856,259.8208571,219.9830127,-67.85493557,-26.61628516,213.1568607,166.8552467,283.2087846,281.3716591,-56.32073904,-62.63409607,-31.27227828,307.0388857,239.259246,-100.2996446,283.7286059,261.4577327
26,255.9635508,179.6109761,-78.33332479,254.0796292,-134.6252079,252.5053643,52.15727208,281.3577383,113.7548007,6.550228254,272.003037,292.4382647,277.2637201,279.9423246,-67.52793556,17.95607287,-106.4893569,-19.77044406,293.2932685,-71.52705229,-74.50221214,-76.22580976,-93.78529339,-41.50223038,267.053318,-9.450946238,273.7625308,57.90440214,-50.60229934,-95.56111744,284.4921968,18.8634169,-111.1670178,-101.3110241,23.799824,307.7465565,-13.6099602,-96.0465712,288.2919062,258.6371154
27,238.8482527,149.5289617,24.18278777,244.9493352,-134.2588614,259.8021847,-4.359752928,282.1042788,-87.81466156,-56.96470313,273.7322687,294.6738163,15.77339019,281.1860658,-101.1195649,286.7386589,-78.22340495,202.8264271,295.0629856,-80.62957093,-74.85585867,-78.45592939,-99.82519848,-93.63908327,266.0493967,-30.98251243,112.6707705,-78.31256104,-72.20549328,-19.44195235,278.2867267,275.9047212,-96.04779626,-58.022139,-24.96155654,305.35022,176.0393997,-100.5340374,289.2631775,262.4457771
