,"Algo generation: 0, gene: (128, 1)"
0,-34.084446
1,-16.478313
2,-114.34718
3,-114.02017
4,-112.923256
5,-106.72766
6,-104.4141
7,-105.06273
8,-106.16953
9,-100.81529
10,-25.273932
11,-21.98584
12,-30.405592
13,-114.2492
14,-12.989538
15,-20.260345
16,-21.841553
17,-15.418623
18,-117.375435
19,-18.428947
20,-9.836304
21,-117.831505
22,-14.586158
23,-96.28468
24,-15.163482
25,-15.358116
26,-96.32042
27,-109.02175
28,-11.252261
29,-10.917108
30,-113.09139
31,-112.44177
32,-16.23759
33,-7.2426586
34,-110.597
35,-12.572988
36,-97.21103
37,-8.382953
38,-9.913867
39,-12.1935835
40,-15.349965
41,-101.96937
42,-109.77305
43,-13.332422
44,-13.711667
45,-114.16864
46,-4.715172
47,-7.692966
48,-111.75887
49,-19.280655
50,-9.939871
51,-13.233378
52,-97.35762
53,-10.37596
54,-15.60397
55,-99.596146
56,-98.85291
57,-97.63748
58,-10.182597
59,-13.627139
60,-97.599625
61,-110.88903
62,-92.45238
63,-5.906184
64,-11.039981
65,-14.942394
66,-97.56296
67,-114.408005
68,-20.014376
69,-98.05814
70,-101.72904
71,-15.568174
72,-14.937558
73,-9.868013
74,-29.470795
75,-93.64069
76,-15.519108
77,-8.458675
78,-15.280875
79,-96.79157
80,-13.862674
81,-16.404411
82,-102.29276
83,0.32228446
84,-98.10576
85,-7.229421
86,-98.86859
87,-1.4251027
88,-96.245285
89,-15.434994
90,-10.705103
91,-97.23367
92,-98.50712
93,-16.948132
94,-12.788783
95,-100.59006
96,-95.4159
97,-2.5277221
98,-104.067345
99,-4.4203134
100,-97.60391
101,-98.185776
102,-6.0919333
103,-99.94257
104,-96.38439
105,-97.093834
106,-101.46335
107,-13.738855
108,-5.4670978
109,-11.608223
110,-97.37454
111,-101.389145
112,-98.688835
113,-90.293045
114,-120.58275
115,-10.434097
116,-98.810776
117,-97.75745
118,-99.65491
119,-95.84004
120,-100.58831
121,-101.801216
122,-8.526893
123,-100.20529
124,-100.34205
125,-14.419824
126,-10.634436
127,-100.054054
128,-6.0817366
129,-99.58842
130,-5.318126
131,-98.42076
132,-96.124794
133,-98.572
134,-102.67129
135,-98.27933
136,-101.88096
137,-95.117226
138,-102.471085
139,-108.00593
140,-15.559401
141,-99.23023
142,-101.18064
143,-101.67828
144,-18.069693
145,-16.030966
146,-17.82492
147,-99.11466
148,-93.295685
149,-97.492035
150,-19.478178
151,-97.75528
152,-97.34409
153,-94.90459
154,-100.42317
155,-97.24947
156,-95.97049
157,-92.19381
158,-16.613935
159,-95.88905
160,-95.54127
161,-99.16102
162,-99.75626
163,-96.997185
164,-17.559055
165,-93.529205
166,-97.449745
167,-100.93002
168,-103.80929
169,-98.10691
170,-95.19258
171,-95.99069
172,-98.40741
173,-96.09386
174,-98.76535
175,-104.82989
176,-93.62702
177,-96.95655
178,-92.87216
179,-96.23136
180,-100.469444
181,-96.465576
182,-106.232056
183,-97.27501
184,-98.103325
185,-96.0932
186,-25.504005
187,-100.47925
188,-95.32888
189,-96.369865
190,-93.88585
191,-101.714455
192,-95.98249
193,-93.119286
194,-100.36309
195,-97.830124
196,-96.70256
197,-97.04365
198,-99.566284
199,-90.13534
200,-24.677658
201,-98.671455
202,-96.761345
203,-98.27505
204,-98.42439
205,-97.82537
206,-98.54544
207,-97.87669
208,-118.34867
209,-97.27656
210,-94.43213
211,-99.66062
212,-29.329268
213,-119.66249
214,-98.367714
215,-92.741165
216,-98.141174
217,-95.33747
218,-94.98045
219,-96.530655
220,-98.45877
221,-97.242294
222,-95.28436
223,-93.839584
224,-92.28788
225,-101.59237
226,-93.06752
227,-15.46765
228,-98.149635
229,-96.66302
230,-98.76607
231,-94.87484
232,-89.41234
233,-99.92974
234,-95.957436
235,-95.83491
236,-95.43971
237,-97.1418
238,-101.14295
239,-103.97848
240,-91.64558
241,-99.75029
242,-102.35128
243,-93.994606
244,-91.54326
245,-91.1034
246,-100.54924
247,-101.579956
248,-22.297539
249,-16.183018
250,-99.3691
251,-97.48906
252,-98.29143
253,-97.4185
254,-113.9005
255,-94.93087
256,-93.79218
257,-92.92018
258,-100.06032
259,-96.182594
260,-91.53921
261,-90.49333
262,-118.59426
263,-97.143745
264,-97.8692
265,-102.99529
266,-100.57623
267,-91.63829
268,-92.05195
269,-100.67839
270,-95.2866
271,-95.814926
272,-91.35213
273,-95.98447
274,-98.55892
275,-94.71929
276,-96.88489
277,-96.66502
278,-96.430565
279,-99.44994
280,-102.08068
281,-94.07242
282,-115.79429
283,-94.5143
284,13.521442
285,-95.07003
286,-91.233215
287,-92.00481
288,-105.14477
289,-94.07687
290,-127.486305
291,-109.6273
292,-93.25274
293,-111.40565
294,-91.13623
295,-92.841446
296,-93.86762
297,-96.52822
298,-117.2068
299,-91.20492
300,-99.46684
301,-125.56869
302,-100.3539
303,-103.0663
304,-96.28557
305,-96.76492
306,-99.747536
307,-102.89904
308,-94.78799
309,-100.509056
310,-95.447235
311,-92.14742
312,-98.7574
313,-91.6764
314,-97.36912
315,-99.584236
316,-92.89397
317,-95.013145
318,-99.25078
319,-96.980675
320,-92.47484
321,-98.58466
322,-96.27732
323,-93.537766
324,-96.37435
325,-99.72895
326,-96.347244
327,-98.97201
328,-99.203674
329,-103.46177
330,-95.4131
331,-100.03639
332,-97.38266
333,-96.719666
334,-100.72755
335,-101.013664
336,-102.231674
337,-121.62375
338,-97.508026
339,-92.95399
340,-98.640686
341,-114.255585
342,-94.47564
343,-98.8901
344,-101.26803
345,-99.60747
346,-92.22907
347,-97.98331
348,-95.3737
349,-111.87848
350,-101.35325
351,-102.306496
352,-97.67879
353,-94.09106
354,-88.87645
355,-93.11594
356,-97.836716
357,-102.70966
358,-92.08252
359,-95.87196
360,-99.816216
361,-101.10056
362,-97.18976
363,-97.12634
364,-103.33543
365,-101.05276
366,-98.53196
367,-94.043304
368,-95.59786
369,-99.80141
370,-102.77522
371,-94.66101
372,-98.42158
373,-99.18221
374,-92.09091
375,-97.53705
376,-93.9653
377,-94.547104
378,-98.355385
379,-92.28056
380,-99.728195
381,-95.57518
382,-96.35829
383,-95.80623
384,-99.802895
385,-100.067986
386,-100.87251
387,-104.685814
388,-104.68721
389,-98.21131
390,-96.36387
391,-113.47197
392,-94.63463
393,-108.54953
394,-107.120766
395,-106.74202
396,-109.09988
397,-105.00668
398,-103.71404
399,-99.924614
400,-96.631
401,-104.58066
402,-104.993706
403,-105.24185
404,-107.38201
405,-102.480545
406,-102.9539
407,-101.13208
408,-93.37297
409,-100.19216
410,-99.8593
411,-99.8048
412,-143.30667
413,-101.36563
414,-98.682175
415,-100.444336
416,-98.3863
417,-98.286316
418,-100.07551
419,-104.63448
420,-102.25498
421,-94.341385
422,-102.222855
423,-102.65171
424,-108.70778
425,-101.70415
426,-94.11078
427,-99.80289
428,-102.09925
429,-96.080475
430,-98.767654
431,-103.7029
432,-101.342545
433,-99.51735
434,-97.07301
435,-90.88139
436,-98.78531
437,-100.66441
438,-98.57432
439,-102.054146
440,-104.11554
441,-115.37623
442,-99.101006
443,-101.09483
444,-97.66719
445,-96.02351
446,-95.597435
447,-103.63639
448,-106.47817
449,-114.19092
450,-108.70321
451,-99.33941
452,-99.20522
453,-97.04367
454,-99.641624
455,-99.4609
456,-103.673355
457,-93.1439
458,-101.58108
459,-107.67933
460,-97.699295
461,-98.097534
462,-101.47357
463,-128.49776
464,-93.09679
465,12.828824
466,-90.55516
467,-106.16861
468,-97.04537
469,-103.56023
470,-97.00837
471,-98.7158
472,36.98037
473,-91.31113
474,-102.87093
475,-93.48022
476,-98.33633
477,-103.51798
478,-94.54965
479,-93.33871
480,-93.46622
481,-71.91873
482,-84.416954
483,-91.957756
484,-92.56253
485,-94.6527
486,-93.820946
487,-94.13581
488,-85.516335
489,-82.71048
490,-86.19614
491,-95.95228
492,-92.59993
493,21.570688
494,-93.10944
495,-94.664825
496,-94.50883
497,-93.86058
498,-80.90643
499,-91.53881
500,-92.33035
501,-90.07779
502,-90.93427
503,-85.95857
504,-82.07518
505,-84.584625
506,-84.22918
507,-66.8728
508,-96.519356
509,-83.11291
510,-93.11349
511,-95.49978
512,-97.84102
513,-95.68218
514,-97.97224
515,-94.16716
516,-87.95278
517,-90.58894
518,-94.12975
519,-91.286476
520,-78.40799
521,-94.315674
522,-98.80633
523,-84.47937
524,-91.97274
525,16.05543
526,-89.20859
527,-84.631
528,-97.11661
529,-91.60249
530,-84.42231
531,-96.529335
532,-85.1403
533,-90.3403
534,-70.82259
535,-90.06776
536,-91.63225
537,-97.93284
538,-90.21178
539,-95.537445
540,-93.41346
541,-69.89507
542,-88.44298
543,-92.4436
544,-98.00076
545,-86.0421
546,-74.22154
547,-82.040825
548,-91.13546
549,-81.21803
550,-80.66898
551,-59.939728
552,-90.62436
553,-89.675446
554,-82.757095
555,-76.49237
556,-95.4844
557,-83.839874
558,-92.11594
559,-95.35631
560,-96.14821
561,-91.94576
562,-91.64532
563,-97.91881
564,-96.132385
565,-70.50209
566,41.230583
567,-88.94041
568,-86.29713
569,-90.5089
570,-99.25398
571,-58.433186
572,-95.566124
573,89.215965
574,-74.83452
575,-82.238556
576,-87.42755
577,-83.91065
578,-93.26834
579,41.498478
580,36.97543
581,36.23016
582,-69.297
583,-90.82425
584,-94.31818
