,"It [186, 1]"
0,-114.11297
1,-115.429504
2,-113.776436
3,-107.55388
4,-111.394615
5,-122.034256
6,-107.37331
7,-109.91492
8,-107.17861
9,-114.81651
10,-111.60561
11,-110.46587
12,-113.592224
13,-107.47897
14,-102.771194
15,-20.567402
16,-30.919313
17,-115.22027
18,-108.252396
19,-111.059166
20,-111.200806
21,-108.52412
22,-111.767456
23,-31.672703
24,-109.52876
25,-109.29906
26,-107.9821
27,-99.49212
28,-100.405045
29,-111.55843
30,-102.70885
31,-103.65345
32,-101.682594
33,-118.72576
34,-108.96385
35,-117.80159
36,-111.906494
37,-36.041225
38,-21.31757
39,-18.965034
40,-20.110712
41,-101.999405
42,-103.32976
43,-22.254128
44,-17.322165
45,-113.059235
46,-106.826706
47,-17.28543
48,-100.08856
49,-27.638649
50,-122.207794
51,-103.28371
52,-108.54413
53,-18.797363
54,-109.73743
55,-108.72576
56,-122.44913
57,-30.32853
58,-116.99732
59,-117.01802
60,-112.51078
61,-122.44917
62,-104.9408
63,-100.261314
64,-125.36012
65,-103.69399
66,-20.78897
67,-20.82528
68,-18.911037
69,-100.65773
70,-103.41776
71,-103.30752
72,-104.13405
73,-102.7567
74,-99.749985
75,-20.981073
76,-100.95051
77,-99.18776
78,-107.37893
79,-101.95182
80,-102.90687
81,-103.75773
82,-105.13186
83,-19.945944
84,-29.01792
85,-106.37181
86,-99.712326
87,-106.212616
88,-94.88801
89,-100.966156
90,-104.1396
91,-108.23277
92,-14.908517
93,-104.39338
94,-100.964066
95,-106.15387
96,-17.581959
97,-15.106171
98,-17.408485
99,-133.46729
100,-97.44147
101,-100.14286
102,-108.13872
103,-17.122322
104,-99.5953
105,-21.41761
106,-108.89447
107,-18.217075
108,-13.19743
109,-47.283775
110,-112.48375
111,-14.932435
112,-20.294651
113,-22.51699
114,-103.95121
115,-94.95387
116,-96.64044
117,-108.39558
118,-111.79703
119,-101.71446
120,-100.7935
121,-110.07399
122,-101.62206
123,-117.5985
124,-21.273762
125,-105.193405
126,-101.5133
127,-97.78132
128,-98.92355
129,-118.88356
130,-109.82692
131,-102.385086
132,-103.03415
133,-103.210106
134,-107.58502
135,-102.51489
136,-98.9963
137,-105.94659
138,-15.430987
139,-103.93079
140,-102.80265
141,-105.9547
142,-105.6898
143,-106.278145
144,-104.43909
145,-93.43488
146,-100.23727
147,-96.54507
148,-106.85464
149,-104.75193
150,-101.58819
151,-103.884
152,-105.47087
153,-102.89448
154,-29.527393
155,-102.73885
156,-108.19479
157,-100.462524
158,-100.715
159,-110.40206
160,-105.733116
161,-102.024895
162,-109.71586
163,-100.77237
164,-114.07842
165,-99.386856
166,-106.90377
167,-116.090195
168,-106.92345
169,-37.021763
170,-106.81559
171,-97.35656
172,-109.29915
173,-127.278725
174,-101.44175
175,-116.10148
176,-99.72579
177,-103.16305
178,-104.12489
179,-117.18396
180,-108.616646
181,-110.13587
182,-103.938385
183,-97.89882
184,-115.42657
185,-101.95936
186,-108.137276
187,-104.97071
188,-105.30759
189,-105.73876
190,-107.80411
191,-104.26438
192,-113.99361
193,-115.28772
194,-98.737015
195,-113.220474
196,-98.028885
197,-99.938255
198,-119.17957
199,-99.699715
200,-105.80881
201,-22.284811
202,-23.977755
203,-114.65701
204,-97.32899
205,-107.82249
206,-102.15636
207,-99.75648
208,-90.51768
209,-94.297554
210,-97.82896
211,-96.710045
212,-100.37697
213,-100.34595
214,-101.15742
215,-114.89448
216,-95.78125
217,-103.19457
218,-110.10746
219,-26.82018
220,-104.67497
221,-99.5806
222,-94.93592
223,-110.82842
224,-99.89017
225,-101.48752
226,-102.254715
227,-119.77921
228,-102.1761
229,-99.16903
230,-97.37206
231,-96.65384
232,-102.89834
233,-104.65699
234,-91.281006
235,-99.78867
236,-98.403145
237,-99.67404
238,-100.06572
239,-96.71238
240,-99.76766
241,-98.44018
242,-102.34734
243,-106.07262
244,-101.87437
245,-106.006256
246,-99.20446
247,-101.78911
248,-104.627655
249,-100.73752
250,-97.06408
251,-102.777054
252,-94.39583
253,-97.72478
254,-96.12901
255,-106.27963
256,-99.47126
257,-105.33407
258,-104.988594
259,-97.98966
260,-103.429276
261,-122.54398
262,-95.88406
263,-97.202
264,-101.22001
265,-101.51347
266,-102.32494
267,-98.69215
268,-97.524216
269,-94.88671
270,-100.08171
271,-100.20358
272,-95.55034
273,-106.09165
274,-128.1818
275,-102.08399
276,-127.999214
277,-114.15544
278,-98.88466
279,-97.13272
280,-105.05775
281,-117.174866
282,-95.58345
283,-103.84803
284,-94.397095
285,-119.75496
286,-98.63815
287,-105.5104
288,-109.53505
