,"It [204, 2]"
0,-118.70156
1,-108.62666
2,-118.95924
3,-113.00928
4,-129.60907
5,-118.44122
6,-122.57449
7,-118.00288
8,-117.44505
9,-122.016266
10,-117.078995
11,-112.955444
12,-108.73311
13,-112.810745
14,-107.74052
15,-116.281746
16,-108.97069
17,-114.7833
18,-113.83775
19,-115.50795
20,-115.48458
21,-31.632877
22,-119.71294
23,-31.081285
24,-40.600697
25,-106.95666
26,-110.83622
27,-103.040886
28,-105.971
29,-107.57382
30,-19.733143
31,-109.24743
32,-103.39876
33,-124.990944
34,-17.242332
35,-116.91575
36,-23.15933
37,-21.973736
38,-16.84979
39,-111.969444
40,-104.24645
41,-35.314777
42,-32.401215
43,-34.022408
44,-22.706318
45,-30.969362
46,-118.16474
47,-18.96591
48,-103.688354
49,-103.28367
50,-9.398159
51,-28.057333
52,-33.051674
53,-106.47218
54,-27.178396
55,-103.03066
56,-22.49812
57,-28.928331
58,-109.006775
59,-21.864246
60,-25.038568
61,-121.82855
62,-104.35883
63,-27.67165
64,-20.915768
65,-106.71657
66,-110.83175
67,-18.570116
68,-100.47266
69,-15.803933
70,-108.42111
71,-31.470217
72,-26.762514
73,-30.430399
74,-8.107036
75,-15.277237
76,-108.0792
77,-110.23096
78,-115.050415
79,-18.067688
80,-22.671017
81,-102.39193
82,-112.27115
83,-106.69592
84,-110.74919
85,-109.82985
86,-20.041677
87,-25.154146
88,-108.613525
89,-18.390415
90,-106.98685
91,-19.381638
92,-109.23881
93,-21.240107
94,-18.934574
95,-18.49094
96,-109.03065
97,-118.53247
98,-107.37537
99,-104.23166
100,-96.07446
101,-11.685531
102,-118.24995
103,-110.4335
104,-100.068214
105,-10.940492
106,-21.421654
107,-110.43083
108,-103.99246
109,-107.46423
110,-116.139595
111,-19.09439
112,-109.65546
113,-15.651604
114,-13.227678
115,-12.271805
116,-101.70719
117,-106.66803
118,-105.565865
119,-119.66836
120,-100.47179
121,-104.69073
122,-108.11793
123,-105.57924
124,-95.00354
125,-111.34403
126,-15.26253
127,-99.07013
128,-104.517784
129,-20.191338
130,-103.11205
131,-95.978615
132,-106.20271
133,-102.97425
134,-22.456747
135,-15.823987
136,-103.60666
137,-101.36384
138,-101.53717
139,-17.787878
140,-112.47466
141,-99.18457
142,-0.80533636
143,-99.47023
144,-106.06311
145,-106.03938
146,-19.782597
147,-20.952248
148,-16.005077
149,-14.46104
150,-11.753383
151,-13.23864
152,-16.342216
153,-6.1173825
154,-17.987087
155,-14.946767
156,-103.79851
157,-112.28793
158,-4.9711847
159,-113.04539
160,-13.008573
161,-13.504083
162,-103.93561
163,-108.41785
164,-11.146615
165,-15.355059
166,-107.41249
167,-5.8032036
168,-7.075137
169,-12.339103
170,-14.665027
171,-4.3279624
172,-103.46878
173,-99.862656
174,-105.11401
175,-100.68733
176,-101.84358
177,-108.56187
178,-10.289896
179,-107.35308
180,-24.621983
181,-23.176334
182,-18.241823
183,-107.95369
184,-101.99157
185,-3.7434924
186,-6.0533495
187,-105.272705
188,-104.54383
189,-109.57612
190,-107.13167
191,-10.109263
192,-107.100174
193,-102.27277
194,-28.316065
195,-99.310036
196,-15.62773
197,-103.26089
198,-109.39657
199,-103.87161
200,-105.479836
201,-108.7737
202,-107.93016
203,-109.78401
204,-109.92884
205,-113.70911
206,-109.99053
207,-112.08547
208,-118.72028
209,-105.502525
210,-18.491165
211,-113.8111
212,-111.62089
213,-109.270004
214,-104.98196
215,-112.98112
216,-112.23384
217,-123.75206
218,-109.745636
219,-112.82032
220,-112.99132
221,-112.13593
222,-112.3733
223,-25.1131
224,-27.559855
225,-110.3881
226,-108.440125
227,-106.05976
228,-109.69511
229,-103.61638
230,-17.730392
231,-106.01576
232,-23.29704
233,-113.39015
234,-111.83273
235,-112.96122
236,-121.66575
237,-115.4776
238,-120.41322
239,-113.26049
240,-109.752106
241,-111.38801
242,-108.52946
243,-115.20025
244,-108.08049
245,-105.31191
246,-101.142265
247,-102.18092
248,-103.14711
249,-107.33588
250,-26.53911
251,-103.2698
252,-106.13258
253,-106.12582
254,-107.05451
255,-107.332726
256,-106.599304
257,-102.35118
258,-103.92431
259,-101.7923
260,-102.748795
261,-106.70426
262,-110.05877
263,-108.23825
264,-108.658844
265,-106.77293
266,-102.60714
267,-100.98563
268,-101.59996
269,-100.923584
270,-103.356636
271,-96.92883
272,-104.5001
273,-33.757935
274,-105.863045
275,-107.108
276,-108.10225
277,-106.45958
278,-107.80002
279,-102.7466
280,-100.7723
281,-102.40051
282,-104.90979
283,-107.542274
284,-108.967415
285,-106.819954
286,-107.77664
287,-105.307144
288,-104.92642
289,-105.430725
290,-105.41817
291,-105.01678
292,-107.206055
293,-108.63188
294,-108.70963
295,-106.092575
296,-100.875
297,-103.26363
298,-103.90962
299,-109.72811
300,-114.05757
301,-108.41459
302,-104.99511
303,-104.74313
304,-107.29072
305,-102.625694
306,-111.705574
307,-101.67476
308,-105.81173
309,-105.5072
310,-106.977615
311,-107.55174
312,-105.00644
313,-102.84133
314,-102.4064
315,-103.02199
316,-103.022224
317,-100.216255
318,-103.77184
319,-102.25743
320,-102.72809
321,-113.62652
322,-13.708034
323,-30.858606
324,-104.0228
325,-101.55936
326,-109.54355
327,-103.97902
328,-105.95177
329,-107.24118
330,-110.69007
331,-16.205261
332,-19.092546
333,-19.06288
334,-115.60454
335,-113.888916
336,-10.031129
337,-101.58654
338,-135.10599
339,-101.27784
340,-106.06026
341,-102.67866
342,-104.65567
343,-108.24573
344,-109.756294
345,-106.53984
346,-108.02084
347,-106.2107
348,-107.70205
349,-106.67786
350,-104.606544
351,-102.900955
352,-103.94246
353,-101.708565
354,-107.39122
355,-112.17705
356,-108.07625
357,-106.453674
358,-106.132904
359,-107.12907
360,-107.4843
361,-111.29894
362,-111.30864
363,-109.52509
364,-105.97599
365,-103.570175
366,-102.44689
367,-104.12043
368,-91.07948
369,-109.65765
370,-107.98019
371,-106.74326
372,-98.27934
373,-101.19042
374,-34.56966
375,-102.75194
376,-105.07835
377,-100.76368
378,-102.74563
379,-106.17899
380,-99.63222
381,-104.376976
382,-101.436134
383,-104.61714
384,-96.90877
385,-115.6467
386,-99.65364
387,-104.3646
388,-105.2103
389,-104.34637
390,-95.78156
391,-103.55891
392,-103.31379
393,-105.3355
394,-115.205
395,-124.29842
396,-114.935196
397,-106.79003
398,-102.523285
399,-115.29643
400,-106.426636
401,-119.31368
402,-107.21416
403,-103.87416
404,-102.81317
405,-92.83603
406,-23.33621
407,-123.60414
408,-100.88227
409,-107.99576
410,-112.280464
411,-33.129883
412,-21.38418
413,-105.5437
414,-105.00723
415,-104.38971
416,-124.33801
417,-106.552475
418,-111.15215
419,-107.5443
420,-100.7729
421,-106.26226
422,-104.963005
423,-103.501465
424,-106.46443
425,-103.94026
426,-109.20505
427,-106.15826
428,-103.53735
429,-101.06565
430,-101.7054
431,-102.39549
432,-100.09319
433,-128.9577
434,-103.622
435,-122.97766
436,-105.4385
437,-103.14694
438,-109.55101
439,-111.611984
440,-105.62288
441,-106.593735
442,-106.69783
443,-108.75136
444,-137.79398
445,-136.17177
446,-131.07513
447,-136.09479
