,"It [245, 1]"
0,-5.04192
1,-14.87404
2,-115.34993
3,-112.38598
4,-117.56476
5,-117.380714
6,-112.53037
7,-114.90697
8,-118.77926
9,-115.7295
10,-109.929344
11,-115.161545
12,-23.742277
13,-23.901258
14,-114.80984
15,-124.45259
16,-108.49503
17,-108.99335
18,-16.157354
19,-24.020657
20,-12.484124
21,-103.95651
22,-98.37519
23,-113.578064
24,-13.930162
25,-103.113396
26,-12.348686
27,-15.331373
28,-116.823326
29,-25.638039
30,-19.7832
31,-15.267644
32,-101.73143
33,-110.78799
34,-102.05397
35,-100.36384
36,-17.482653
37,-16.339096
38,-113.43263
39,-14.564674
40,-20.195578
41,-107.44321
42,-124.15021
43,-32.848663
44,-18.306782
45,-22.708662
46,-11.28721
47,-16.277744
48,-112.26399
49,-106.88719
50,-16.87789
51,-114.99921
52,-106.51566
53,-32.216747
54,-99.73084
55,-102.58125
56,-117.25157
57,-96.25048
58,-119.391884
59,-104.39617
60,-107.77251
61,-17.742405
62,-122.265625
63,-21.439825
64,-112.35809
65,-15.642116
66,-118.97273
67,-15.514912
68,-97.81683
69,-10.99277
70,-99.382576
71,-99.263664
72,-108.33662
73,-98.09062
74,-99.514465
75,-11.275932
76,-20.480293
77,-13.173355
78,-102.89053
79,-22.341894
80,-109.6446
81,-109.36188
82,-17.252354
83,-98.541695
84,-109.1118
85,-106.254326
86,-101.87569
87,-106.35817
88,-102.86117
89,-111.90285
90,-112.52416
91,-100.83461
92,-99.45246
93,-115.5253
94,-16.179482
95,-13.854771
96,-104.39026
97,-96.397865
98,-96.4
99,-103.21173
100,-108.24043
101,-23.473808
102,-109.08414
103,-116.20459
104,-97.95315
105,-125.95117
106,-105.25735
107,-108.21661
108,-96.56837
109,-12.955319
110,-25.275434
111,-101.11401
112,-105.66125
113,-105.140274
114,-123.50905
115,-109.78762
116,-105.42091
117,-101.813705
118,-35.068657
119,-105.50737
120,-107.19218
121,-112.388466
122,-17.62897
123,-111.459206
124,-31.675972
125,-27.195253
126,-105.791954
127,-21.431425
128,-100.31674
129,-102.25663
130,-103.06991
131,-109.13104
132,-95.55652
133,-35.574665
134,-100.30367
135,-101.75515
136,-106.845535
137,-114.76188
138,-110.098854
139,-23.574768
140,-106.83567
141,-26.674026
142,-99.07421
143,-99.01976
144,-101.90788
145,-100.2338
146,-22.030783
147,-116.50389
148,-23.540274
149,-112.36842
150,-112.0361
151,-21.743065
152,-23.567997
153,-15.84624
154,-100.6803
155,-106.90636
156,-103.2078
157,-113.90586
158,-15.71075
159,-102.855415
160,-19.312841
161,-111.79342
162,-98.56726
163,-102.92959
164,-109.706154
165,-102.600716
166,-92.50247
167,-17.11334
168,-99.32261
169,-100.85036
170,-104.372314
171,-20.83628
172,-99.76363
173,-99.13076
174,-99.66729
175,-105.47764
176,-104.86842
177,-99.26415
178,-95.54815
179,-18.325132
180,-104.86703
181,-101.50672
182,-104.75219
183,-95.14926
184,-100.97648
185,-106.507515
186,-21.216671
187,-105.67676
188,-101.15406
189,-98.28911
190,-105.49388
191,-111.99072
192,-98.291466
193,-101.36579
194,-99.05078
195,-103.2891
196,-98.258194
197,-100.67782
198,-111.14424
199,-105.60235
200,-94.72928
201,-102.567406
202,-105.513664
203,-100.12107
204,-99.81532
205,-100.52091
206,-101.67983
207,-96.16342
208,-20.5161
209,-101.704315
210,-96.60173
211,-24.710365
212,-100.41694
213,-97.32676
214,-103.401085
215,-100.31666
216,-105.54622
217,-101.243164
218,-104.54714
219,-17.101767
220,-19.784126
221,-19.896172
222,-97.4868
223,-108.509766
224,-20.969091
225,-20.317392
226,-97.066826
227,-103.062
228,-99.38208
229,-101.08952
230,-101.37824
231,-100.40354
232,-21.74939
233,-104.63821
234,-99.36087
235,-101.19407
236,-103.73816
237,-95.04918
238,-96.58016
239,-99.41548
240,-100.03346
241,-98.62775
242,-98.55306
243,-98.53897
244,-96.98003
245,-23.341728
246,-20.916939
247,-25.216015
248,-21.63454
249,-90.668274
250,-125.15045
251,-16.406364
252,-97.78655
253,-17.765396
254,-15.673599
255,-22.646004
256,-23.390057
257,-23.713314
258,-24.199585
259,-104.587074
260,-100.50048
261,-100.93778
262,-102.59531
263,-22.633612
264,-22.63686
265,-103.1163
266,-102.21455
267,-104.079636
268,-101.37689
269,-19.619743
270,-20.659863
271,-104.803246
272,-16.032969
273,-116.00575
274,-23.726215
275,-97.94842
276,-23.331306
277,-24.435272
278,-24.912004
279,-103.55523
280,-100.859604
281,-107.39271
282,-101.37808
283,-113.41947
284,-108.03849
285,-23.670872
286,-21.811674
287,-18.321905
288,-18.297167
289,-16.260971
290,-15.986138
291,-115.938866
292,-20.017326
293,-18.624823
294,-19.504206
295,-19.662964
296,-102.73373
297,-105.69501
298,-99.041466
299,-101.83343
300,-14.887151
301,-20.08766
302,-20.2827
303,-98.66466
304,-98.14369
305,-104.313614
306,-25.373966
307,-27.006174
308,-27.708296
309,-26.572254
310,-24.46163
311,-103.67305
312,-100.38302
313,-99.55864
314,-101.51305
315,-12.055446
316,-15.1989765
317,-110.848915
318,-108.569756
319,-94.61267
320,-106.84822
321,-104.12948
322,-100.04906
323,-100.58783
324,-108.52262
325,-108.858154
326,-111.9323
327,-109.956245
328,-106.646996
329,-103.04968
330,-114.71708
331,-104.01227
332,-95.43411
333,-105.57086
334,-101.2108
335,-18.103085
336,-15.903703
337,-101.009995
338,-107.66352
339,-101.94882
340,-105.39821
341,-100.05788
342,-100.053375
343,-101.00951
344,-101.23607
345,-102.93837
346,-109.33832
347,-102.84781
348,-113.88313
349,-106.191246
350,-107.54823
351,-117.59982
352,-109.78095
353,-116.81894
354,-116.51033
355,-106.84357
356,-106.7011
357,-105.93437
358,-102.250496
359,-100.373215
360,-100.05063
361,-97.861084
362,-100.87058
363,-105.625145
364,-100.25635
365,-100.74512
366,-99.33968
367,-106.918724
368,-106.769745
369,-100.62889
370,-103.8366
371,-108.169495
372,-105.19295
373,-108.6527
374,-106.76351
375,-108.81989
376,-104.66249
377,-104.2676
378,-104.20282
379,-101.51448
380,-102.3919
381,-104.46378
382,-103.5553
383,-108.89898
384,-101.39114
385,-101.18998
386,-100.26353
387,-102.82442
388,-101.25931
389,-103.15292
390,-102.99932
391,-103.31497
392,-103.93469
393,-104.6392
394,-101.46844
395,-99.53155
396,-100.50253
397,-102.30865
398,-102.68075
399,-106.04289
400,-102.42345
401,-105.86391
402,-103.91145
403,-104.22998
404,-95.07454
405,-101.0851
406,-90.374825
407,-91.96428
408,-88.93245
409,-102.572205
410,-102.21841
411,-97.4522
412,-97.881966
413,-94.51868
414,-107.17966
415,-104.164825
416,-104.940796
417,-103.160324
418,-100.523964
419,-97.08108
420,-103.74282
421,-93.48901
422,-108.37507
423,-102.406044
424,-102.275185
425,-102.13421
426,-107.807976
427,-94.374374
428,-98.91339
429,-97.39185
430,-95.71758
431,-106.90317
432,-107.959015
433,-104.289536
434,-105.34984
435,-105.4202
436,-104.80565
437,-107.164444
438,-25.660643
439,-101.85237
440,-107.527016
441,-95.69742
442,-104.90055
443,-103.73551
444,-100.97368
445,-103.76538
446,-103.830986
447,-27.891453
448,-103.29602
449,-102.925255
450,-97.422874
451,-100.48365
452,-107.46652
453,-108.0287
454,-107.9106
455,-110.46545
456,-106.92495
457,-107.452415
458,-105.08868
459,-106.58331
460,-108.23597
461,-105.36409
462,-107.359276
463,-105.376114
464,-109.097946
465,-107.41531
466,-104.27147
467,-109.070045
468,-104.34037
469,-109.35603
470,-106.6844
471,-105.997185
472,-106.02884
473,-105.554565
474,-105.56989
475,-108.713295
476,-107.525154
477,-107.12714
478,-100.97084
479,-107.29801
480,-106.750656
481,-106.43745
482,-107.07736
483,-104.2344
484,-106.98535
485,-108.506325
486,-108.18306
487,-109.5376
488,-110.09724
489,-105.51259
490,-108.08101
491,-101.15642
492,-101.363815
493,-135.80952
494,-106.33876
495,-106.544586
496,-105.82114
497,-107.262794
498,-133.3064
499,-103.82858
500,-106.865746
501,-103.08156
502,-104.45159
503,-107.72168
504,-100.54613
505,-103.80658
506,-75.14148
507,-92.74903
508,-89.927574
509,-105.20469
510,-104.42109
511,-102.67564
512,-102.73614
513,-106.266136
514,-98.66575
515,-103.16037
516,-103.64378
517,-102.26652
518,-102.6474
519,-103.83584
520,-110.5015
521,-109.18717
522,-91.2615
523,-97.910675
524,-106.07722
525,-92.10901
526,-95.44053
527,-100.43881
528,-101.0744
