,"It [380, 3]"
0,-119.34691
1,-110.40453
2,-108.66504
3,-115.66675
4,-114.68095
5,-109.70511
6,-116.45193
7,-114.11618
8,-114.31174
9,-114.96439
10,-113.21741
11,-113.46701
12,-115.5033
13,-113.8359
14,-113.260345
15,-115.398026
16,-114.279434
17,-115.99846
18,-113.18942
19,-114.09724
20,-114.57989
21,-113.13143
22,-115.465485
23,-110.96593
24,-114.394806
25,-116.62179
26,-113.89021
27,-116.36552
28,-114.009575
29,-116.83199
30,-115.33779
31,-114.53903
32,-111.84735
33,-115.12271
34,-114.569534
35,-115.68807
36,-117.780396
37,-115.04753
38,-113.69231
39,-118.789116
40,-112.11831
41,-116.03309
42,-107.80766
43,-113.126564
44,-115.749535
45,-113.465294
46,-115.603584
47,-113.23148
48,-113.03749
49,-114.00995
50,-112.75049
51,-115.73427
52,-113.6052
53,-113.36258
54,-114.925064
55,-111.63132
56,-113.45935
57,-114.135056
58,-115.2762
59,-114.25793
60,-115.63488
61,-114.61843
62,-117.0519
63,-109.16582
64,-115.02091
65,-112.64358
66,-115.5052
67,-116.26239
68,-116.5924
69,-111.324936
70,-115.62754
71,-114.343185
72,-116.04914
73,-115.47193
74,-114.130585
75,-114.36861
76,-115.02193
77,-112.07418
78,-117.79111
79,-114.38302
80,-119.4204
81,-117.5358
82,-116.65358
83,-115.44142
84,-115.9342
85,-115.910065
86,-115.98549
87,-116.35758
88,-114.284615
89,-116.44447
90,-107.33162
91,-115.12291
92,-111.28348
93,-116.01578
94,-115.73233
95,-110.10929
96,-114.30547
97,-113.199036
98,-114.37764
99,-115.883156
100,-118.237625
101,-115.24363
102,-115.02159
103,-114.02252
104,-107.14696
105,-116.64026
106,-114.37794
107,-116.81018
108,-111.21162
109,-115.039566
110,-116.27261
111,-114.828545
112,-115.31267
113,-116.789474
114,-115.60755
115,-116.20336
116,-117.33609
117,-115.63548
118,-115.72528
119,-115.932205
120,-115.63831
121,-116.13734
122,-114.84133
123,-116.28326
124,-117.46253
125,-114.29715
126,-114.69351
127,-116.57341
128,-119.04329
129,-115.29461
130,-111.830956
131,-115.569824
132,-116.8123
133,-116.434265
134,-116.74625
135,-116.10053
136,-114.28253
137,-115.99199
138,-116.85687
139,-106.944824
140,-116.12935
141,-108.22928
142,-117.52549
143,-117.85354
144,-116.25205
145,-115.306526
146,-116.377975
147,-116.24639
148,-116.39731
149,-119.517654
150,-115.110695
151,-116.606224
152,-116.38125
153,-116.42767
154,-119.37136
155,-115.35332
156,-116.239
157,-116.834236
158,-116.12315
159,-116.3348
160,-116.166245
161,-117.204666
162,-115.53071
163,-117.39206
164,-115.41625
165,-114.803055
166,-117.32117
167,-117.45262
168,-117.09596
169,-117.30048
170,-115.86899
171,-116.324196
172,-120.991455
173,-116.271225
174,-116.10028
175,-116.096924
176,-115.09104
177,-115.53837
178,-115.52106
179,-115.62648
180,-116.1413
181,-116.8702
182,-117.29823
183,-115.389015
184,-116.5321
185,-114.78265
186,-116.57299
187,-116.76687
188,-117.30698
189,-116.83944
190,-115.33059
191,-116.90959
192,-116.49478
193,-116.435555
194,-117.04759
195,-117.08939
196,-116.54679
197,-117.48015
198,-116.70885
199,-116.77341
200,-119.41849
201,-118.92264
202,-116.21709
203,-115.72395
204,-118.465256
205,-116.50556
206,-117.221535
207,-116.46296
208,-116.4362
209,-115.646965
210,-115.424225
211,-116.68485
212,-117.90161
213,-116.23039
214,-115.69921
215,-117.77411
216,-115.87471
217,-118.030075
218,-118.02982
219,-116.55552
220,-117.10727
221,-117.73654
222,-117.212616
223,-117.36154
