,"It [306, 1]"
0,-104.30342
1,-115.98436
2,-116.459
3,-116.743706
4,-107.39277
5,-110.73812
6,-107.65464
7,-119.1068
8,-114.77481
9,-21.074612
10,-23.532051
11,-102.083115
12,-11.505724
13,-25.994566
14,-104.32718
15,-114.57616
16,-108.64281
17,-112.74063
18,-112.375275
19,-99.187996
20,-22.475134
21,-113.3215
22,-108.66022
23,-106.41225
24,-28.383364
25,-21.303001
26,-108.05997
27,-119.57833
28,-27.94988
29,-13.860908
30,-28.363876
31,-118.01738
32,-113.49666
33,-110.85546
34,-112.96217
35,-110.81293
36,-27.119053
37,-102.167465
38,-31.470425
39,-114.00968
40,-104.851654
41,-27.125977
42,-36.421505
43,-24.819744
44,-111.63205
45,-108.6133
46,-104.45479
47,-101.395164
48,-104.690895
49,-110.41214
50,-108.311584
51,-100.895035
52,-106.52024
53,-26.980808
54,-110.80673
55,-117.956314
56,-21.746069
57,-22.784506
58,-108.67926
59,-23.796278
60,-106.788124
61,-20.566422
62,-23.45789
63,-111.31965
64,-25.207613
65,-20.106728
66,-19.971836
67,-107.14817
68,-104.749916
69,-26.799683
70,-23.18471
71,-109.55417
72,-111.52742
73,-103.447945
74,-22.714073
75,-20.859596
76,-19.86477
77,-110.74333
78,-100.86134
79,-19.375196
80,-27.882158
81,-17.311687
82,-117.48404
83,-102.84197
84,-29.28586
85,-105.57957
86,-102.51113
87,-105.95959
88,-23.06859
89,-26.902971
90,-19.42748
91,-103.06368
92,-23.750513
93,-24.432493
94,-18.57597
95,-18.409184
96,-22.11884
97,-22.537355
98,-102.5344
99,-101.65424
100,-6.3929415
101,-104.96566
102,-112.12286
103,-106.15524
104,-16.706875
105,-21.398386
106,-25.805933
107,-104.445724
108,-19.23209
109,-15.829804
110,-18.109581
111,-17.148123
112,-27.286993
113,-105.79452
114,-23.343393
115,-103.363434
116,-98.82328
117,-26.888306
118,-100.67595
119,-17.26453
120,-101.66406
121,-107.81955
122,-13.946924
123,-12.776789
124,-104.61016
125,-93.574745
126,-104.38731
127,-105.9429
128,-2.0456972
129,-14.418823
130,-102.61998
131,-17.73526
132,-16.988743
133,-111.9386
134,-116.0083
135,-109.17633
136,-102.21453
137,-101.654076
138,-94.94822
139,-102.09865
140,-97.015015
141,-100.571594
142,-105.18254
143,-14.177433
144,-101.90748
145,-5.337812
146,-102.57112
147,-104.26966
148,-104.467545
149,-20.025623
150,-102.46556
151,-98.34143
152,-97.376854
153,-9.159372
154,-22.666742
155,-105.29396
156,-114.207726
157,-97.80964
158,-13.131255
159,-15.552287
160,-11.780802
161,-14.206805
162,-101.98307
163,-97.69101
164,-17.625116
165,-15.71585
166,-16.277956
167,-13.347343
168,-106.728134
169,-9.192741
170,-103.35311
171,-99.761116
172,-98.03699
173,-91.79128
174,-105.31137
175,-100.503426
176,6.4285674
177,-100.53162
178,-100.570465
179,-101.91898
180,-17.57441
181,-14.724514
182,-100.266335
183,-97.00912
184,-96.2462
185,9.458912
186,-9.6443205
187,-16.874609
188,-15.668858
189,-95.145744
190,-13.875676
191,-97.17585
192,-102.63214
193,-108.811584
194,-97.97665
195,-97.76403
196,-100.17513
197,-18.343174
198,-6.1019964
199,-98.39489
200,-96.491455
201,-98.52567
202,-19.59822
203,-101.730354
204,-100.840256
205,-101.226585
206,-101.88406
207,-92.131134
208,-99.67683
209,-100.07013
210,-96.54214
211,-8.576284
212,-17.13063
213,-12.776819
214,-93.242805
215,-93.421814
216,-102.12759
217,-110.16475
218,-16.211687
219,-100.55695
220,2.2348845
221,-103.46254
222,-97.123215
223,-101.62106
224,-102.60274
225,-98.96274
226,-92.87981
227,-101.2482
228,-100.89105
229,-92.779976
230,-16.270138
231,-90.90321
232,-18.743643
233,-92.94658
234,-93.26871
235,-96.732216
236,-12.877864
237,-17.950129
238,-92.50324
239,-95.74831
240,-100.56213
241,-94.03815
242,-95.999306
243,-17.607347
244,-101.84788
245,-96.94357
246,-95.45114
247,-8.797068
248,-13.324245
249,-107.866844
250,-18.239014
251,-17.68822
252,-18.255457
253,-94.56474
254,5.5066066
255,-87.92456
256,-100.11365
257,-100.55823
258,-95.29801
259,-111.82439
260,-101.79537
261,-106.34356
262,-10.344473
263,-103.33038
264,-105.90316
265,-95.52496
266,-91.834465
267,-104.79708
268,-100.31115
269,-102.62423
270,11.041092
271,-93.539764
272,-90.849945
273,-99.77318
274,-108.83632
275,-104.59727
276,-111.55306
277,-99.4714
278,-93.966064
279,-8.14261
280,-92.3491
281,26.997171
282,-14.226485
283,-14.368192
284,-12.30268
285,-107.42669
286,-12.196754
287,-113.54545
288,-91.65925
289,-95.484314
290,-100.08906
291,-94.87833
292,-105.783714
293,-97.02158
294,-94.63297
295,-96.66499
296,-95.09582
297,-96.5467
298,-98.65032
299,-98.717476
300,-98.337265
301,-110.302765
302,-99.7493
303,-108.29753
304,-112.898155
305,-99.63816
306,-115.961426
307,-118.14113
308,-115.29713
309,24.828732
310,-104.17815
311,-108.15691
312,-104.17312
313,-111.2614
314,-99.027954
315,-110.541756
316,-111.93892
317,-110.38449
318,-112.707825
319,-104.507065
320,-99.09923
321,-101.35773
322,-99.158554
323,16.6372
324,-97.78543
325,-120.10205
326,-115.6427
327,-116.31323
328,-113.20104
329,-110.96955
330,-108.76723
331,-120.72541
332,-101.80815
333,-113.9102
334,-131.66876
335,-118.9287
336,-102.65281
337,-102.79298
338,-122.59973
339,-112.82611
340,-110.141426
341,-103.7005
342,-94.86807
343,-92.71173
344,-104.88956
345,-92.694275
346,-97.77619
347,-100.47491
348,-104.37256
349,-95.25977
350,-103.96486
351,-103.047
352,-119.32738
353,-119.70203
354,-118.560974
355,-120.25769
356,-119.55211
357,-118.17869
358,-107.73927
359,-108.169334
360,-116.85566
361,-115.850365
362,-113.07613
363,-111.39889
364,-119.91574
365,-120.60736
366,-106.094246
367,-101.23686
368,-95.667366
369,-92.74881
370,-96.31636
371,-84.280685
372,-92.68399
373,-107.87014
374,8.9635315
375,17.73157
376,-123.03442
377,-117.107285
378,-100.20549
379,-98.897514
380,-91.61952
381,-94.72806
382,-93.69425
383,-91.282364
384,-103.96219
385,-106.9124
386,-106.25154
387,-104.56126
388,-103.09083
389,-96.91722
390,-107.02474
391,-104.43692
392,-67.75522
393,-79.81119
394,-96.10241
395,20.734785
396,21.322529
397,-93.53665
398,-108.155716
399,-124.17308
400,-97.576035
401,-92.90821
402,-93.63401
403,-96.68922
404,-103.086174
405,-99.34092
406,-100.69612
407,-100.32345
408,-93.95887
409,-103.574905
410,-99.326164
411,-91.98807
412,-95.19307
413,30.420446
414,-93.96902
415,-100.70589
416,-104.47322
417,-97.1153
418,-96.70979
419,-101.976395
420,-98.50821
421,-104.5077
422,-102.8396
423,-101.126434
424,-92.61464
425,-93.989555
426,-89.4457
427,-100.353615
428,-101.38458
429,-98.9504
430,-97.28526
431,-136.52353
432,-93.74881
433,-94.78296
434,-124.00923
435,-132.2406
436,-93.30429
437,-97.464645
438,-99.727325
439,-99.7514
440,-93.57109
441,-102.76299
442,-125.842606
443,-79.05066
444,-83.85085
445,-7.726127
446,-86.17382
447,-92.82496
448,-90.679855
449,-92.77296
450,-95.34551
451,-84.53278
452,-111.07748
453,-114.451065
454,-115.55697
455,-120.15296
456,-92.859215
457,-98.70504
458,-113.163795
459,-106.002174
460,-90.957825
461,-98.02011
462,26.464466
463,17.083345
464,6.7758846
465,34.487534
466,-87.35665
467,-87.52512
468,-85.1538
469,34.826115
470,-89.89378
