,"It [96, 1]"
0,-1.2650805
1,-20.857807
2,-107.12819
3,-116.26803
4,-116.870285
5,-119.95972
6,-120.84856
7,-118.18021
8,-115.674255
9,-119.51623
10,-114.19123
11,-118.34436
12,-120.761635
13,-111.06702
14,-117.71987
15,-120.01276
16,-114.73235
17,-115.441666
18,-119.53846
19,-116.855385
20,-116.64869
21,-113.889626
22,-116.42431
23,-114.667076
24,-114.417336
25,-114.633484
26,-107.27947
27,-111.17627
28,-107.81435
29,-116.68292
30,-112.915665
31,-112.745865
32,-107.64099
33,-110.10403
34,-110.46059
35,-117.16396
36,-113.82504
37,-118.34127
38,-107.35171
39,-110.05529
40,-104.37683
41,-122.19332
42,-20.509615
43,-107.79376
44,-109.747314
45,-27.842142
46,-113.474815
47,-111.11628
48,-116.63662
49,-109.82924
50,-107.97401
51,-20.226404
52,-20.268444
53,-113.38066
54,-113.194435
55,-111.58245
56,-31.401327
57,-111.79883
58,-125.467896
59,-17.317024
60,-19.050484
61,-104.586105
62,-115.96567
63,-109.97664
64,-106.58168
65,-30.341484
66,-111.22601
67,-105.93523
68,-107.11302
69,-108.92414
70,-106.41808
71,-129.51375
72,-122.770645
73,-127.68144
74,-104.71411
75,-21.481974
76,-104.3191
77,-108.03007
78,-107.92612
79,-27.066158
80,-27.838806
81,-111.8757
82,-98.7209
83,-28.384514
84,-114.25859
85,-110.16461
86,-27.228617
87,-105.678795
88,-22.30984
89,-99.66681
90,-115.32338
91,-27.697166
92,-99.59854
93,-103.41736
94,-34.53441
95,-103.774826
96,-30.665232
97,-98.43099
98,-112.67854
99,-101.35864
100,-96.68198
101,-108.120804
102,-18.711794
103,-103.34781
104,-109.660675
105,-100.14905
106,-25.35154
107,-99.46136
108,-110.2619
109,-112.91089
110,-110.28154
111,-102.289185
112,-31.389751
113,-105.698
114,-38.769325
115,-101.29186
116,-33.283855
117,-101.12393
118,-104.64152
119,-108.64722
120,-110.682785
121,-26.297771
122,-33.302887
123,-98.718735
124,-94.29592
125,-33.60897
126,-104.73479
127,-106.083855
128,-102.321396
129,-100.45962
130,-98.789375
131,-112.05873
132,-96.50858
133,-25.842958
134,-100.58382
135,-107.60071
136,-22.549046
137,-27.770214
138,-98.45283
139,-34.19276
140,-102.88353
141,-116.46661
142,-117.75185
143,-24.525038
144,-103.35233
145,-96.90141
146,-18.405865
147,-104.69493
148,-120.2276
149,-119.85797
150,-112.23091
151,-23.395718
152,-113.51374
153,-25.498863
154,-100.77561
155,-102.95511
156,-110.569984
157,-103.86198
158,-98.2598
159,-101.36903
160,-111.742584
161,-100.77836
162,-101.53685
163,-101.87526
164,-20.193182
165,-29.752161
166,-18.614168
167,-19.794443
168,-115.925476
169,-96.09289
170,-98.64065
171,-24.572844
172,-22.43372
173,-101.32394
174,-100.55532
175,-109.1483
176,-105.35777
177,-24.361343
178,-17.443274
179,-22.437866
180,-93.77872
181,-94.49446
182,-33.733963
183,-33.270576
184,-16.06797
185,-19.682198
186,-100.34715
187,-94.88023
188,-24.324533
189,-102.98599
190,-21.40114
191,-99.848526
192,-37.084473
193,-32.240585
194,-117.56398
195,-100.7375
196,-124.266396
197,-99.15269
198,-36.106228
199,-122.12037
200,-113.81887
201,-38.78508
202,-20.786821
203,-125.361664
204,-26.969954
205,-114.12206
206,-99.8452
207,-101.12858
208,-97.16142
209,-16.435774
210,-99.43819
211,-22.451801
212,-114.04567
213,-101.8527
214,-114.57076
215,-97.60017
216,-104.985115
217,-34.867413
218,-98.24156
219,-100.012344
220,-98.59193
221,-98.056
222,-95.25255
223,-95.888695
224,-93.985085
225,-99.288155
226,-130.69624
227,-98.1918
