,"It [188, 1]"
0,-16.075247
1,-20.634026
2,-110.09635
3,-112.98703
4,-117.8741
5,-113.681885
6,-118.89592
7,-114.46279
8,-115.28751
9,-119.827545
10,-120.59096
11,-122.14316
12,-119.10136
13,-123.589676
14,-118.073044
15,-114.81523
16,-111.23247
17,-26.840366
18,-23.610823
19,-33.214096
20,-22.676506
21,-16.207722
22,-19.34118
23,-18.573702
24,-17.162764
25,-112.511444
26,-27.913021
27,-32.022835
28,-106.97484
29,-122.287
30,-106.191605
31,-20.84733
32,-110.5305
33,-22.950731
34,-31.77
35,-102.78594
36,-103.17039
37,-108.06982
38,-117.59517
39,-118.88755
40,-101.26735
41,-102.93811
42,-106.86082
43,-102.26427
44,-104.492455
45,-102.12068
46,-29.466232
47,-102.60883
48,-26.75087
49,-100.87424
50,-108.307465
51,-98.61521
52,-104.194786
53,-104.454346
54,-100.952675
55,-105.416855
56,-102.070206
57,-104.23141
58,-103.53279
59,-102.27078
60,-110.00037
61,-103.37575
62,-27.491247
63,-98.132965
64,-17.942562
65,-104.17578
66,-103.079796
67,-25.64865
68,-110.344894
69,-22.299398
70,-29.77847
71,-102.94361
72,-104.683
73,-102.720314
74,-104.77728
75,-104.627174
76,-29.539642
77,-110.33082
78,-100.527466
79,-102.43199
80,-101.3328
81,-120.698616
82,-102.74189
83,-112.24797
84,-100.836
85,-100.811584
86,-100.43211
87,-105.27771
88,-31.186407
89,-101.77292
90,-17.703037
91,-125.48267
92,-102.096756
93,-33.157986
94,-101.43652
95,-101.85622
96,-109.25952
97,-97.124016
98,-101.72685
99,-16.674894
100,-98.96654
101,-98.32233
102,-100.00592
103,-21.741785
104,-109.997955
105,-100.64974
106,-24.326788
107,-20.648851
108,-112.386635
109,-98.84924
110,-112.53481
111,-20.403194
112,-17.688726
113,-113.910385
114,-101.46547
115,-16.120577
116,-100.54913
117,-103.91553
118,-96.092354
119,-100.35631
120,-111.864105
121,-99.728035
122,-111.16121
123,-112.80147
124,-22.261805
125,-116.91574
126,-109.89615
127,-98.781555
128,-27.443264
129,-23.24071
130,-110.126205
131,-99.46315
132,-25.00554
133,-100.407936
134,-101.004196
135,-103.12547
136,-97.46763
137,-99.59254
138,-102.189926
139,-95.31196
140,-110.25878
141,-103.33112
142,-34.19437
143,-34.104733
144,-109.27632
145,-92.01546
146,-95.25187
147,-97.5542
148,-103.73716
149,-116.41171
150,-100.857155
151,-115.94968
152,-18.664906
153,-111.85158
154,-111.1683
155,-114.06517
156,-25.841244
157,-14.791611
158,-99.82337
159,-99.98278
160,-99.76343
161,-26.545252
162,-104.14466
163,-116.268745
164,-102.03075
165,-99.90318
166,-102.217224
167,-100.82116
168,-23.88746
169,-100.70426
170,-105.93259
171,-100.539116
172,-95.99156
173,-100.28379
174,-101.01422
175,-97.09747
176,-24.602648
177,-101.73541
178,-126.2706
179,-100.66513
180,-103.74378
181,-103.16922
182,-100.625946
183,-102.795616
184,-119.12613
185,-103.96794
186,-98.11445
187,-100.97989
188,-103.10584
189,-117.948784
190,-96.5569
191,-129.70262
192,-103.238525
193,-103.32422
194,-102.65356
195,-103.05164
196,-24.704847
197,-103.3212
198,-100.68835
199,-103.382126
200,-100.182365
201,-99.697044
202,-101.164536
203,-112.77896
204,-100.74611
205,-103.27335
206,-99.858406
207,-99.00673
208,-103.190384
209,-22.245874
210,-100.85871
211,-103.94498
212,-100.833206
213,-101.318344
214,-98.56089
215,-100.73999
216,-104.06746
217,-103.08531
218,-104.17873
219,-102.445244
220,-104.47348
221,-105.84792
222,-100.68545
223,-102.27954
224,-100.42968
225,-98.949486
226,-100.48198
227,-100.09969
228,-95.30762
229,-99.78429
230,-99.109276
231,-106.19658
232,-107.58382
233,-100.37684
234,-100.668785
235,-30.092476
236,-100.535
237,-100.51677
238,-99.11038
239,-99.152054
240,-108.60672
241,-102.47173
242,-103.08255
243,-104.66095
244,-99.96192
245,-103.639114
246,-31.754374
247,-101.081436
248,-99.425186
249,-99.035736
250,-104.45761
251,-100.085915
252,-100.61835
253,-101.60593
254,-99.573586
255,-102.83948
256,-101.179375
257,-102.09512
258,-101.96549
259,-99.23717
260,-101.498055
261,-102.5956
262,-102.70903
263,-103.68808
264,-100.82147
265,-102.702385
266,-97.91551
267,-101.74066
268,-99.69201
269,-106.21449
270,-101.720146
271,-101.62052
272,-102.785645
273,-103.95958
274,-100.01857
275,-99.765625
276,-101.108925
277,-102.62462
278,-101.53585
279,-101.47529
280,-101.35698
281,-102.43351
282,-100.780045
283,-99.931366
284,-100.99961
285,-103.117615
286,-102.069855
287,-103.20095
288,-102.894005
289,-102.55739
290,-102.058136
291,-99.221535
292,-99.81947
293,-103.21822
294,-103.21892
295,-101.63219
296,-102.53461
297,-100.672356
298,-106.88122
299,-101.804146
300,-98.29498
301,-101.78989
302,-102.172195
303,-103.5693
304,-104.959435
305,-100.22563
306,-99.51989
307,-101.328964
308,-100.89132
309,-102.57494
310,-100.9929
311,-98.1867
312,-100.05102
313,-99.46103
314,-102.82362
315,-99.60191
316,-103.437614
317,-99.612274
318,-100.15622
319,-98.358154
320,-101.16932
321,-99.50516
322,-102.31472
323,-106.54337
324,-99.45886
325,-98.75746
326,-99.7549
327,-98.78936
328,-102.725334
329,-101.09707
330,-101.73313
331,-101.02426
332,-98.800766
333,-101.01299
334,-100.09109
335,-101.02072
336,-102.536194
337,-103.81106
338,-103.274124
339,-100.48749
340,-107.52113
341,-106.228485
342,-107.885765
343,-110.291695
344,-105.92855
345,-105.28728
346,-101.67464
347,-102.71362
348,-110.494675
349,-107.00841
350,-109.10466
351,-106.99481
352,-106.31926
353,-106.96596
354,-107.661736
355,-108.02333
356,-104.58738
357,-102.965004
358,-108.511765
359,-107.43938
360,-104.921844
361,-107.730545
362,-102.54133
363,-104.165436
364,-107.153206
365,-103.31134
366,-104.80526
367,-106.79844
368,-104.440765
369,-104.92492
370,-105.077644
371,-105.17525
372,-104.82858
373,-106.12491
374,-106.1431
375,-106.47835
376,-108.16821
