,"It [254, 1]"
0,-112.86333
1,-107.830765
2,-111.60224
3,-116.57526
4,-113.45067
5,-117.01172
6,-110.94877
7,-113.057945
8,-115.363106
9,-113.70236
10,-117.88268
11,-122.379036
12,-118.31482
13,-113.94826
14,-121.24881
15,-118.59519
16,-124.50515
17,-129.96092
18,-120.655815
19,-121.28675
20,-117.151146
21,-116.63817
22,-119.23802
23,-117.58773
24,-112.021355
25,-105.88397
26,-101.73862
27,-102.13285
28,-108.71539
29,-103.75486
30,-102.52519
31,-23.580116
32,-101.01322
33,-101.178276
34,-19.238438
35,-21.113008
36,-102.91144
37,-100.9906
38,-105.5312
39,-102.60936
40,-103.17949
41,-98.94717
42,-101.7376
43,-21.288887
44,-23.86899
45,-18.72098
46,-107.7521
47,-106.47744
48,-102.370415
49,-91.51855
50,-99.05462
51,-21.04804
52,-22.499348
53,-16.01588
54,-101.99107
55,-110.53208
56,-115.33603
57,-17.71347
58,-21.35584
59,-19.724586
60,-106.66417
61,-108.245094
62,-106.21125
63,-108.568565
64,-34.712383
65,-98.78076
66,-99.80509
67,-101.97921
68,-18.901985
69,-24.0666
70,-103.558716
71,-105.10175
72,-101.335594
73,-101.79651
74,-100.36238
75,-103.03287
76,-28.033007
77,-31.477015
78,-22.122139
79,-24.720207
80,-104.81892
81,-14.295752
82,-37.235535
83,-20.57957
84,-109.542755
85,-30.663744
86,-28.117739
87,-22.212496
88,-102.73826
89,-103.30184
90,-31.745739
91,-115.097946
92,-113.10747
93,-123.02362
94,-30.197605
95,-98.96246
96,-102.545815
97,-104.98062
98,-107.83334
99,-104.2355
100,-114.69533
101,-100.87866
102,-107.333664
103,-99.3682
104,-99.689964
105,-100.87281
106,-104.95617
107,-9.320293
108,-110.70074
109,-8.553978
110,-107.81092
111,-19.41373
112,-24.387348
113,-99.859604
114,-34.61893
115,-24.44568
116,-16.64325
117,-101.92685
118,-109.91464
119,-104.04001
120,-19.527317
121,-24.307014
122,-98.63874
123,-23.151133
124,-103.93287
125,-30.6894
126,-19.112192
127,-105.207085
128,-104.715675
129,-116.2775
130,-116.006096
131,-122.573105
132,-12.061832
133,-114.065414
134,-100.693695
135,-100.95998
136,-18.709635
137,-99.87233
138,-98.07737
139,-114.7969
140,-25.782665
141,-105.10461
142,-25.031952
143,-114.07699
144,-22.229322
145,-20.690954
146,-18.115969
147,-99.00089
148,-116.20831
149,-108.45571
150,-109.21622
151,-97.90153
152,-107.03794
153,-100.75636
154,-107.8004
155,-25.211311
156,-22.126013
157,-93.86845
158,-110.88636
159,-106.01978
160,-16.795212
161,-101.888565
162,-114.92651
163,-110.83998
164,-102.6607
165,-100.57289
166,-100.26355
167,-116.60668
168,-22.603354
169,-101.171364
170,-103.7182
171,-28.121794
172,-99.55597
173,-103.51021
174,-102.53528
175,-112.6088
176,-102.920135
177,-100.26542
178,-20.60388
179,-103.81366
180,-19.039297
181,-18.26026
182,-103.01998
183,-21.153193
184,-103.14557
185,-99.237495
186,-101.482765
187,-101.350945
188,-103.05607
189,-25.420855
190,-100.34437
191,-103.19147
192,-101.712746
193,-102.01578
194,-101.26531
195,-103.19992
196,-102.264595
197,-21.594282
198,-103.72544
199,-102.24851
200,-102.54063
201,-99.53226
202,-17.066675
203,-101.46968
204,-104.65167
205,-28.36692
206,-24.042503
207,-99.64163
208,-27.727976
209,-122.11219
210,-101.11158
211,-100.89302
212,-102.85725
213,-23.567722
214,-28.110277
215,-103.55975
216,-100.65594
217,-116.56129
218,-101.447525
219,-100.10249
220,-102.36102
221,-29.059303
222,-102.31723
223,-102.722496
224,-122.66505
225,-100.837006
226,-101.38578
227,-103.5404
228,-101.80218
229,-100.19269
230,-99.88529
231,-100.50249
232,-98.80142
233,-99.6084
234,-104.86546
235,-106.51656
236,-102.81306
237,-102.008224
238,-102.13179
239,-103.55817
240,-97.39497
241,-102.37096
242,-101.02877
243,-101.356995
244,-102.85627
245,-102.37522
246,-104.644325
247,-99.37628
248,-99.61418
249,-102.97412
250,-100.427986
251,-105.94807
252,-15.0018835
253,-107.090706
254,-100.8735
255,-100.47536
256,-106.462
257,-104.66005
258,-100.04789
259,-98.86213
260,-100.94023
261,-97.505684
262,-99.82098
263,-98.30847
264,-100.21423
265,-99.68723
266,-121.567635
267,-101.03404
268,-99.579315
269,-99.28786
270,-102.26622
271,-100.4252
272,-105.65049
273,-100.326485
274,-99.841866
275,-100.78671
276,-111.19852
277,-103.68121
278,-100.642136
279,-101.50008
280,-99.473885
281,-103.89757
282,-104.69545
283,-99.66739
284,-102.44483
285,-103.96772
286,-99.47106
287,-104.414345
288,-101.80753
289,-100.88587
290,-101.692085
291,-99.588585
292,-99.37519
293,-101.073944
294,-100.79201
295,-103.960365
296,-102.43909
297,-102.45206
298,-102.69824
299,-107.635475
300,-29.245182
301,-103.41458
302,-103.4755
303,-103.63923
304,-102.693474
305,-103.7834
306,-102.07961
307,-100.100426
308,-108.22185
309,-108.41421
310,-102.857735
311,-102.42049
312,-101.045586
313,-100.89606
314,-103.57279
315,-105.53195
316,-104.01109
317,-105.09152
318,-98.99338
319,-101.34791
320,-102.36825
321,-104.77806
322,-102.361534
323,-101.43516
324,-100.54671
325,-100.689445
326,-95.843605
327,-96.46581
328,-100.223885
329,-100.453705
330,-99.9809
331,-102.346725
332,-102.39603
333,-101.34356
334,-98.58709
335,-99.75805
336,-101.84618
337,-101.10775
338,-108.34508
339,-103.71958
340,-102.65215
341,-105.148674
342,-101.18153
343,-99.441345
344,-99.87894
345,-99.29654
346,-100.71115
347,-102.06412
348,-104.579056
349,-102.54494
350,-102.836815
351,-100.70188
352,-103.68265
353,-105.17861
354,-106.64084
355,-107.08169
356,-110.68625
357,-107.07978
358,-104.7421
359,-107.53593
360,-106.72139
361,-106.342064
362,-101.012314
363,-101.51495
364,-103.30844
365,-99.170876
366,-104.51042
367,-104.59682
368,-100.2385
369,-101.598656
370,-111.02321
371,-104.59851
372,-105.40193
373,-103.959755
374,-102.215935
375,-102.098236
376,-100.565834
377,-102.23273
378,-102.08309
379,-101.24666
380,-103.20166
381,-102.590355
382,-103.0242
383,-101.84562
384,-101.141106
385,-100.27784
386,-102.00586
387,-103.61313
388,-103.02465
389,-101.477104
390,-102.59444
391,-103.10077
392,-102.654564
393,-101.756516
394,-100.58632
395,-102.54682
396,-102.3479
397,-103.543785
398,-104.27408
399,-101.91051
400,-99.263016
401,-98.248146
402,-100.51764
403,-99.83866
404,-105.58409
405,-104.232506
406,-101.99708
407,-102.92652
408,-101.08521
409,-101.1169
410,-100.73466
411,-99.81911
412,-104.36855
413,-102.15733
414,-102.043846
415,-100.589966
416,-102.0772
417,-102.08178
418,-103.013275
419,-102.28277
420,-105.78829
421,-105.91665
422,-103.19895
423,-103.97129
424,-99.778984
425,-104.60562
426,-101.648506
427,-101.040184
428,-102.09399
429,-103.426285
430,-102.57336
431,-101.24096
432,-99.675125
433,-100.3606
434,-98.989494
435,-104.32553
436,-101.46722
437,-103.36604
438,-102.66592
439,-103.606514
440,-100.13882
441,-99.19852
442,-97.4165
443,-105.17483
444,-96.200195
445,-103.353035
446,-104.27506
447,-101.35946
448,-99.45943
449,-98.776665
450,-102.19447
451,-101.7741
452,-101.005936
453,-100.66138
454,-104.35876
455,-103.21194
456,-103.126976
457,-101.48395
458,-103.42972
459,-108.77687
460,-103.29065
461,-102.392166
462,-101.402855
463,-102.11247
464,-101.770744
465,-100.20572
466,-100.78673
467,-100.12955
468,-101.881485
469,-101.88496
470,-102.897545
471,-103.263535
472,-104.02894
473,-100.85611
474,-99.4002
475,-100.43935
476,-98.29562
477,-98.129684
478,-98.478676
479,-99.89602
480,-102.38397
481,-102.17812
482,-102.41466
483,-101.71114
484,-102.33714
485,-101.460464
486,-100.83587
487,-100.02254
488,-109.99635
489,-103.2185
490,-101.61487
491,-103.81301
492,-103.18902
493,-100.44117
494,-101.51158
495,-105.42647
496,-103.38834
497,-103.04944
498,-103.539734
499,-104.40774
500,-103.08871
501,-102.947624
502,-103.47442
503,-104.71028
504,-103.92913
505,-104.08182
506,-102.54976
507,-101.51604
508,-101.656876
509,-101.11007
510,-102.45661
511,-103.85171
512,-101.007805
513,-103.13078
514,-106.787544
515,-105.08446
516,-104.32087
517,-103.66159
518,-102.69638
519,-103.38501
520,-103.41301
521,-102.917534
522,-101.22484
523,-102.15337
524,-102.42357
525,-102.60673
526,-103.98097
527,-102.63665
528,-105.858665
529,-104.24991
530,-101.8078
531,-101.85897
532,-102.245544
533,-104.38609
534,-103.40269
535,-106.440285
536,-104.99008
537,-107.8196
538,-102.81918
539,-103.61164
540,-104.74127
541,-107.587395
542,-105.992645
543,-106.70549
544,-106.855125
545,-105.22023
546,-103.589745
547,-104.061356
548,-104.57093
549,-107.1111
550,-105.98479
551,-113.58845
552,-113.80016
553,-107.239685
554,-105.23171
555,-104.649826
556,-106.22321
557,-106.01381
558,-105.0872
559,-105.219025
560,-105.43992
561,-102.299194
562,-101.61807
563,-101.19932
564,-103.48857
565,-99.15958
566,-102.688835
567,-103.49549
568,-102.59839
569,-106.96916
570,-98.785355
571,-92.566246
572,-103.51081
573,-106.427
574,-93.27372
575,-100.44114
576,-94.91674
577,-104.32456
578,-90.32531
579,-96.061066
580,-101.9391
581,-111.9974
582,-88.629585
583,-87.49422
584,-102.55798
585,-91.662964
586,-101.479935
587,-105.4327
588,-104.21013
589,-105.48564
590,-93.23953
591,-97.819984
592,-104.15182
593,-0.9696064
594,-38.575756
595,-27.277687
596,-13.494221
597,-103.54271
598,-101.8833
599,-106.886055
600,-105.19682
601,-99.402336
602,-31.62155
603,-21.19653
604,-27.38823
605,-25.249193
606,-27.794584
607,-20.516607
608,-97.668175
609,-102.76514
610,-104.72036
611,-103.82311
612,-7.639761
613,-100.48976
614,-17.71939
615,-8.676491
616,-21.23953
617,-22.516417
618,-25.02971
619,-12.449435
620,-11.745867
621,-20.468866
622,-103.85813
623,-19.166182
624,-18.629908
625,-114.420425
626,-24.969095
627,-98.4106
628,-93.202644
629,-91.15546
630,-101.60358
631,-103.90805
632,-101.62993
633,-16.328056
634,-6.069598
635,-12.236649
636,-105.035065
637,-100.35424
638,-100.77634
639,-101.79656
640,-108.48476
641,-95.51956
642,-99.92485
643,-10.237654
644,-18.196194
645,-15.137686
646,-0.71948344
647,-97.498795
648,-87.88111
649,-101.819115
650,-97.53971
651,-17.32355
652,-3.90443
653,-104.82976
654,-98.34539
655,-92.351685
656,-92.19052
657,-93.78423
658,-96.20529
659,-98.51838
660,1.7157333
661,-14.505794
662,-13.010993
663,-3.2967243
664,-100.22437
665,-89.66371
666,-93.63462
667,0.37097436
668,-10.574407
669,-11.455438
670,-6.6079774
671,3.1084044
672,2.1167557
673,-3.0932946
674,-94.73741
675,1.6010052
676,-96.71303
677,-97.79426
678,-122.71376
679,-122.76677
680,-120.88719
681,-120.69533
682,-0.4493452
683,-99.99786
684,18.277939
685,-120.826355
686,-18.371424
687,-14.443549
688,-12.768325
689,-16.59126
690,-16.44566
691,-10.704227
692,-17.370377
693,-18.01893
694,-123.73324
695,-18.14366
696,-14.909172
697,-13.569645
698,4.8272467
699,-17.211159
700,-16.456636
701,-14.346226
702,-16.667233
703,-28.00851
704,-24.155577
705,-20.318598
706,-0.27721608
707,-8.984096
708,-7.1474133
709,-99.709335
710,-107.48147
711,-98.85758
712,-97.31291
713,-105.555565
714,-143.57327
715,-28.444727
716,-25.427282
717,-13.075999
718,-97.33555
719,-121.71953
720,-100.076
721,-100.163895
722,-104.240166
723,-105.44712
724,-99.99105
725,-99.739716
726,-13.714063
727,-16.91407
728,-16.460588
729,-17.113802
730,-9.380976
731,-9.325048
732,9.823128
733,-92.851845
734,-6.8891187
735,-13.456204
736,-16.443731
737,0.3994152
738,-97.012924
739,-27.595299
740,-35.90628
741,-6.472733
742,-97.42021
743,-101.88052
744,-99.56392
745,-13.023318
746,2.694926
747,9.107359
748,-96.948204
749,-105.1562
750,3.3211713
751,-95.45174
752,-97.60248
753,-3.4671264
754,0.9914786
755,-16.140116
756,-94.06683
757,-13.652643
758,-3.6671124
759,-105.847855
760,-102.07077
761,-99.2264
762,-1.8795468
763,2.6106453
764,-3.9736564
765,-5.554278
766,-1.3473531
767,-2.8062055
768,-9.90131
769,7.952654
770,6.9269757
771,10.619461
772,-96.49332
773,-5.6082287
774,3.4800842
775,0.7035128
776,23.20487
777,-95.75553
778,-92.03238
779,-105.88186
780,-92.837265
781,-10.003143
782,-10.713589
783,-97.26852
784,-97.81954
785,-98.64454
786,1.1005807
787,9.593169
788,-93.7893
789,-96.09628
790,15.903951
791,-83.1556
792,-105.04232
793,-102.319595
794,-94.8983
795,-3.582652
796,-4.367522
797,9.363602
798,9.383218
799,-108.21032
800,-110.05677
801,-109.31601
802,-110.60332
803,-97.10076
804,25.746456
805,-97.61521
806,21.239765
807,-95.9285
808,-93.457565
809,-102.200356
810,-89.060394
811,29.656818
812,-101.78314
813,-106.02638
814,-108.50082
815,-93.021706
816,-4.118897
817,-92.90169
818,22.25683
819,-94.35941
820,20.986864
821,-105.26355
822,33.90554
823,-131.8649
824,-114.25273
825,-104.80481
826,-93.64582
827,-109.46419
828,-109.62668
829,-11.53955
830,-12.920686
831,-40.43161
832,20.79336
833,27.695415
834,-106.67958
835,5.1193457
836,-17.882982
837,-13.919117
838,-107.36975
839,-109.63582
840,-109.84282
841,-111.09882
842,-104.151596
843,-88.896286
844,-96.67267
845,-3.9058642
846,-7.0951414
847,-4.343182
848,-105.36339
849,-99.53678
850,-99.58125
851,-5.046264
852,-24.749933
853,-23.700945
854,-22.879509
855,-7.279395
856,1.6508518
857,7.9299517
858,-8.521301
859,-17.339472
860,-13.421162
861,-21.494827
862,-17.737156
863,-19.071985
864,-13.19242
865,-8.787378
866,-14.782359
867,-18.716787
868,-21.462164
869,-10.6488695
870,-14.225564
871,-17.770824
872,-18.698997
873,-13.957737
874,-15.548013
875,-15.395436
876,-9.811911
877,-13.021536
878,-7.484621
879,-128.61024
880,-128.36908
881,12.554893
882,-6.375999
883,-17.183788
884,-23.366316
885,-13.939881
886,-0.5851171
887,1.6936747
888,-98.031006
889,-4.3268476
890,-11.232729
891,-15.418697
892,-20.26955
893,-15.779044
894,-5.660524
895,-11.36752
896,-14.59614
897,-16.437922
898,-107.28696
899,-109.404816
900,7.1798587
901,2.1005087
902,5.441979
903,-10.460946
904,-1.3516225
905,-0.4613495
906,-105.78517
907,-103.32248
908,-9.848077
909,-100.65225
910,-5.2505527
911,11.959296
912,18.10673
913,14.0293255
914,-4.325564
915,-1.8590927
916,-2.3915262
917,-10.631642
918,-103.91102
919,-119.123
920,8.25708
921,-0.5918346
922,2.0960295
923,-4.297141
924,-12.772584
925,-16.72771
926,-16.042404
927,-16.358068
928,-5.69929
929,-6.545046
930,23.159657
931,-1.1518663
932,4.239701
933,-14.917085
934,-19.93116
935,-17.08003
936,-31.473906
937,-28.130394
938,-30.77626
939,17.307411
940,6.119505
941,11.498152
942,11.875734
943,7.685418
944,-14.107197
945,-27.574888
946,-31.278606
947,-2.411759
948,8.272622
949,-121.97571
950,-30.78703
951,-24.256104
952,-8.415097
953,-29.951258
954,5.6542788
955,11.4243965
956,16.731987
957,3.4357507
958,-5.1950917
959,-3.3204072
960,-11.518784
961,-32.999645
962,-16.355347
963,-0.5759527
964,14.987733
965,-12.888739
966,-22.818344
967,-9.177065
968,9.107765
969,15.5560665
970,21.972834
971,20.068222
972,28.32631
973,20.11915
974,0.00793102
975,1.0162797
976,-5.2535596
977,-17.904009
978,-38.806767
979,-35.545094
980,-33.795147
981,3.9735286
982,7.266465
983,-78.88517
984,16.900307
985,7.542901
986,10.968947
987,3.6945577
988,9.311952
989,-2.343237
990,19.597258
991,10.116769
992,-5.7492747
993,-39.19607
994,-36.79386
995,-35.519253
996,-38.190834
997,-15.345793
998,-97.318504
999,-33.30189
1000,-24.635445
1001,-97.74972
1002,19.273151
1003,-125.425735
1004,-13.588671
1005,-127.64476
1006,-22.408081
1007,16.562021
1008,-28.533434
1009,-28.55101
1010,-27.328358
1011,-29.114819
1012,-29.893488
