,"It [269, 1]"
0,-122.86009
1,-117.42794
2,-116.555374
3,-113.540474
4,-118.02654
5,-113.04025
6,-120.583275
7,-114.89596
8,-111.64147
9,-107.08846
10,-28.360378
11,-24.634874
12,-36.844395
13,-107.457344
14,-108.578575
15,-114.64441
16,-105.85442
17,-111.2286
18,-104.961975
19,-30.199436
20,-106.950714
21,-31.470556
22,-24.071547
23,-38.893257
24,-24.088255
25,-104.136475
26,-98.519394
27,-118.34143
28,-104.677185
29,-32.767937
30,-105.822754
31,-32.635796
32,-111.246445
33,-23.784311
34,-28.289665
35,-27.022789
36,-28.642233
37,-112.44876
38,-101.740875
39,-103.3264
40,-32.79856
41,-104.738205
42,-114.04698
43,-103.51268
44,-26.738934
45,-101.50141
46,-29.741735
47,-26.325478
48,-99.99653
49,-102.83378
50,-32.7366
51,-115.08676
52,-106.65966
53,-32.652092
54,-38.07552
55,-109.13683
56,-34.25354
57,-30.153017
58,-33.51505
59,-37.150833
60,-32.81375
61,-26.72822
62,-31.12119
63,-24.524012
64,-20.01857
65,-19.279297
66,-106.36264
67,-25.000145
68,-103.88591
69,-107.64702
70,-26.413994
71,-109.99241
72,-117.307335
73,-100.25643
74,-20.389166
75,-112.154564
76,-22.69803
77,-25.24521
78,-30.330051
79,-100.83653
80,-21.1614
81,-29.163572
82,-25.295378
83,-24.033113
84,-26.178911
85,-24.9636
86,-102.95841
87,-34.130295
88,-104.218666
89,-29.935497
90,-97.27946
91,-23.837088
92,-103.07224
93,-31.180399
94,-26.6481
95,-27.39701
96,-100.51806
97,-34.196224
98,-100.28206
99,-112.23642
100,-11.3769455
101,-23.684462
102,-25.34973
103,-21.847588
104,-23.714083
105,-24.78956
106,-29.293886
107,-28.12419
108,-110.81026
109,-24.654753
110,-32.962975
111,-26.319057
112,-21.847256
113,-24.501005
114,-28.09526
115,-26.927267
116,-25.662676
117,-19.067526
118,-18.78914
119,-20.472368
120,-108.28999
121,-25.472918
122,-19.744356
123,-29.926388
