,"It [173, 2]"
0,-112.51629
1,-111.707115
2,-112.36767
3,-111.033806
4,-115.913086
5,-113.09192
6,-116.04648
7,-116.85012
8,-118.01758
9,-113.98194
10,-115.021515
11,-117.37605
12,-126.781525
13,-117.29404
14,-117.94785
15,-115.02336
16,-112.057304
17,-107.66633
18,-118.90409
19,-30.252686
20,-102.010574
21,-30.430618
22,-103.31517
23,-28.1519
24,-106.529175
25,-21.982529
26,-28.544615
27,-21.232834
28,-23.844162
29,-104.67243
30,-103.27099
31,-31.451996
32,-25.42671
33,-20.333387
34,-24.423056
35,-104.872
36,-20.108997
37,-20.070948
38,-19.49309
39,-101.68721
40,-21.611195
41,-15.963696
42,-102.22174
43,-103.639275
44,-28.460962
45,-19.933266
46,-25.937742
47,-29.559227
48,-100.40428
49,-17.429455
50,-107.812355
51,-102.49996
52,-26.213047
53,-13.853351
54,-27.283531
55,-24.884722
56,-23.195536
57,-103.20691
58,-102.27453
59,-17.373993
60,-99.02875
61,-102.17574
62,-101.737206
63,-116.90192
64,-104.53533
65,-28.064142
66,-17.378822
67,-114.07865
68,-109.712456
69,-99.73552
70,-118.888275
71,-112.455635
72,-102.20352
73,-122.978195
74,-103.42626
75,-105.59376
76,-104.479324
77,-12.8819685
78,-103.77558
79,-100.94712
80,-121.636444
81,-105.856476
82,-113.49762
83,-26.686813
84,-24.232536
85,-101.7859
86,-111.51973
87,-109.97817
88,-114.4244
89,-101.08776
90,-21.536983
91,-26.993462
92,-115.91184
93,-102.544586
94,-118.227066
95,-20.157103
96,-111.27817
97,-21.631191
98,-19.470322
99,-104.68759
100,-12.661089
101,-24.140167
102,-98.69062
103,-20.475067
104,-19.790133
105,-119.28973
106,-112.81266
107,-97.96486
108,-27.716965
109,-13.891644
110,-104.33172
111,-20.162052
112,-104.651924
113,-100.53817
114,-113.44794
115,-32.89386
116,-116.084496
117,-18.65235
118,-19.845982
119,-19.467422
120,-99.82559
121,-21.444025
122,-101.8511
123,-99.55566
124,-32.918037
125,-117.686295
126,-102.82069
127,-22.652348
128,-21.534779
129,-17.330706
130,-28.941706
131,-18.067549
132,-19.531933
133,-112.62432
134,-119.604805
135,-25.353258
136,-30.530035
137,-42.18326
138,-102.35064
139,-102.291245
140,-118.442535
141,-34.11672
142,-104.77177
143,-101.112755
144,-105.64166
145,-102.05031
146,-20.593412
147,-17.614235
148,-23.58046
149,-27.200993
150,-25.612705
151,-20.710152
152,-17.97793
153,-107.494896
154,-41.59946
155,-26.1847
156,-18.732794
157,-26.288742
158,-17.66848
159,-115.65838
160,-31.158974
161,-20.564737
162,-18.918129
163,-18.175913
164,-105.439735
165,-21.789585
166,-24.046564
167,-31.68371
168,-103.82763
169,-101.60183
170,-107.43599
171,-24.45004
172,-20.534504
173,-112.89154
174,-22.24406
175,-136.74388
176,-109.64205
177,-13.311239
178,-101.19515
179,-97.79168
180,-101.13684
181,-20.255981
182,-101.025475
183,-96.38792
184,-99.40454
185,-17.088945
186,-22.917337
187,-26.445253
188,-27.211971
189,-26.137749
190,-25.850855
191,-26.013144
192,-103.306076
193,-24.760021
194,-27.484013
195,-105.03367
196,-97.03189
197,-21.566282
198,-15.900289
199,-95.227394
200,-22.781868
201,-18.988014
202,-26.36196
203,-20.540758
204,-25.148237
205,-32.972477
206,-27.6673
207,-13.4846
208,-99.57227
209,-100.47516
210,-21.342766
211,-100.39227
212,-101.51371
213,-26.874044
214,-101.28025
215,-24.865705
216,-13.44892
217,-114.78969
218,-16.271065
219,-101.67532
220,-102.94312
221,-99.02635
222,-112.73214
223,-98.66942
224,-93.49183
225,-97.244705
226,-98.85103
227,-98.437546
228,-99.267395
229,-28.885817
230,-99.24712
231,-99.72577
232,-96.776184
233,-96.132
234,-105.45967
235,-92.17132
236,-105.394295
237,-96.73681
238,-102.82195
239,-106.57737
240,-25.408451
241,-105.60093
242,-104.22928
243,-98.34551
244,-102.02467
245,-100.294975
246,-109.868164
247,-102.148
248,-99.13492
249,-100.02222
250,-99.88438
251,-103.30081
252,-102.60745
253,-103.939156
254,-108.97399
255,-109.56299
256,-107.53053
257,-106.36734
258,-33.34373
259,-105.15346
260,-103.418655
261,-104.57393
262,-102.94232
263,-102.70398
264,-103.59906
265,-39.446075
266,-105.933075
267,-104.50698
268,-101.64063
269,-100.44579
270,-101.2684
271,-102.03209
272,-111.190384
273,-103.95573
274,-31.744978
275,-108.717865
276,-107.49548
277,-30.869997
278,-28.604576
279,-101.143
280,-25.877096
281,-104.58002
282,-27.984467
283,-28.456858
284,-102.07072
285,-24.850174
286,-22.844585
287,-23.337582
288,-22.948933
289,-103.04325
290,-101.4467
291,-104.53955
292,-102.49509
293,-103.972626
294,-100.44195
295,-104.476204
296,-100.89253
297,-101.46185
298,-99.7007
299,-103.61462
300,-100.452255
301,-101.04683
302,-102.48356
303,-123.34268
304,-108.13218
305,-106.07103
306,-101.91093
307,-109.11758
308,-102.86292
309,-101.7625
310,-101.18325
311,-101.13267
312,-100.280846
313,-101.086395
314,-102.81157
315,-101.65654
316,-100.090515
317,-35.76226
318,-102.22092
319,-110.17946
320,-28.417868
321,-117.59966
322,-98.273865
323,-11.180036
324,-97.94471
325,-98.10826
326,-101.75736
327,-100.032005
328,-98.96038
329,-93.258286
330,-95.53792
331,-98.95433
332,-10.910264
333,-19.713734
334,-17.871935
335,-18.464766
336,-20.968498
337,-29.077976
338,-24.70204
339,-16.615314
340,-96.05224
341,-102.32445
342,-102.9311
343,-86.117905
344,-91.778915
345,-8.18565
346,-119.013306
347,-10.458051
348,-12.530163
349,-16.005678
350,-24.87719
351,-23.1945
352,-19.115881
353,-21.788158
354,-25.876408
355,-19.392975
356,-13.204595
357,-95.230286
358,-95.9255
359,2.5166426
360,-98.48293
361,-102.46238
362,-98.71444
363,-101.65238
364,-106.03278
365,-106.00025
366,-106.692856
367,-108.63021
368,-106.54747
369,-106.19796
370,-103.223366
371,-102.29423
372,-26.51697
373,-100.59324
374,-103.00673
375,-104.32977
376,-98.82813
377,-98.30869
378,-103.117584
379,-21.06399
380,-106.35901
381,-110.93473
382,-103.78855
383,-99.2105
384,-106.33811
385,-96.52728
386,-102.40251
387,-100.47952
388,-97.426094
389,0.22698765
390,-10.510411
391,-15.940729
392,-10.28925
393,-8.334117
394,-10.287498
395,-95.02647
396,-98.86428
397,-6.816237
398,-101.16819
399,-14.001747
400,-21.35373
401,-16.94236
402,-22.54479
403,-23.562168
404,-21.19087
405,-98.58164
406,-99.783356
407,-97.82793
408,-96.07084
409,-12.6433735
410,-12.801763
411,-99.18723
412,-98.25369
413,-98.29529
414,-94.02195
415,-99.36631
416,-100.24972
417,-91.647545
418,-98.45865
419,-94.80713
420,-101.41894
421,-120.091965
422,-98.26733
423,-86.35886
424,-95.78192
425,-96.849266
426,-91.09302
427,-98.93043
428,-124.641136
429,-99.76833
430,-104.42577
431,-15.708448
432,-98.94135
433,-124.6207
434,-95.84679
435,-92.54457
436,-86.69578
437,-90.55326
438,-100.98416
439,-92.12521
440,-98.56317
441,-102.16548
442,-128.4418
443,-24.86214
444,-97.651146
445,-98.64616
446,11.039429
447,-100.033195
448,-98.28743
449,-95.7225
450,-98.0158
451,21.466246
452,-10.148597
453,-9.528569
454,-96.16965
455,-98.234436
456,-97.14563
457,-97.28276
458,-99.64549
459,-97.78125
460,-99.905014
461,-101.63326
462,-97.3341
463,-105.09898
464,-103.61224
465,-103.65174
466,-91.2625
467,-100.33703
468,-103.20265
469,-100.22652
470,-104.30353
471,-102.316536
472,-105.57908
473,-104.87776
474,-106.44765
475,-105.78916
476,-99.004196
477,-105.25064
478,-107.6243
479,-105.64152
480,-100.624306
481,-101.469345
482,-98.76184
483,-104.45847
484,-100.08115
485,-109.58047
486,-108.13448
487,-107.58233
488,-109.98186
489,-108.76366
490,-107.31944
491,-107.55029
492,-108.570496
493,-103.26665
494,-106.78419
495,-102.32568
496,-108.591415
497,-105.96549
498,-107.1612
499,-108.202354
500,5.318781
501,-126.46855
502,-110.4236
503,-122.941025
504,-124.38893
505,-94.2464
506,-106.941925
507,-95.00608
508,-88.64758
509,-99.66727
510,-100.77667
511,-103.62114
512,-103.36693
513,-105.83064
514,-124.415695
