,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,306.7188617,305.0434189,31.22041563,315.4806564,318.1962319,-37.36930637,320.5181759,95.88086125,290.0407024,-19.13391529,-40.48935643,-35.5545932,304.9151912,31.59534419,303.5444835,314.8679451,311.868462,303.7720706,-15.37163697,2.390849596
1,307.0887755,302.3291632,320.1007593,313.4365395,319.7610651,-10.27223447,320.8354455,313.4683034,301.8751626,14.94387352,57.6538755,309.3710041,194.9272961,145.9973819,46.59656921,94.01725937,312.2529722,305.03958,55.07603341,14.10780773
2,309.1455545,306.2842699,320.5989338,315.8071256,317.5748312,153.6546787,320.6880456,86.26170089,294.9546346,-16.75854649,158.2305029,310.911957,304.8558741,61.85902333,303.4971623,313.0134767,311.1352869,56.74883455,1.731021937,308.7348774
3,97.39403148,305.4908431,320.018827,314.9592678,74.35714638,20.90493952,319.2340481,315.0174939,-103.2630123,82.49563906,68.96469734,307.5380928,307.6569003,315.8266618,-6.39403897,314.7948918,34.54783161,305.592753,-96.54086727,159.7356005
4,309.9500016,296.673701,-37.50061555,314.3926018,-29.1048667,-26.18623236,320.4689325,106.4253531,294.8617318,-32.75995167,303.485483,310.2705693,112.2707881,316.5882272,302.6048058,313.7724654,311.9179348,306.8050567,-24.52416058,9.691582461
5,308.6689883,305.9638315,2.519297228,314.7636233,319.116512,-29.84194364,320.3323313,314.9913069,299.6851281,10.82956721,-64.9938541,310.0819383,132.3702822,317.8778475,305.5039053,314.146868,312.1674464,302.2236605,-56.87924551,-7.879565039
6,306.4977115,306.6923182,-23.20776744,314.9417678,164.0653567,12.57240578,319.7029688,66.09628119,120.330807,-61.34817877,305.1819423,312.2546016,-51.43284004,317.2416965,306.8190971,314.7787343,313.5996169,306.2884281,24.08246856,306.471409
7,308.0477711,304.9161767,315.5501834,313.9995042,2.263719026,120.9314972,319.890035,315.3327689,293.5064792,-68.53914591,91.78451337,106.3713402,304.8077466,316.2429272,304.2508472,314.9732561,312.1423186,304.5888461,-74.63353156,87.19053648
8,309.1696392,305.878445,319.8255379,315.4156514,318.4269745,312.6157778,320.9486015,2.95463897,288.0584233,-30.59952772,-72.67560868,311.6995715,305.7457635,316.7347399,304.7453098,-97.39431103,313.3752635,305.0423374,-40.72593567,184.4944498
9,308.5898646,306.1728571,318.6718516,18.50813077,319.7941927,117.7435749,320.6229114,314.0709572,296.9691741,0.105828672,306.2709351,311.1813214,306.8177392,317.2508636,307.537077,183.5853199,312.3855791,136.2436667,-65.68726203,-49.01806254
10,9.993384568,305.7581405,319.8193326,316.2825915,123.8887041,40.97169741,320.6510792,313.6725069,298.3661977,-63.31467958,305.5598889,311.3016476,37.94228722,316.9436001,183.5278201,9.559500022,312.9512073,306.6495152,-94.98546037,116.268428
11,309.8666899,307.8427983,319.1215695,316.5904128,45.28022015,56.14406362,320.0589349,17.19499431,179.6771139,13.42125727,21.20154572,309.1246103,306.8582384,139.0921702,301.7793243,314.8105763,312.2457622,305.9883794,14.30540145,309.2719701
12,309.7976663,305.6041108,320.0046282,316.585443,321.6670361,109.3673882,320.7383691,179.31732,299.4947069,10.12673962,305.6243764,167.9785362,161.3330937,316.1925226,303.4605053,314.6472373,312.8154882,89.35206291,142.6680784,303.9843095
13,308.2056575,305.908483,-45.51932027,315.2082158,59.46693032,74.37774722,320.983962,148.7887992,-93.9814308,8.942583249,306.7200687,56.27621264,307.1059815,65.33358805,303.2293794,81.27309523,311.3018,307.491354,44.22119195,-71.60278416
14,308.7716687,305.9160256,320.473418,315.9692339,319.5625329,-55.30333915,320.6743549,316.1095768,-80.7593932,16.29912184,50.38573423,39.9597197,85.28475602,-29.59801575,36.64718957,314.3250185,311.633243,304.8043536,-8.551540434,19.19183551
15,154.6550169,12.36204038,105.9988839,129.4414197,-53.03950159,-24.7029435,319.9730569,127.691354,278.3626849,51.55624545,-58.4076641,-30.26805044,190.5775666,316.89866,307.1677925,-8.992398595,312.3981481,304.5714642,-60.35805422,82.58924467
16,308.2861113,306.2365295,319.5355614,313.5792293,315.2445335,187.5564502,321.5035443,314.387938,-64.26484945,-19.82239652,307.4366373,13.68115542,65.61188526,317.2150172,305.5059487,314.5662141,312.8882531,147.4414477,-14.72057706,133.3681096
17,160.7953237,306.3800252,319.0323191,315.3233206,320.246439,97.23421584,320.2992579,175.6312502,294.2692306,-1.330932644,-25.97933603,309.1692792,308.3215531,222.2491877,-39.69713648,314.2920711,312.3656279,307.6150727,-52.64727012,-74.51916147
