,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19
0,-70.06487345,202.6628516,-140.7386492,11.83297844,245.9735681,242.9249123,-138.185866,233.5499424,-24.4931806,-98.8901559,-71.46848488,77.35265902,260.020137,-18.41578669,240.5506377,254.3560919,278.5515796,302.9963047,-138.1536975,-71.15629091
1,-15.44883236,276.6378252,-136.8775132,14.67283805,-36.32940304,246.9316502,275.5761534,245.1473287,255.8050442,-104.750672,-98.67367686,109.2514061,261.2114835,-20.80507205,241.3036358,254.3727058,127.0117921,85.59240944,248.5711108,-20.83481491
2,-76.23913211,274.4129169,-104.5896768,16.36045297,-84.11257058,11.84166418,276.0220041,-29.76998926,256.1794757,-91.5072779,-79.35395629,84.40686211,-52.27704209,-18.58145588,238.8106198,102.522898,129.0002518,300.2945881,237.3477747,-79.12970507
3,-63.61691735,262.089582,-66.82845833,13.31218455,-44.12817642,241.9296331,275.3842089,241.1981386,140.9584249,-88.78281075,-34.03305419,88.46398247,-6.886872895,-15.21918009,241.7423543,241.6111887,276.8621691,302.6702809,246.1053311,-75.45254895
4,-13.26588605,273.860776,-21.30068764,15.70432736,-86.45850219,247.6533176,276.8909269,78.24890214,252.6995928,-85.57883532,24.51974677,37.86088633,264.4193743,-17.73078447,236.0118579,240.1450527,274.2374694,302.4556209,234.348912,-60.83848609
5,-96.22305691,112.1160431,-140.771204,8.827096848,-40.96257453,234.6386231,89.40352218,61.602,260.069899,-117.7640853,-87.16436076,-50.556211,78.54415121,-17.14608055,233.2026214,232.0405922,277.3062864,303.7717028,249.8521721,-49.73165769
6,-97.90414687,-68.63104349,-140.6992833,13.2051816,-52.91412519,242.004555,277.4936425,3.171259388,-74.82068116,-96.4141706,-115.3360269,-24.6113159,264.526792,-17.76221492,239.7618369,241.7524293,274.8130505,302.103397,235.500272,-49.51406427
7,-32.46231406,276.1116685,-61.82979364,17.78863985,-39.43068542,65.4901695,274.1487985,146.5062295,252.4339186,-80.16375847,-55.02979031,65.28809545,257.9271826,-17.42893044,246.513123,179.6542346,275.0452092,303.6530145,-142.285329,-60.50957028
8,-71.48500806,1.772811662,-131.1363761,10.51990598,253.5665255,237.5102982,274.8060784,62.49280948,-22.76712549,-76.61621204,-78.27183544,107.2660979,263.2788352,-17.55467144,236.4156258,251.1703889,276.3475098,111.0077167,240.9925538,-43.25033521
9,-67.42149414,277.5319303,7.316598689,13.16510325,259.7346094,238.2658377,273.6948123,241.7527146,86.32003542,-95.30968207,31.55365433,4.282536669,92.21845469,-21.41457809,236.426168,250.3877203,269.7842947,175.4665359,244.9089991,-59.63526079
