,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9
765,-101.7993,-93.18863,-102.38107,-103.91097,-105.28357,-99.36466,-98.25268,-99.13366,-102.923294,-105.53123
766,-98.91167,-96.99258,-100.39033,-102.76994,-101.89235,-101.27906,-96.919334,-102.5651,-102.33874,-102.66981
767,-98.98789,-104.099594,-96.84196,-101.4687,-105.0364,-102.86773,-100.44866,-97.999825,-103.6803,-104.44425
768,-98.833855,-107.13069,-104.97847,-97.66251,-103.34148,-102.37368,-100.47443,-103.347115,-105.10115,-98.70859
769,-99.80708,-106.99642,-106.40634,-99.93003,-107.653015,-101.33853,-104.46357,-98.90338,-103.19044,-100.443275
770,-98.52726,-102.88378,-105.194916,-101.43317,-103.89023,-105.64512,-104.03346,-101.85047,-102.339035,-97.74372
771,-98.705315,-104.2766,-103.54483,-100.81475,-102.047516,-115.69037,-103.53312,-100.855385,-101.88831,-94.71751
772,-100.028046,-109.11511,-99.027664,-99.92041,-102.868935,-114.60184,-103.04968,-100.62899,-101.78198,-98.126
773,-97.94271,-103.57718,-101.58825,-100.274,-101.867386,-103.58765,-101.50074,-100.03964,-100.36789,-94.94089
774,-100.201965,-101.23062,-99.12312,-101.87505,-103.06631,-107.78499,-103.31457,-100.27223,-100.553185,-99.53853
775,-115.792984,-103.64252,-102.52991,-100.24279,-101.26006,-114.00748,-102.44381,-101.10322,-96.08324,-103.06938
776,-129.97441,-97.443344,-104.43185,-97.731415,-98.50796,-103.24535,-100.34888,-121.5454,-105.23291,-99.53672
777,-98.81592,-105.52951,-101.29249,-99.151,-103.41891,-105.67992,-98.56889,-116.25357,-107.16091,-99.9918
778,-99.36461,-100.666565,-100.14851,-102.29553,-101.46249,-99.06692,-101.4812,-115.85443,-103.71051,-96.71396
779,-101.7212,-109.466576,-105.20003,-91.919785,-96.70656,-99.08708,-101.6229,-119.26004,-105.0929,-98.3302
780,-102.73522,-108.28591,-102.23473,-99.27007,-102.7666,-99.3713,-101.117485,-99.89183,-104.09882,-94.26469
781,-100.68286,-104.485634,-102.67311,-103.4279,-97.61626,-105.726166,-91.56151,-97.249504,-108.28405,-98.5519
782,-100.79808,-102.12701,-99.54421,-101.74698,-106.67442,-106.144585,-93.08755,-108.64818,-102.62949,-103.41287
783,-92.020226,-99.32089,-103.34932,-90.646484,-102.68988,-101.26114,-98.00531,-102.39996,-109.0343,-98.08597
784,-99.52078,-109.108696,-99.40605,-101.42232,-108.4084,-105.08464,-100.859886,-104.42132,-100.81588,-104.17534
785,-102.31954,-104.46542,-105.20546,-96.28422,-106.00955,-105.307434,-95.41741,-102.41577,-103.827896,-91.282715
786,-96.638565,-97.77029,-100.51486,-98.24798,-108.49388,-106.53711,-102.11908,-97.015175,-101.96151,-96.1357
787,-96.90069,-100.95437,-102.274254,-102.80765,-105.35777,-104.884094,-93.57846,-97.778435,-102.0509,-101.93947
788,-103.45214,-98.80013,-104.29522,-105.73302,-105.615295,-105.67062,-102.50096,-102.14277,-97.17793,-94.9051
789,-100.874825,-95.80276,-106.50789,-103.130615,-105.116196,-102.1628,-105.07515,-97.26003,-116.07712,-95.60035
790,-99.0906,-98.442535,-95.010086,-102.56584,-105.563286,-98.976715,-101.40813,-125.158966,-106.457,-122.11469
791,-101.204605,-102.72358,-106.78509,-102.723366,-102.76011,-112.95706,-110.68871,-103.16411,-101.19418,-102.07353
792,-102.05789,-101.45312,-102.74068,-102.49834,-102.115875,-114.93248,-105.061325,-13.393644,-107.84737,-88.29517
793,-90.95083,-99.4372,-108.37049,-100.54289,-101.87555,-115.70972,-102.96751,-104.22806,-104.33036,-90.5945
794,-103.15336,-101.56848,-103.96519,-97.57827,-103.16013,-94.128525,-103.53528,-14.958241,-109.62672,-91.05117
795,-105.59517,-106.330605,-105.81675,-101.789734,-104.304405,-103.90301,-95.6637,-96.34324,-108.63815,-100.47478
796,-99.28243,-98.99774,-102.8566,-101.1187,-98.20155,-113.19894,-102.48444,-102.62315,-110.76222,-99.097694
797,-102.33156,-103.26483,-103.94291,-101.90879,-108.46449,-98.22723,-103.993004,-123.27307,-98.09974,-106.3402
798,-105.15044,-103.98841,-103.03377,-106.06574,-109.95593,-109.03199,-103.6703,-97.60342,-107.97313,-101.802315
799,-99.97868,-101.1948,-99.17392,-104.215996,-103.58353,-99.17453,-97.35846,-109.2555,-106.297,-96.47465
800,-101.366554,-94.417755,-105.20215,-99.26386,-106.48445,-97.59732,-102.38232,-97.04881,-108.514786,-96.50463
801,-90.12152,-99.61404,-99.55769,-97.17869,-102.21733,-104.98217,-103.46438,-102.80857,-107.817406,-98.20409
802,-119.88983,-102.85995,-99.61252,-96.643585,-105.77713,-105.87451,-102.707115,-101.28448,-106.18368,-100.2666
803,-100.73638,-98.33088,-99.32512,-97.438805,-102.72666,-104.87367,-104.60653,-102.88104,-105.66009,-101.55618
804,-99.19474,-102.952515,-102.070435,-105.30363,-105.071396,-107.96957,-104.180115,-99.74784,-101.26609,-103.11105
805,-122.2722,-106.76318,-95.76697,-105.70578,-99.082115,-102.65905,-105.12679,-107.393776,-105.44813,-12.940442
806,2.8628304,-102.33492,-96.26458,-100.64779,-99.82762,-111.3122,-106.53809,-106.92237,-103.74718,-103.97415
807,-107.96727,-98.739784,-98.093155,-98.336075,-100.387695,-105.41413,-103.18591,-106.20403,-99.81583,-108.47021
808,-99.478745,-98.5579,-87.69557,-97.68098,-105.45567,-103.99588,-107.03991,-105.01721,-102.36689,-102.47403
809,-101.13227,-100.81458,-94.15735,-91.96466,-104.81746,-95.09954,-102.247375,-108.24401,-106.234795,-102.99515
810,-98.53457,-102.613365,-99.79497,-103.757484,-106.99014,-101.95326,-108.50691,-106.14205,-105.774254,-101.84035
811,-102.171936,-104.21109,-101.44915,-102.03514,-106.10696,-99.44711,-101.86534,-121.859764,-110.74528,-90.19841
812,-103.107544,-103.69544,-98.03382,-103.26089,-100.626045,-108.305916,-135.46167,-99.23648,-99.66067,-101.59654
813,-94.507835,-102.635445,-103.47447,-91.107864,-102.22627,-100.68777,-101.72501,-101.779205,-99.688286,-97.62694
814,-102.89333,-100.42059,-101.33526,-97.3318,-99.1187,-101.55501,-105.54701,-95.25776,-105.80046,-102.96114
815,-96.86193,-109.252365,-105.22336,-98.09109,-98.19566,-111.134476,-102.33463,-103.71968,-106.84899,-99.97476
816,-100.89181,-104.284515,-104.7429,-99.312065,-103.65213,-100.5376,-102.66737,-10.295912,-104.24433,-105.20166
817,-104.442764,-102.294785,-106.07335,-100.52591,-104.91152,-109.48477,-100.98577,-16.396856,-102.75459,-98.75966
818,-101.31118,-102.1204,-105.547775,-99.08124,-105.91461,-110.51371,-107.49204,-102.904144,-106.88115,-93.241486
819,-94.2342,-96.45123,-102.47591,-102.59433,-99.89462,-105.49939,-103.39204,-102.99284,-99.38699,-99.15924
820,-102.527664,-101.70856,-104.03681,-103.07773,-103.96713,-105.9318,-89.693146,-98.80304,-102.15533,-106.59407
821,-103.67822,-102.66401,-103.80907,-98.70497,-106.16597,-109.61057,-100.14162,-126.891396,-99.16981,-96.08192
822,-100.74926,-112.25873,-98.87038,-100.19192,-106.061775,-101.13047,-101.809044,-104.55263,-98.07854,-104.028114
823,-103.34188,-96.23312,-97.84112,-100.497955,-101.19114,-110.14688,-105.0603,-106.29253,-103.7804,-95.77368
824,-106.58203,-120.49113,-89.93813,-97.9228,-105.0704,-96.68899,-102.48169,-104.09383,-103.32838,-102.57047
825,-107.52761,-100.01676,18.963842,-101.17926,-100.27982,-102.51918,-102.27445,-105.11466,-104.25254,-99.0425
826,-101.103226,-102.44805,-98.9493,-100.59164,-100.67251,-103.80577,-102.890526,-106.12281,-103.68453,-99.1634
827,-98.18452,-99.420845,-99.27665,-96.735054,-98.83654,-102.41171,-101.52813,-103.90001,-118.86193,-106.54461
828,-102.72526,-95.336815,-101.94095,-94.95775,-98.92994,-103.70132,-101.635895,-104.71757,-101.970406,-103.58148
829,-96.302704,-102.26866,-103.1254,-104.22063,-101.76177,-104.744774,-101.26436,-100.949234,-98.82621,-98.28442
830,-106.00824,-101.58065,-102.80891,-100.21512,-102.61016,-98.95966,-101.38402,-100.75035,-103.93144,-109.06353
831,-102.04359,-133.28888,-104.066574,-96.56307,-106.423485,-102.91475,-97.66337,-99.577675,-106.75844,-94.39033
832,-104.83567,-104.4197,-101.66001,-98.76371,-105.72541,-105.11473,-102.26698,-99.45336,-98.94305,-96.68006
833,-104.441605,-106.11241,2.066974,-100.0337,-105.51908,-103.657166,-102.10566,-100.21442,-98.048485,-97.04263
834,-100.19718,-101.17809,-0.9784987,-100.97093,-107.21412,-108.424515,-99.12023,-96.06521,-97.96359,-96.51015
835,-102.02715,-101.67552,-15.24611,-103.99644,-101.34471,-102.13813,-99.811005,-95.31932,-100.55325,-111.26429
836,-101.886024,-101.4485,-103.65004,-105.303955,-105.65201,-101.825874,-103.72162,-96.37542,-101.867966,-94.049194
837,-103.62902,-103.57373,-105.56434,-104.821754,-106.09398,-103.94488,-96.09237,-103.41823,-102.730644,-98.00693
838,-100.47773,-98.38139,-100.078865,-102.53202,-105.45014,-99.535286,-101.5588,-101.27994,-103.59906,-98.65891
839,-91.90764,-106.45138,-102.187485,-103.067345,-101.95979,-107.04845,-96.45571,-94.126595,-93.48553,-102.496445
840,-101.929,-106.57162,-99.724846,-100.1791,-103.13991,-101.88873,-99.44858,-100.45224,-101.38905,-105.5281
841,-96.70193,-105.74185,-100.1333,-100.12951,-106.83093,-102.42684,-102.76065,-100.274734,-98.9208,-103.59767
842,-98.29438,-103.5082,-98.39616,-93.74659,-103.59994,-105.3866,-100.54721,-95.968414,-103.8109,-98.52373
843,-102.14097,-102.08153,-99.43218,-103.244286,-105.3871,-104.804,-104.89537,-101.47051,-102.28885,-99.13329
844,-102.56755,-102.07171,-102.8494,-96.383766,-99.54016,-100.6309,-105.09599,-99.75741,-96.46038,-107.85418
845,-101.56423,-103.04573,-103.74727,-94.974846,-99.53869,-102.141106,-106.88566,-99.92895,-92.90133,-123.382645
846,10.424391,-101.24509,-101.15676,-98.69001,-101.718956,-105.234116,-104.25428,-115.195816,-90.12087,-101.681694
847,-96.48971,-102.99916,-102.49986,-102.08431,-102.33025,-90.03432,-105.53843,-102.910645,-103.66327,-93.19529
848,-100.3209,-102.88481,-100.93906,-102.42261,-100.79667,-100.621376,-99.6247,-105.17413,-103.724396,-95.00818
849,-101.61533,-104.53376,-99.516815,-101.846565,-12.937684,-110.99173,-99.830124,-100.405304,-98.75384,-99.49372
850,-94.88703,-101.66191,-104.50495,-103.15626,-106.07099,-104.87282,-104.79462,-98.26434,-103.58359,-103.43773
851,-92.275795,-105.029655,-103.4899,-105.48518,-106.259895,-105.79231,-105.18235,-102.95708,-99.95794,-104.11705
852,-101.30404,-97.13869,-96.58666,-100.62336,-106.31793,-105.41133,-106.622375,-99.99266,-101.14515,-99.104576
853,-101.66426,-101.65976,-100.579346,-90.17262,-107.63074,-105.44958,-99.05817,-86.59557,-103.752075,-100.32967
854,-99.837524,-102.5436,0.7495064,2.5796177,-103.332016,-96.93381,-100.15013,-95.34259,-106.82985,-95.82651
855,-97.594536,-102.50013,-101.85104,-94.35098,-104.233185,-106.304245,-95.68723,-97.94192,-103.0823,-97.44963
856,-103.71453,-102.02573,-99.88243,-97.3174,-101.95871,-100.53775,-101.17166,-99.49033,-99.52414,-117.7348
857,-98.92515,-101.71221,-99.761116,-101.12309,-100.88683,-100.072174,-102.7179,-99.80838,-103.886826,-95.79798
858,-103.29919,-99.2291,-97.559105,-101.16704,-101.88118,-102.87802,-105.33004,-103.82803,-102.14822,-119.11232
859,-99.42429,-103.830826,-100.37151,-97.06886,-27.830746,-103.167946,-102.647896,-100.51392,-103.862526,-96.640114
860,-95.53535,-101.75372,-101.27463,-101.14188,-103.95217,-102.50258,-105.14947,-95.39492,-99.177315,-100.474144
861,-101.41958,-103.45822,-99.088005,-104.03492,-102.76505,-101.59205,-101.61447,-102.628426,-95.2527,-97.62115
862,-103.90323,-100.113106,-4.851876,-96.73301,-106.03678,-103.92952,-106.67955,-103.00551,-97.49274,-76.85768
863,-95.22206,-101.56442,-95.89976,-93.29137,-101.31678,-100.62765,-103.93389,-98.22555,-105.48465,-99.65013
864,-84.70083,-101.52343,-103.92669,-101.439,-106.17929,-90.83715,-108.722824,-101.00172,-105.21195,-102.011406
865,-98.605095,-101.60034,-98.48668,-95.33462,-106.13036,-105.2321,-101.946266,-98.860954,-101.067055,-96.62236
866,-99.35022,-104.00055,-94.30705,-100.42088,-102.160576,-98.922165,-100.38747,-97.58544,-102.54916,-96.33945
867,-102.70047,-105.86782,-97.55416,-98.83928,-102.564606,-101.412895,-109.5651,-99.11969,-96.19916,-104.34651
868,-100.690346,-102.33528,-95.93169,-102.238106,-102.262955,-99.305824,-107.577866,-11.860793,-103.63779,-102.42552
869,-100.51491,-105.566574,-96.15084,-101.02649,-97.70091,-109.97942,-98.82556,-102.5037,-100.7371,-90.34963
870,-94.13031,-101.82598,-100.097115,-99.30083,-99.147766,-103.81361,-106.46949,-97.71461,-93.81925,-93.35786
871,-102.70764,-108.66711,-105.21044,-101.02832,-105.09361,-85.554855,-98.55305,-96.49342,-104.06074,-95.46712
872,-102.25766,-103.064354,-98.03652,-99.961105,-103.47669,-101.826965,-101.44691,-100.906906,-99.68627,-87.614975
873,-96.862495,-100.02933,-97.41432,-93.88357,-103.18308,-91.80515,-106.273705,-100.83328,-96.78825,-101.86358
874,-86.21591,-95.1147,-98.441505,-96.91045,-102.867165,-103.10353,-100.3271,-90.60529,-96.91131,-100.7077
875,-99.15229,-101.57057,-5.9430456,-78.11957,-100.445465,-105.44311,-104.75337,-103.13306,-103.754265,-108.13028
876,-92.989426,-97.91156,-98.40884,-93.6606,-101.3902,-109.09174,-99.598816,-99.10933,-98.44804,-99.33887
877,-98.227196,-102.44293,-7.8737974,-99.816025,-100.93436,-105.174644,-100.149055,-101.35977,-102.20966,-98.06628
878,-86.58881,-98.607376,-102.13629,-93.47053,-95.689186,-110.05912,-105.122475,-96.35042,-95.33989,-99.044106
879,-101.20715,-99.96028,-99.45146,-92.9,-101.45324,-103.51277,-98.67966,-101.75483,-102.36314,-87.39901
880,-101.71172,-102.28378,-97.17971,-102.00004,-104.060646,-102.708664,-105.55314,-90.95312,-101.49301,-100.00586
881,-99.914955,-103.51257,-97.0452,-94.5442,-104.26883,-99.57197,-111.43029,-100.72826,-103.94016,-82.01904
882,-97.17271,-104.147095,-84.817566,-94.91779,-107.28542,-101.56056,-101.25504,-99.33368,-104.35845,-99.28599
883,-91.34751,-105.23887,-98.45282,-95.91756,-105.47181,-102.143936,-103.21543,-101.3043,-96.57114,-94.430695
884,-95.2344,-98.30896,-98.394684,-96.5358,-103.16774,-102.27099,-103.94488,-102.7262,-100.370766,-96.8881
885,-100.42187,-99.429436,-97.59626,-94.33815,-106.58369,-99.76413,-105.06568,-103.33831,-102.119644,-98.66207
886,-102.98759,-103.52283,-97.316475,-100.15906,-100.66935,-96.66313,-98.94113,-96.85983,-100.77985,-95.31335
887,-93.379135,-106.000656,7.9554334,-91.66313,-102.12098,-99.97945,-104.57243,-96.282936,-96.17581,-102.159676
888,-97.369095,-103.22479,-99.13353,-100.596016,-97.48816,6.599335,-106.013565,-97.1347,-96.55844,-109.939224
889,-102.190125,-102.9542,-91.09891,-100.64671,-100.39039,-93.02384,-105.8522,-94.48649,-97.47156,-89.23372
890,-94.64059,-103.713844,-103.57703,-101.01009,-102.38468,-93.162796,-103.00388,-92.803566,-98.43818,-99.270805
891,-96.32811,-99.09841,-99.97692,-96.94549,-97.68136,-100.1781,-103.09285,-100.06163,-104.19145,-87.9899
892,-96.41107,-98.21856,-96.63611,-100.68019,-100.67524,-100.0897,-100.72769,-100.47082,-99.29805,-95.4471
893,-94.853775,-102.2292,-100.551956,-98.93076,-98.036125,-102.874466,-102.94725,-92.405556,-99.72065,-100.1505
894,-99.50744,-97.30297,-101.482445,-104.465576,-99.07227,-98.03447,-101.11324,-104.5006,-102.16846,-101.001205
895,-100.51014,-102.106995,-98.94267,-100.493065,-100.371704,-102.442696,-101.937416,-101.65485,-103.31203,-100.73106
896,-101.69315,-102.01458,-97.30276,-99.18053,-96.24576,-99.95763,-103.900955,-104.90045,-104.07966,-102.28097
897,-100.93273,-101.3995,-6.683713,-90.75363,-102.80301,-98.93214,-103.982635,-103.48932,-103.895226,-102.38183
898,-98.56568,-96.62449,-85.12048,-93.522736,-101.51497,-10.497679,-102.96026,-104.67125,-103.2704,-105.1744
899,-102.28194,-103.21288,-99.28687,-105.19653,-100.287766,-11.129211,-100.92404,-103.2573,-101.91562,-103.383896
900,-98.9886,-95.053665,-99.85739,-93.57427,-100.53165,-4.864251,-101.14518,-107.044426,-99.5462,-98.12501
901,-124.112854,-97.851494,-100.67606,-94.373955,-99.26382,-0.48213154,-104.677574,-107.572945,-97.4316,-77.388435
902,-102.013336,-107.251335,-99.27467,-94.960434,-101.179985,-102.157974,-103.609,-107.04883,-98.95648,-89.93782
903,-100.808365,-100.450005,-104.018105,-94.393135,-100.88869,-93.26572,-103.16795,-105.20557,-96.36726,-100.53652
904,-104.50874,-102.54487,-103.8646,-104.64252,-99.09576,-102.589874,-103.65706,-107.625885,-96.486595,-99.79437
905,-100.9111,-101.53518,-101.24683,-103.383804,-102.277466,-95.65935,-109.146095,-102.65549,-100.92607,-98.34502
906,-100.41659,-101.36475,-99.48838,-95.294586,-106.83023,-101.64818,-103.671745,-103.64868,-106.865204,-96.72756
907,-107.863884,-103.80183,-95.47041,-103.33917,-104.10739,-100.02962,-103.71031,-104.18486,-105.90591,-100.728615
908,-100.3855,-104.1598,-83.77982,-102.488914,-100.146805,-101.28419,-101.34917,-100.00904,-104.80846,-60.460308
909,-98.70871,-100.93865,-100.294846,-99.75876,-100.75424,-105.12376,-100.39629,-100.24676,-102.61233,-99.3412
910,-102.892235,-107.24256,-101.73693,-101.91633,-100.30599,-106.46273,-102.539154,-100.28085,-98.8661,-104.658226
911,-100.96274,-101.3444,-101.970894,-91.563156,-101.703575,-106.7844,-103.521965,-102.07428,-100.14856,-96.26894
912,-102.68947,-103.61257,-101.65901,-101.011345,-100.41543,-100.84086,-103.17895,-103.06502,-108.88649,-102.54203
913,-97.44682,-96.60311,-105.84139,-90.52725,-104.09236,-106.04853,-108.31642,-104.98592,-101.014244,-99.79391
914,-103.73733,-105.64972,-103.95616,-90.719734,-101.61812,-90.75625,-103.39978,-105.48483,-99.44435,-104.13479
915,-103.71513,-101.47242,-99.34722,-96.06536,-101.269295,-97.09534,-102.52443,-101.219086,-116.07338,-101.595894
916,-104.663445,-100.07463,-97.7235,-97.652664,-98.71156,-100.12366,-106.3288,-102.607666,-102.14849,-73.9948
917,-101.44888,-104.856735,-98.618095,-96.77792,-98.446686,-100.123314,-101.88843,-101.26332,-96.43504,-107.27049
918,-101.56359,-99.299774,-85.846634,16.447908,-101.51559,-101.15114,-104.00194,-106.60746,-102.90759,-97.64137
919,-100.1315,-105.17788,-99.05078,-97.83676,-103.9764,-14.664086,-103.59192,-103.22085,-96.7288,-91.91076
920,-104.17585,-101.966805,-2.7147799,-94.818794,-100.836365,-96.91182,-98.44632,-69.73299,-102.39587,-124.84259
921,-96.24537,-100.44929,-100.63284,-99.42244,-101.66039,-100.4624,-104.83208,-103.78258,-105.32185,-101.50713
922,-96.73027,-99.79908,-1.805626,-77.21004,-102.40024,-100.42296,-103.272804,-101.256134,-103.269775,-90.06907
923,-95.825905,-102.77683,9.333752,-101.28799,-106.447426,-100.03815,-106.556435,-103.93758,-100.8236,-75.98449
924,-97.55569,-94.09897,-103.82885,-100.9208,-97.75495,-104.86403,-97.07752,-102.519104,-98.41101,-103.90545
925,-85.94162,-94.757164,-96.50383,-96.616486,-101.38324,-100.59684,-104.53759,-97.32258,-104.26998,-92.70574
926,-88.64524,-102.03268,-103.12283,-99.71598,-99.683556,-102.65827,-104.03813,-101.37182,-91.28786,-119.9803
927,-120.84602,-102.974754,-99.508095,-15.634538,-97.38779,-100.14005,-101.81079,-108.69393,-99.69388,-89.95716
928,-100.83848,-107.42258,-99.233536,-11.875437,-100.88965,-101.43624,-104.56758,-98.43111,-98.44555,-91.876785
929,-99.170135,-103.453156,-99.572685,-100.34715,-101.40956,-99.607475,-102.71022,-101.876144,-96.56832,-98.30467
930,-100.19367,-102.80098,-95.13343,-98.90204,-100.35112,-105.9674,-101.80024,-102.78428,-99.97729,-89.58298
931,-106.72034,-102.29645,-100.750534,-94.05047,-100.39498,-100.98199,-104.84351,-102.4667,-100.185974,-102.47546
932,-100.361305,-100.66631,-100.02769,-98.32967,-102.640335,-99.97987,-103.3611,-105.89865,-96.92951,-57.226597
933,-100.816284,-107.94301,-99.14552,-92.72954,-100.866714,-99.44887,-103.952034,-16.009945,3.6330533,-73.64633
934,-98.87976,-100.8034,-89.983246,-94.36044,-107.43994,-98.857185,-103.318695,-5.5362234,-0.26157254,-96.71048
935,-100.46276,-102.45702,-99.476944,-99.19433,-99.76735,-94.7735,-103.27583,-17.305729,-100.63502,-100.10988
936,-102.73609,-101.904305,-99.76462,-101.62097,-104.59353,-97.04676,-101.83945,-99.64704,-100.140686,-107.16569
937,-101.1259,-105.22463,-100.1861,-99.37123,-103.30502,-85.52429,-96.50717,-94.12315,-98.88121,-98.49115
938,-99.68064,-101.77738,-102.42989,-98.67717,-102.6517,-96.90169,-103.12052,-99.250114,-95.52861,-93.37227
939,-101.86345,-103.227,-100.87684,-98.58432,-103.68657,-102.99956,-103.2609,-96.378204,-102.73458,-107.07445
940,-99.65654,-105.09541,-104.322174,-93.504776,-101.51776,-98.68047,-104.36559,-103.5486,-107.065216,-49.55267
941,-102.023346,-106.53627,-4.4325414,-99.3682,-97.79705,-131.97726,-105.456116,-101.67926,-97.50839,-77.013855
942,-102.95947,-105.066826,-97.97546,-99.16762,-102.71977,-100.41548,-106.19585,-103.98883,-99.567116,-82.74164
943,-102.20621,-100.73996,-95.92027,-101.16473,-96.96922,-95.58699,-102.52643,-104.643524,-123.558395,-99.04783
944,-102.750595,-104.26768,-99.232994,-101.36266,-99.56505,-99.86956,-103.49559,-95.129005,-100.487076,-96.8279
945,-104.80312,-103.055336,-100.30874,-101.37538,-99.48395,-100.06692,-102.55278,-94.763954,-97.59782,-99.52711
946,-101.28775,-101.38407,-101.40932,-103.8052,-100.53985,-101.89515,-101.09798,-96.59132,-101.04623,-100.19809
947,-100.05185,-99.20156,-101.832184,-101.962036,-102.70966,-97.80402,-106.53357,-87.03836,-100.46699,-102.44711
948,-93.46565,-101.407036,9.728937,-101.638435,-103.35528,-97.15924,-103.13077,-96.48732,-100.08524,-98.07704
949,-94.79426,-103.0544,-7.8984175,-100.023445,-101.968025,-97.553406,-102.67179,-97.403496,-94.713234,-96.735374
950,-105.608475,-102.52003,-10.959884,-102.13935,-101.371,-98.47539,-105.44756,-97.197266,-97.4866,-101.66455
951,-98.50409,-101.49191,3.2375922,-101.201096,-105.279915,-102.5768,-103.32211,-96.82438,-95.7269,-105.72556
952,-99.40323,-101.24583,-101.853645,-107.327225,-101.9983,-95.76994,-108.253685,-103.60224,-97.33308,-107.72071
953,-102.756226,-98.8399,-95.00805,-102.6502,-102.91112,-98.60984,-101.28145,-102.89751,-99.859,-74.46466
954,-98.6046,-95.38778,-102.68129,-97.22256,-102.47816,-98.30996,-96.47365,-101.846664,-96.1039,-97.74919
955,-99.90871,-101.18494,-103.77057,-101.04736,-99.4453,-96.499245,-100.548355,-103.62651,-100.22041,-99.50763
956,-100.99392,-95.64289,-102.174995,-101.34921,-102.61177,7.112237,-100.53994,-100.60008,-102.34905,-126.13328
957,-102.21605,-95.885254,-100.32668,-109.28305,-105.225586,-93.0236,-103.2265,-94.975105,-100.34621,-95.43097
958,-102.33842,-98.1904,-101.25403,-109.17227,-100.16863,-96.07064,-104.155365,-95.9429,-102.74447,-102.349686
959,-102.71239,-102.703186,-97.73815,-130.4481,-99.89379,-97.32227,-101.96429,-100.518936,-101.16217,-91.0562
960,-102.40074,-101.915375,-102.049774,-110.409386,-99.49098,-98.068436,-101.83854,-100.863464,-99.89349,-103.06582
961,-100.42754,-104.94375,-99.63484,-101.5747,-101.761055,-99.99355,-102.55073,-86.77359,-97.894424,-79.23326
962,-102.97283,-101.27945,-98.47852,-102.38639,-101.26791,-99.51208,-104.281364,-97.75171,-100.04684,-93.11703
963,-100.97017,-103.736244,-101.45354,-95.09274,-100.41664,-136.11632,-102.89011,-102.31299,-101.990364,-56.904312
964,-105.4308,-102.92559,-103.48499,-94.65651,-97.38456,-133.52406,-104.62835,-95.01927,-97.24573,-105.48049
965,-104.945564,-104.5331,-101.167656,-101.4894,-100.81047,-97.94377,-103.99735,-95.273766,-105.62869,54.796444
966,-101.99217,-101.04976,-96.77468,-105.3061,-101.59303,-93.53558,-101.583664,-94.29365,-99.16188,-79.29608
967,-98.549736,-101.376854,-101.160576,-96.8867,-100.92893,-96.2597,-102.51395,-98.587944,-97.31504,24.316576
968,-99.962944,-103.79064,-100.82401,-95.058365,-101.86929,-97.583916,-100.87782,-95.5406,-97.95268,67.7914
969,-100.393135,-98.80798,-100.17252,-103.35715,-102.89954,-129.55244,-102.69652,-98.45752,-97.205284,-47.67967
970,-102.597115,-10.892403,-99.988914,-100.5799,-102.76794,-105.52889,-101.1644,-97.39489,-103.07689,-98.7658
971,-99.57203,-99.2783,-98.91378,-101.87182,-98.78747,-121.49087,-105.422035,-105.97163,-97.693474,-103.18442
972,-16.377012,-99.1434,-95.42405,-102.329216,-97.78477,-94.0401,-101.85923,-93.92596,-104.130875,-67.17254
973,-99.45649,-100.2164,-98.60687,-112.21541,-100.59354,-97.516045,-103.36818,-83.179794,-102.39842,93.51194
974,-7.9469104,-105.31573,-91.386086,-130.3059,-100.41526,-100.18023,-101.68783,-104.58807,-123.18278,70.52622
975,0.20885801,-100.70185,-101.94238,-88.110245,-97.463806,26.923504,-101.916885,-102.14886,-92.272316,-84.50005
976,-96.29624,-103.8123,-102.38708,-101.81644,-101.15608,-100.344536,-102.48813,-101.01964,-99.92145,-94.895386
977,-100.13168,-97.69305,-99.14822,-97.258194,-102.48858,-99.5527,-100.637405,-96.104164,-100.89248,-95.348114
978,-101.723175,-99.788185,-92.49753,-94.85016,-101.31463,-99.579506,-101.730385,-100.27585,-102.48322,-66.131996
979,-103.28448,-100.176125,3.8552675,-95.49418,-97.94926,-99.35136,-98.63473,-102.80761,-0.32051498,32.345814
980,-105.82417,-99.17268,-95.39286,-100.5073,-103.77949,-98.323555,-102.491425,-98.932594,5.073446,-89.55269
981,-95.408424,-98.68734,4.451574,-100.10435,-102.29383,-98.79324,-101.95327,-98.48015,-101.22078,-101.77309
982,-102.7953,-95.28859,5.188362,-100.958084,-102.22347,-96.68968,-100.83436,-97.0062,-94.6171,-95.15862
983,-104.811104,-101.83134,4.9469647,-97.53661,-100.18652,-95.89542,-101.25609,-103.969986,-101.17658,-107.87337
984,-100.782425,-101.97723,-83.26856,-98.61077,-102.79489,-96.75909,-100.88134,-99.38714,-100.61569,-83.97556
985,-100.72909,-101.21881,-98.756996,-9.759791,-102.751785,-94.865776,-104.12707,-99.24542,-101.16267,-99.789635
986,-101.37067,-101.14393,14.845923,-96.82914,-101.74058,-93.44015,-104.06499,-100.40828,-95.15642,-88.1722
987,-103.32369,-104.442795,-102.33768,-96.531555,-101.97385,-92.49066,-102.8088,-101.371,-97.14983,-36.309216
988,-102.236275,-102.28612,9.041757,-8.275257,-103.97125,-99.62736,-103.90899,-100.36764,-98.95402,-81.57482
989,-102.753654,-107.403656,-102.064186,-10.04799,-102.94249,-102.701035,-101.76581,-91.34235,-101.87769,-40.96644
